model,rmse,TEmax,TEmaxt,MImax,TE0,TE1,TE2,TE3,TE4,TE5,TE6,TE7,TE8,MI0,MI1,MI2,MI3,MI4,MI5,MI6,MI7,MI8,corr0,corr1,corr2,corr3,corr4,corr5,corr6,corr7,corr8,MImaxt,replicate,sink,source,site
1b,NA,0.0681277113648417,1,0.1169752101731648,0.0307110386092046,0.0681277113648417,0.0627861711801924,0.0548177794076397,0.0556018600123949,0.0529111959924459,0.0501480868899562,0.0487496128653221,0.048312202435561,0.0787323158288435,0.1169752101731648,0.0783914297598234,0.0392452748705804,0.0243670267054655,0.0188467302272317,0.0145530917896671,0.0142662575741508,0.0144211200160991,-0.462682124090743,-0.5580080798169699,-0.46398034565989,-0.3152758844105909,-0.2056463374231008,-0.1365475683300815,-0.0928278980162622,-0.0707318125458129,-0.0529054483996616,1,3,do_mean,tmmx,01473780
1b,NA,0.0647326731081214,2,0.0716092250581425,0.0357263366052218,0.0639819833950896,0.0647326731081214,0.0572665516961799,0.0538782589186923,0.0495182338024884,0.0527541899313354,0.0524049878332233,0.048234048215289,0.0425043548220083,0.0716092250581425,0.0537525318802534,0.0300868419492184,0.0189546073111842,0.0136872341057917,0.0109612587297338,0.0113368390627312,0.0102621743218032,-0.3329436110689148,-0.4491623651471351,-0.394586779758079,-0.277343049016528,-0.1891509692616909,-0.1335646108297225,-0.0959827661751726,-0.0742048151124138,-0.0515598240691122,1,3,do_max,tmmx,01473780
1b,NA,0.0746651605193058,0,0.0353221179134271,0.0746651605193058,0.0660168513078168,0.0638336063407728,0.057618429904908,0.0579148215925312,0.0566906833873723,0.0591348059512496,0.0607217384172786,0.0593635376475127,0.0353221179134271,0.0269537061361602,0.0179953105825901,0.0144765262717077,0.0118955657610171,0.0125670821803075,0.0119862728213234,0.0103247143657748,0.0109691113354655,0.056931477380517397,-0.1006485932737434,-0.1241343277138257,-0.1111671492708807,-0.0993462296414143,-0.0863060608156774,-0.0643271231563893,-0.0378633214082597,-0.0339667533439145,0,3,do_min,tmmx,01474500
1b,NA,0.0786626466563711,0,0.0461550143949442,0.0786626466563711,0.0654547068420754,0.0593067130052815,0.0602731283339489,0.0581599786977954,0.0634278837562078,0.0646637473775193,0.0561284976818173,0.0578063548737427,0.0461550143949442,0.0332756306594531,0.0194314742336411,0.0152386146139489,0.0151363903655974,0.0144173296156382,0.0125297421594866,0.0111416072108824,0.0125194383933937,0.1153875954019613,-0.0246785539187421,-0.0673517389042978,-0.0675074281729505,-0.0645161797589162,-0.0561420772796534,-0.0352406133187593,-0.0087078283351149,-0.0083513872402143,0,3,do_mean,tmmx,01474500
1b,NA,0.0741883885705657,0,0.0380071360284051,0.0741883885705657,0.0602390257382021,0.0659748509730525,0.0613405807578986,0.0608423664530816,0.0629097961494957,0.0656271867732074,0.0603549129962363,0.0620494374423504,0.0380071360284051,0.0242983519821079,0.0161898200818879,0.0138882632934131,0.0128699785552151,0.0124349516836425,0.0128827617199752,0.0119085012848986,0.0111653572278889,0.1475439207320921,0.0240854170140598,-0.0231943086254094,-0.0306485079683561,-0.0342258087468117,-0.0313786580740386,-0.0155776832485547,0.0102085779284445,0.0095290479440153,0,3,do_max,tmmx,01474500
1b,NA,0.1485913935558221,1,0.1421679858130791,0.0463424984358293,0.1485913935558221,0.1431996514136329,0.1059065687454659,0.0755467631095382,0.064420922547951,0.0542242234724002,0.0532465986092143,0.0460546146305011,0.0399190906930879,0.1421679858130791,0.138012060932578,0.0892407259206926,0.0521462377792376,0.0325471417016811,0.0240191239415888,0.0180788665696318,0.013709902048624,-0.3245404071248181,-0.6383294247838447,-0.6278894379714727,-0.5118919843763181,-0.3903126759479267,-0.3075397934749068,-0.2415110648816993,-0.1984140887247042,-0.1699541751241811,1,3,do_min,tmmx,01475530
1b,NA,0.1219307133817996,1,0.1211763806158031,0.0418581772375427,0.1219307133817996,0.1153159152248504,0.0926088636783724,0.0730480235002457,0.062519516002945,0.0573298973594929,0.0522710982086219,0.0487273805375573,0.0411227804262864,0.1211763806158031,0.1043615090485634,0.0657352317870604,0.0429694673145242,0.0272391846722445,0.0208711810518395,0.0152404902964993,0.0133881980824905,-0.2903288723805434,-0.5350876137278706,-0.5068689237955576,-0.4000552105001886,-0.3046701849446473,-0.2394015304493237,-0.1844561951708964,-0.1469241284787542,-0.1259159342472462,1,3,do_mean,tmmx,01475530
1b,NA,0.0727237698107008,2,0.0391002670701708,0.0482173215254277,0.065289155990946,0.0727237698107008,0.0703055097190152,0.0630105204578706,0.0619312919447941,0.0583086947747164,0.053613679643343,0.0494352404513247,0.0217948416958423,0.0391002670701708,0.0374599576704006,0.0295682485737851,0.0204154396569756,0.0191987111432822,0.0156374277974805,0.0111571280290962,0.0104092176670543,-0.0549075355744382,-0.2347946353046661,-0.2416842645015705,-0.1915991838720538,-0.1488751018196701,-0.1200813171335099,-0.0868743984365198,-0.0596672439590693,-0.0536690576591285,1,3,do_max,tmmx,01475530
1b,NA,0.089993633584353,2,0.096139957866688,0.0421067650858551,0.081422495232638,0.089993633584353,0.078190250264014,0.0713572559471233,0.0588226828408208,0.0495314407189148,0.0466118485234871,0.0478645908020263,0.0560952284946527,0.096139957866688,0.0941145271585583,0.0705616356443545,0.0509333034737152,0.0335803037350618,0.0224498427581794,0.0170187929242353,0.0134243960701602,-0.3772784103240285,-0.5148558531573162,-0.5256452054851806,-0.4581020128980684,-0.3742855707698359,-0.2893307557102571,-0.2269831834373292,-0.1776753709540914,-0.1417179060031208,1,3,do_min,tmmx,01475548
1b,NA,0.0754002592300087,2,0.0344461670601518,0.050456053751443,0.064082230799889,0.0754002592300087,0.0699128592769458,0.0626467371565837,0.0621182755669491,0.0559373183178901,0.0566506577334372,0.0554924302464154,0.0190732299116801,0.0326994069601253,0.0344461670601518,0.0273185308832582,0.0214642539728315,0.0185182543553646,0.012265713921995,0.0116655343236565,0.009934341800734,-0.1259397029637607,-0.2413054622343025,-0.2696704686176086,-0.2348024623858042,-0.1913689744480323,-0.1459629486944127,-0.1062962231454159,-0.0660159053136709,-0.0504188782201408,2,3,do_mean,tmmx,01475548
1b,NA,0.0550593062230756,5,0.0182169661322883,0.0540355910539657,0.049582655767369,0.0491449180656862,0.0474137038647846,0.0536341050040324,0.0550593062230756,0.0502367111227027,0.0529057071061283,0.052379191910625,0.0182169661322883,0.0135574370587212,0.0126473167124968,0.0103355246693192,0.0123561340619509,0.0110142469370291,0.0096532475230057,0.0089841586714388,0.0106804542564149,0.036417950032467,-0.0506359328253907,-0.0865247707393,-0.0771713549485383,-0.0651341421920298,-0.0446216441338885,-0.0225647584834162,0.0056381788861182,0.0068768425712249,0,3,do_max,tmmx,01475548
1b,0.7142576082688222,0.0770115739101951,0,0.2362631383180367,0.0770115739101951,0.0528679909418517,0.045276168893443,0.0403706098941178,0.038083682716197,0.0381707005205114,0.0378520707777817,0.0382988241172927,0.0392537897703113,0.2362631383180367,0.2123528251170042,0.1067075561302922,0.0525350880113029,0.0337345564619942,0.0259766923415121,0.0201247385235569,0.0191735973546788,0.0159258957277822,-0.7657291238515523,-0.7372872177195091,-0.5390198707433151,-0.3561929721367153,-0.2494390136007826,-0.1884696092252795,-0.1622485859118178,-0.149956123295435,-0.1351224505263928,0,3,do_min,tmmx,01480617
1b,0.5799791913619637,0.0665852328183695,0,0.2115772292308263,0.0665852328183695,0.0545664801976677,0.047335185728397,0.0417358056091704,0.0404688520958254,0.0411871655382704,0.0392274606678218,0.0407542985389683,0.0412073378405821,0.2115772292308263,0.1999667078633754,0.1034174803095298,0.0514426740705355,0.0337539994437576,0.0243616352717608,0.0198651909551876,0.0204030028557013,0.0183582590349037,-0.7455751113104097,-0.7255221203325251,-0.5371848914837812,-0.3607452791064521,-0.2579668579664874,-0.1999858080381285,-0.1749373540894804,-0.1636974475917102,-0.1492730711528493,0,3,do_mean,tmmx,01480617
1b,0.9451385371159226,0.0598794414315684,0,0.1565532130951284,0.0598794414315684,0.0548334464156942,0.0503400563403414,0.0414749800054887,0.0458684923919519,0.0463032863938079,0.0445578122462987,0.0443031498442731,0.0421264385731616,0.1565532130951284,0.1518799115915549,0.083058045629591,0.043562247273538,0.0325405589237098,0.023978790416077,0.0201088649203834,0.0207472710863828,0.0190927816940218,-0.6703314882021792,-0.6544540287527546,-0.4909853037200614,-0.3381710259232645,-0.2522748223030407,-0.2040427960504931,-0.1857200585583525,-0.1779350533852819,-0.1645395069573654,0,3,do_max,tmmx,01480617
1b,0.6905166054742352,0.0721378278377468,0,0.2318997397566416,0.0721378278377468,0.0534127350616717,0.0509387237050537,0.0423054347725658,0.0383021726627619,0.0403366540066414,0.0411593865173834,0.0388938158274457,0.0384159070792664,0.2318997397566416,0.2132394147428051,0.1060636771771781,0.0515085899926518,0.0353796847983132,0.026659899883858,0.02138949111746,0.0208291361213555,0.0162936194774278,-0.7656612652475079,-0.7288144281764477,-0.5223608279567183,-0.34286032766711533,-0.2431234975190232,-0.1853278627972605,-0.1610562396821417,-0.1508580504440638,-0.1309256000042028,0,3,do_min,tmmx,01480870
1b,0.5674622288594883,0.061609789855721,0,0.2001592665665764,0.061609789855721,0.0591801699017517,0.0498074790061137,0.0412029470444956,0.0398417943314162,0.0455581514853235,0.0401899584095345,0.0382063380914978,0.040707103238387,0.2001592665665764,0.1977666939664882,0.0999689380405157,0.0504368922466023,0.0342719585282424,0.0283395234193267,0.0225456528441257,0.0231322010142345,0.0189072330625447,-0.7324652503216584,-0.7119227621727513,-0.5199622820373031,-0.3473138291127543,-0.2514777637762383,-0.1974507955460822,-0.1746095338712184,-0.1650988995744771,-0.1459680711302252,0,3,do_mean,tmmx,01480870
1b,1.121512880444466,0.0588675075756136,1,0.1465697445279963,0.0515958800249359,0.0588675075756136,0.0533611684764716,0.0449048735835834,0.0481673119120519,0.048393011813668,0.044207793908149,0.0438455765054497,0.0434660540325074,0.1392348387256767,0.1465697445279963,0.0822992702286585,0.0445877336815312,0.0303420133400874,0.0253269426522601,0.0229668466781511,0.0215618940295665,0.0180820771654199,-0.6424208975601247,-0.6338419189543789,-0.4723274874711466,-0.3265348428939751,-0.2472467990344855,-0.2021272487995813,-0.1852957534565752,-0.1785862886203019,-0.1604251558887886,1,3,do_max,tmmx,01480870
1b,0.6496589748641979,0.0681436929630686,1,0.2144168651623232,0.0636596272587272,0.0681436929630686,0.0567722745819649,0.0460932777156166,0.0498662885462328,0.0469935259935598,0.0464207190978376,0.0463348146845547,0.049254426479387,0.2098729404245591,0.2144168651623232,0.1051231004212881,0.0491534478626543,0.0349123408891227,0.0267513843539727,0.020947678290679,0.0191782715851705,0.0181685518771297,-0.732130385859211,-0.7263470964206777,-0.5292417804513394,-0.3412060156806465,-0.2312972450504106,-0.1676283922614252,-0.1382404802325225,-0.1292133183706117,-0.1100909011810813,1,3,do_min,tmmx,01481000
1b,0.6240112058138821,0.0727190491037625,1,0.2026720813313541,0.0467929970239939,0.0727190491037625,0.0632542387783626,0.0503710958096486,0.0475026279228824,0.0469680486418639,0.0429516987495846,0.043725353428629,0.0431119361427111,0.1767184504275127,0.2026720813313541,0.107900143127775,0.0532157746059087,0.0338605193336729,0.0285079059369364,0.021747627249728,0.0210159087157508,0.0169334085465038,-0.6897918583866532,-0.7151145406417894,-0.5372520249732939,-0.3566122804757959,-0.2480228567898375,-0.1871721589091711,-0.1558241859642209,-0.1464874966856613,-0.1277926048216324,1,3,do_mean,tmmx,01481000
1b,0.9408437967832998,0.0715280703805378,1,0.1423215281657361,0.0460712530654413,0.0715280703805378,0.0587054619670659,0.0523805180428955,0.0510409006818022,0.0468407469446091,0.0472822884749692,0.0487043919791018,0.0485275484532267,0.1167866997922218,0.1423215281657361,0.0823663432360586,0.0443699713817618,0.0297299205822521,0.0228113248129397,0.0191453411076372,0.0192700472456893,0.0179640519441038,-0.5814569775234019,-0.6239294372253302,-0.4789313322743787,-0.3277239117446204,-0.236514202333547,-0.1856350399197367,-0.1575480852582936,-0.1530150694013012,-0.1362532253278407,1,3,do_max,tmmx,01481000
1b,0.5983209521871217,0.0784541943023997,0,0.2446669870954711,0.0784541943023997,0.0608078289761769,0.0495701127593026,0.0457516805553458,0.0406348744290727,0.0418040571409051,0.0390452213011637,0.0398642238349341,0.0406330924652699,0.2446669870954711,0.2270405746745641,0.1066633453864821,0.0546076447337699,0.0326206635963425,0.0245116099555528,0.0190822396816322,0.0170939966864537,0.0143832808203162,-0.7774831217932889,-0.7486833819030905,-0.5492854440193048,-0.3627727264533783,-0.2498098649297167,-0.1852023487509853,-0.1564693764560535,-0.1436335271017811,-0.1276906430743164,0,3,do_min,tmmx,01481500
1b,0.5249469431835311,0.0671722898143679,1,0.222628592185349,0.0654588214091863,0.0671722898143679,0.0571204270271403,0.0496948680475865,0.0430630687972626,0.0404044225559251,0.0398120854050981,0.0408526868345457,0.0422320882616401,0.2207887430367084,0.222628592185349,0.1162056825096212,0.0604996532489939,0.0352178216529365,0.0264623105860741,0.0210998481695007,0.0196440199926321,0.017584670464519,-0.7458423832094798,-0.7403366531198823,-0.5596096630478489,-0.3821383841433514,-0.272702445975155,-0.2073856011699955,-0.1765086828351306,-0.1628903514078774,-0.14424720930110221,1,3,do_mean,tmmx,01481500
1b,0.6284815287751542,0.0674295462035781,1,0.1910120459117306,0.0553720869472833,0.0674295462035781,0.0589943859105446,0.056800335588322,0.0507226041848329,0.0458603910576669,0.0474560427111498,0.0508214537730926,0.0496063968055523,0.1787885990237027,0.1910120459117306,0.1098897464761975,0.0611917047536673,0.0418464347030066,0.0282907943193445,0.0268191028899807,0.0231904899377832,0.0211062407573969,-0.6774298643091241,-0.6955486062547275,-0.5476312375561548,-0.3930608210078606,-0.2949254289567818,-0.2328774483307421,-0.2016250701455946,-0.1887015722676914,-0.1675211593151872,1,3,do_max,tmmx,01481500
1c,NA,0.0969539784515191,0,0.0962429702846057,0.0969539784515191,0.0419716846455563,0.0439566719467845,0.0519076129689441,0.0467424683095941,0.0471057249494121,0.0464476417490424,0.0461381825462325,0.0460522724936771,0.0962429702846057,0.0405103074151335,0.0272129088546941,0.0257866283801848,0.0224694271939292,0.0211923638216422,0.0209125596441934,0.0180561472494689,0.0206348089269217,0.3874052507605345,0.2300856037311724,0.1552642135739357,0.122190297881749,0.0986434765652139,0.1045601679860166,0.0873243273383674,0.0757909478293564,0.0841578286722038,0,0,do_min,tmmx,01466500
1c,NA,0.0811385193844368,0,0.0686393901660842,0.0811385193844368,0.056068479340192,0.0537550421320952,0.0497491567774722,0.0503761196525004,0.0481753648850463,0.0516052892660096,0.051690830104778,0.0483613695201497,0.0686393901660842,0.0440152423056008,0.0350201397510146,0.0282344590849663,0.025813272392912,0.0238027709973036,0.0287290999317048,0.0249865394061822,0.0235579610656836,0.263113108743556,0.2048423418582033,0.1374661052276261,0.0820616684255184,0.0696549329931876,0.07529376650813,0.0680641407769746,0.0534354057941271,0.0622599496803202,0,0,do_mean,tmmx,01466500
1c,NA,0.0577107739589094,0,0.0366246763742334,0.0577107739589094,0.0531870280756449,0.0556123582887268,0.0431321569150311,0.0486101601049225,0.0519293010820863,0.0477234638598161,0.0466172901638841,0.0490969573981611,0.0366246763742334,0.032100930490969,0.0259489084548301,0.0203677426282844,0.0177586259887072,0.01856144830792,0.0173203477620192,0.0166227821506349,0.0188304968254791,-0.0824396498739423,-0.0885511978912636,-0.0535966601737045,-0.0309586967779111,0.0020934882681437,0.0179415605430465,0.0305590106146596,0.0360938301389652,0.0452272364836893,0,0,do_max,tmmx,01466500
1c,0.9737426149999908,0.0629378956129571,8,0.0782733651142738,0.0273918379841112,0.0348214054304908,0.043325512300107,0.0521785712142199,0.0564016472512288,0.0579398022545353,0.0599374631588761,0.0593255907431041,0.0629378956129571,0.0711282198309222,0.0782733651142738,0.0641067945492748,0.0521601776635219,0.0437598016630731,0.0337723289003136,0.0296710879668898,0.0276852162139736,0.024038275954728,-0.3395257859314845,-0.3419881939951801,-0.3374595129536793,-0.3256159036756849,-0.2948740269339686,-0.2531559450304425,-0.2248079392617618,-0.2012333039827625,-0.1747229463377045,1,0,do_min,tmmx,01472104
1c,1.0577564912858308,0.0616404366024433,8,0.0766668375971331,0.030289875263756202,0.0445207560962249,0.049586491218894,0.0516369029444107,0.0534625580665056,0.0543976221706555,0.0610723999461557,0.0592421400768686,0.0616404366024433,0.0622289722670241,0.0766668375971331,0.068012768683357,0.053549413364495,0.0446682361929118,0.0348299053563089,0.0299711032697736,0.0272461952446088,0.0240195861162458,-0.3273815302054498,-0.3644151960144821,-0.3653216779487135,-0.3467851595783913,-0.3110111335217751,-0.2683429262960226,-0.2378519516621977,-0.2112794482927216,-0.1829820640013904,1,0,do_mean,tmmx,01472104
1c,1.9892072385626156,0.0715113161644796,5,0.0610345103882805,0.0340475681551358,0.0493673632970427,0.0647099387803632,0.0701219559633633,0.0685917407491804,0.0715113161644796,0.067705784840647,0.0637520647373367,0.0646876473935601,0.043612525295726,0.0586622561270336,0.0610345103882805,0.0559913341920096,0.0477786514131255,0.0406986838731175,0.0342770137784614,0.0293851531506826,0.0240270823721336,-0.1720402142987185,-0.2492575158210493,-0.3065458369639975,-0.3270448720805934,-0.3056361468334345,-0.2711293405795996,-0.2389455882697136,-0.2076801094181522,-0.1805789680637723,2,0,do_max,tmmx,01472104
1c,NA,0.0547367505754453,8,0.0766549717921467,0.0303794112867008,0.0373768265233145,0.045741621806214,0.0437980986229228,0.0464839507462879,0.045854676507066,0.0516745225350491,0.0525429944380068,0.0547367505754453,0.0691681110525994,0.0766549717921467,0.0703842809730116,0.0528834785420709,0.0406953413706472,0.0317293261151791,0.0278827906813258,0.024820124979466,0.0221747095263771,-0.3514887590191816,-0.3650180197704479,-0.3594578471197983,-0.3374007838249602,-0.307541138927308,-0.266109961856625,-0.2328034639860887,-0.2053063456008482,-0.1773713363618638,1,0,do_min,tmmx,01472119
1c,NA,0.0552517859347066,6,0.0759233039557016,0.027079839611758,0.0418826435967146,0.0531834587403193,0.0517244373996356,0.0514558585601463,0.0501962639341659,0.0552517859347066,0.0530839701805932,0.054002228776454,0.0606365285017807,0.0759233039557016,0.0744431341851,0.0610917275797484,0.0483954270716302,0.0374484141622259,0.0333259739687565,0.0296214269311945,0.0249129413583642,-0.3294537645208297,-0.3775399341184658,-0.3768260375685537,-0.3504985660390473,-0.3185074273636694,-0.2780703542468414,-0.2440801183464962,-0.2163474451013562,-0.1902764572359369,1,0,do_mean,tmmx,01472119
1c,NA,0.0700129573225474,2,0.0657978572243497,0.0371834586911269,0.0509484923201341,0.0700129573225474,0.0699081614444854,0.0680877316401154,0.0654959715323949,0.0619932540899062,0.0584691523671644,0.0638385962769803,0.043277394991941,0.0574533041494676,0.0657978572243497,0.0627317238184505,0.0556512655003227,0.0404510754113561,0.0344836830693028,0.0321368708259325,0.0278745194912176,-0.1552744349508788,-0.2631374852745633,-0.3351455813713605,-0.3547582632705837,-0.3400348455939688,-0.3085698010473842,-0.2711253126199339,-0.238362969206496,-0.2135722008602842,2,0,do_max,tmmx,01472119
1c,NA,0.0467975110487593,0,0.0576240694594006,0.0467975110487593,0.0357855307051672,0.0164872817802973,0.0238838014551851,0.028679339267326,0.0333982179448404,0.0358099306904448,0.0330142470082556,0.0367858598901425,0.0576240694594006,0.0477876108051028,0.0387665070009188,0.0304650156379826,0.0291154663545481,0.0249728771502446,0.0276744785500257,0.0299953114751862,0.0316650840639239,-0.1532055164374157,-0.1096366314756931,-0.045748465663358,0.0037172061200359,0.0334887546754175,0.0552622306916932,0.0676450064926292,0.073526145497912,0.0761762328770301,0,0,do_min,tmmx,01473499
1c,NA,0.0688918631281229,8,0.0492560014156817,0.0400192596422885,0.0316858736343004,0.0458727653733505,0.0543599305095556,0.0576241210821073,0.0634456349974552,0.0650856095230532,0.0660676377865985,0.0688918631281229,0.0492560014156817,0.0422294172661912,0.0329251800925725,0.0321372723122576,0.0295059517348616,0.0286811465357421,0.0303187570748919,0.0336128311878849,0.033532192689734,-0.114714762587735,-0.0764693728500956,-0.0204800517855965,0.0226349251258618,0.0480881278258985,0.0664379572174497,0.0758645745146028,0.080499472441773,0.0831109731549546,0,0,do_mean,tmmx,01473499
1c,NA,0.0485228471853431,0,0.0670377991389725,0.0485228471853431,0.032997417106046,-0.0517314059120834,-0.0510218111411416,-0.0546361426019195,-0.0495493868184762,-0.0490342481906363,-0.0494650309221617,-0.0458996006902253,0.0670377991389725,0.0530293035596132,0.0510629057334938,0.0359327500568081,0.030157096389426,0.0284299492912154,0.0288581891847843,0.0254857803157337,0.0254559294719891,-0.1008997634187426,-0.0605184728987801,-0.0057136098956148,0.0344938651893469,0.0572709189009179,0.0736658602964517,0.0816157146556264,0.0852659523730769,0.0878900356588146,0,0,do_max,tmmx,01473499
1c,1.922656843704262,0.0742852412218138,8,0.1216551185562694,0.0521463937738668,0.0549359224496175,0.0644296854449061,0.0616002588153038,0.0587724630082146,0.0621632288678254,0.0628473139988772,0.0672449797664446,0.0742852412218138,0.1189691011431232,0.1216551185562694,0.0942751934407815,0.0729214864740077,0.0558221819527488,0.0464490090975552,0.0402990066573623,0.0352995630017117,0.0332173440254259,0.0583238580402648,0.1037813912151694,0.1451956112018951,0.1718941678444234,0.1923067981904251,0.2064243704116563,0.2126886141035139,0.2143939552521215,0.2130763620085473,1,0,do_min,tmmx,01473500
1c,2.0822015117272694,0.0695145388611179,3,0.1087730581105939,0.0413665981639585,0.0495099069710447,0.0641118527026708,0.0695145388611179,0.061726449541469,0.0622114962733647,0.06165927807889,0.0616620594344013,0.0659221077773102,0.1003939762131521,0.1087730581105939,0.0931923607299405,0.0747062005289792,0.0585769058637915,0.0512158657100768,0.0460530785921291,0.0380596786449228,0.0361121024761645,0.0951783204776532,0.1303855394512205,0.1684431889943387,0.1939569765323113,0.2112178752085063,0.2212702603381028,0.2245233445979805,0.2252425112872009,0.2241680416300085,1,0,do_mean,tmmx,01473500
1c,2.421006364006314,0.0695926670114858,3,0.088033119289675,0.0303866488699846,0.0487065566025713,0.0669730169080322,0.0695926670114858,0.0668151597496218,0.0593137061604471,0.0564804446084081,0.0588480719211611,0.0632812385518273,0.0694587434565594,0.088033119289675,0.0875895775171177,0.0757853130901664,0.0621745319317465,0.0519468692438292,0.0444974108683817,0.0372962655119081,0.0362997265569746,0.1462477053003718,0.1709841785837624,0.1915895488933683,0.2045902349995767,0.2172023770330589,0.2250435183163894,0.2284131044136374,0.2303263080135615,0.2283803380519259,1,0,do_max,tmmx,01473500
1c,NA,0.1890993566868589,0,0.2045872093871227,0.1890993566868589,0.0674025144547317,0.0531645670218594,0.0507031457371441,0.0511534707068545,0.0526271640137007,0.0530904616148395,0.0543941568472844,0.0528303668230154,0.2045872093871227,0.0829454362992619,0.0492756361993463,0.0261631492760738,0.0163906121859765,0.014911808533508,0.013488014305218,0.0133954879835406,0.0130236745548572,-0.6402907777373839,-0.4005335286449077,-0.2919450854476998,-0.1927398086750227,-0.1387585571452121,-0.0961163756422085,-0.0821038180825185,-0.0809319176094381,-0.0627631857811836,0,0,do_min,tmmx,01473675
1c,NA,0.2109992145612484,0,0.2305127206430832,0.2109992145612484,0.0637544127978939,0.0487051658756426,0.0404710595265488,0.0442184008294661,0.0438720321629062,0.0433105001070162,0.0431119263184111,0.0430942500026432,0.2305127206430832,0.0832679188797291,0.0474404925732356,0.0224274845415551,0.0164920187434573,0.013273237411474,0.0123725717950837,0.0117838130776639,0.0088275700958535,-0.7403490800027658,-0.4556550203844625,-0.3300669213419314,-0.2178382943716882,-0.1643326844698626,-0.1197582064152557,-0.1068404622637022,-0.103246970973336,-0.0828499124823946,0,0,do_mean,tmmx,01473675
1c,NA,0.2242880710037435,0,0.2249729635900348,0.2242880710037435,0.069124535702114,0.0477759808908906,0.0404154132853668,0.0431786646256218,0.0399180489349312,0.0446498622530942,0.037886445054938,0.0441387496089459,0.2249729635900348,0.0698094282884049,0.0345698939791041,0.0171933708283607,0.0138648529000129,0.01407917265728,0.013696112262925,0.0106950891074128,0.0098222954103074,-0.7288121119886025,-0.3853140733138842,-0.256541693190293,-0.1564485053872038,-0.1177901695612565,-0.0826624096073109,-0.0810238887447749,-0.0817777446399539,-0.0561131044479246,0,0,do_max,tmmx,01473675
1c,NA,0.0892166657922552,8,0.0697466233234812,0.0381658794926659,0.0415121621887545,0.0621716768167071,0.072910151078995,0.0739984429831848,0.0735631499373664,0.077674179989582,0.0841618067094829,0.0892166657922552,0.0661395454501667,0.0697466233234812,0.0548294385448956,0.043063945617414,0.0364462858191044,0.0351475432303123,0.0341091209513751,0.0353691117887901,0.0342891509915593,-0.0295433479419911,0.0308894287983295,0.0970367804329888,0.1450603659681844,0.1791791072402158,0.2056164628401498,0.2237071486426841,0.2368055663990265,0.2461940786010169,1,0,do_min,tmmx,01473780
1c,NA,0.0900527800184804,8,0.0692891861432936,0.0332588889566112,0.0427534396714634,0.0575005548564434,0.0660442602106544,0.0700155334302979,0.0728482336248726,0.0768071951243462,0.0865280896150048,0.0900527800184804,0.0593992813558758,0.0692891861432936,0.0569644543030422,0.0475520210837622,0.0396031341642086,0.0358946602656415,0.035920798967907,0.0357819830895473,0.0378736437989063,0.0091197316791077,0.0512149535574924,0.1053342629989552,0.148326025552653,0.1801895134805641,0.204241854336637,0.2226972089248163,0.2369276927850164,0.2460110242194564,1,0,do_mean,tmmx,01473780
1c,NA,0.0840925470042271,7,0.0653692516595134,0.028530544660976,0.0427164210496752,0.0615970109766706,0.0655640513199459,0.0661654686790041,0.0685728655242412,0.0733795437127039,0.0840925470042271,0.0830105283939711,0.0507476283630654,0.0653692516595134,0.0614865179631464,0.0512922281539964,0.0435546755807889,0.0399247593709435,0.0387883343891219,0.0424976583122531,0.0398516650775429,0.0719897431094769,0.102371317616152,0.1378439870444389,0.1673979846120411,0.1931187820258187,0.2131125738450266,0.2301702998806115,0.2443964550448701,0.2523983075915041,1,0,do_max,tmmx,01473780
1c,NA,0.1606778831629838,0,0.2593914832824321,0.1606778831629838,0.0830003160275014,0.0537127153565982,0.0380841432253373,0.0340509886891187,0.0272383636825058,0.027841007261942,0.0274497579147739,0.0245933435663264,0.2593914832824321,0.1817780611408971,0.0905839837255348,0.048151071986924,0.0326135867675131,0.0265968221964257,0.0212976860306869,0.020649269757291,0.0182357722539559,-0.3657494345835076,-0.3203162786885235,-0.2260836013115477,-0.1648346977844239,-0.1080437558585996,-0.0778147788630084,-0.0696247653292474,-0.0557608457727248,-0.048930739163476,0,0,do_min,tmmx,01474500
1c,NA,0.0887811439348018,0,0.1453203510100028,0.0887811439348018,0.0642310711172946,0.0569373297292728,0.0477452092640132,0.0493160704666067,0.0487021162005387,0.048066543016753,0.0476872328916296,0.0471192291262284,0.1453203510100028,0.1198930014286676,0.071804104111921,0.0418366194218809,0.0320227817630949,0.0245151222204842,0.0193385320503862,0.0185243187514519,0.0188103678502637,-0.4803244561325384,-0.4031585370779966,-0.2858994400804218,-0.200897815153256,-0.1362141596880127,-0.0954824435213807,-0.076062080139374,-0.0637521966814966,-0.0554587385025474,0,0,do_mean,tmmx,01474500
1c,NA,0.1092219579522402,0,0.1905853067962838,0.1092219579522402,0.0433849969876489,0.0407003665708686,0.0414369884879368,0.0415322239293984,0.0387322487211326,0.034085049421533,0.0438480246075772,0.047965478924927,0.1905853067962838,0.1247483458316919,0.0654983997473737,0.0374820500124889,0.0250946246600504,0.0173195364654231,0.0141685191796244,0.0163028501963249,0.0177674653598239,-0.5458308080306905,-0.4604150444078145,-0.3286571393945111,-0.2154812479167089,-0.1608362627372507,-0.1166449910150958,-0.0888204509540629,-0.0856594102453556,-0.0740105707176441,0,0,do_max,tmmx,01474500
