site_id,rmse,nse,rmse_top10,rmse_bot10,rmse_logged,mean_bias,mean_bias_top10,mean_bias_bot10,nse_top10,nse_bot10,nse_logged,kge,variable,partition,nstates,rep_id,nepochs,model_id
01480617,0.429137,0.930001,0.440814,0.645413,0.044484,-0.018272,-0.017089,0.595056,0.119207,-5.897621,0.921042,0.93907,do_mean,val,10,0,100,0_baseline_LSTM
01480870,0.480985,0.91385,0.583068,0.639616,0.049342,-0.039334,-0.46672400000000003,0.615272,-0.525974,-15.125123,0.908138,0.839418,do_mean,val,10,0,100,0_baseline_LSTM
01481000,0.563023,0.893898,0.811591,0.659163,0.056611,-0.11802700000000001,-0.556905,0.610065,-0.95014,-7.129961,0.888479,0.880757,do_mean,val,10,0,100,0_baseline_LSTM
01481500,0.488214,0.94503,0.785073,0.4665,0.045026,-0.16161,-0.672281,0.412764,-1.114829,-4.343361,0.944661,0.938938,do_mean,val,10,0,100,0_baseline_LSTM
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,0,100,0_baseline_LSTM
01472104,1.705653,0.451104,3.953771,2.0014,0.144528,-0.016188,-3.610672,1.961972,-3.170904,-16.539606,0.442192,0.433432,do_max,val,10,0,100,0_baseline_LSTM
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,0,100,0_baseline_LSTM
014721254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,0,100,0_baseline_LSTM
014721259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,0,100,0_baseline_LSTM
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,0,100,0_baseline_LSTM
01473500,1.507459,0.600367,2.444234,1.932519,0.142624,0.724521,-1.314204,1.898065,-2.594797,-36.530984,0.579804,0.75727,do_max,val,10,0,100,0_baseline_LSTM
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,0,100,0_baseline_LSTM
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,0,100,0_baseline_LSTM
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,0,100,0_baseline_LSTM
01475530,10.278001,-35.051763,13.84803,8.047198,2.915639,-10.13976,-13.838527,-8.040887,-739.773723,-744.077967,-367.654577,-0.509036,do_max,val,10,0,100,0_baseline_LSTM
01475548,9.723088,-13.675867,14.664638,5.731542,2.320209,-9.391477,-14.628815,-5.712259,-203.365188,-160.870167,-93.258366,-0.447477,do_max,val,10,0,100,0_baseline_LSTM
01480617,0.730585,0.838543,1.131363,1.139357,0.065704,0.13005,-0.79612,1.117895,-4.201738,-30.678443,0.829227,0.805268,do_max,val,10,0,100,0_baseline_LSTM
01480870,1.25562,0.658732,2.835222,1.331126,0.102598,-0.287301,-2.55311,1.304385,-12.265078,-22.395325,0.684094,0.597985,do_max,val,10,0,100,0_baseline_LSTM
01481000,0.890138,0.763984,1.531169,1.237818,0.080529,0.046235,-1.145849,1.186977,-3.312474,-12.491104,0.754857,0.771956,do_max,val,10,0,100,0_baseline_LSTM
01481500,0.584139,0.913763,0.787657,0.616812,0.051141,-0.186249,-0.623445,0.581712,-1.4857,-12.458078,0.912779,0.899054,do_max,val,10,0,100,0_baseline_LSTM
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val_times,10,0,100,0_baseline_LSTM
01472104,0.847572,0.666867,0.726077,1.607595,0.124587,0.356707,0.26241,1.57588,-0.311884,-23.929483,0.589725,0.765311,do_min,val_times,10,0,100,0_baseline_LSTM
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val_times,10,0,100,0_baseline_LSTM
014721254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val_times,10,0,100,0_baseline_LSTM
014721259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val_times,10,0,100,0_baseline_LSTM
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val_times,10,0,100,0_baseline_LSTM
01473500,1.189018,0.703013,0.838069,2.037399,0.150157,0.799498,0.553319,1.942158,-0.371346,-15.305831,0.657318,0.875682,do_min,val_times,10,0,100,0_baseline_LSTM
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val_times,10,0,100,0_baseline_LSTM
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val_times,10,0,100,0_baseline_LSTM
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val_times,10,0,100,0_baseline_LSTM
01475530,7.774088,-38.135342,10.464429,6.064913,2.679514,-7.656325,-10.446994,-6.059718,-545.546707,-760.808175,-365.488257,-0.98226,do_min,val_times,10,0,100,0_baseline_LSTM
01475548,6.93628,-8.46286,10.550531,3.052668,2.034751,-6.575378,-10.531663,-2.978786,-302.579329,-18.289571,-39.129704,-0.369813,do_min,val_times,10,0,100,0_baseline_LSTM
01480617,0.574431,0.867753,0.478588,0.611237,0.066019,-0.177343,-0.140841,0.490777,0.102168,-1.683318,0.846516,0.936821,do_min,val_times,10,0,100,0_baseline_LSTM
01480870,0.488603,0.89577,0.407057,0.611394,0.057468,0.009392,-0.215063,0.548212,0.302193,-10.36563,0.882296,0.926189,do_min,val_times,10,0,100,0_baseline_LSTM
01481000,0.564424,0.895366,0.693783,0.672484,0.064832,-0.116465,-0.453341,0.592067,-0.309515,-5.377957,0.880444,0.916092,do_min,val_times,10,0,100,0_baseline_LSTM
01481500,0.584595,0.925884,0.983285,0.570668,0.059203,-0.219264,-0.873493,0.461569,-1.674,-2.469106,0.919041,0.942089,do_min,val_times,10,0,100,0_baseline_LSTM
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val_times,10,0,100,0_baseline_LSTM
01472104,0.894811,0.704465,1.895869,1.140169,0.091862,0.064152,-1.507431,1.089774,-1.346696,-10.696545,0.702058,0.706502,do_mean,val_times,10,0,100,0_baseline_LSTM
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val_times,10,0,100,0_baseline_LSTM
014721254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val_times,10,0,100,0_baseline_LSTM
014721259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val_times,10,0,100,0_baseline_LSTM
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val_times,10,0,100,0_baseline_LSTM
01473500,1.120193,0.720038,1.080032,1.617917,0.120732,0.751169,0.140865,1.558812,-0.630843,-19.76457,0.702671,0.887552,do_mean,val_times,10,0,100,0_baseline_LSTM
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val_times,10,0,100,0_baseline_LSTM
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val_times,10,0,100,0_baseline_LSTM
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val_times,10,0,100,0_baseline_LSTM
01475530,8.944339,-44.439655,11.625706,7.302916,3.129602,-8.841579,-11.615231,-7.300465,-1194.746192,-2943.983162,-550.067555,-0.673282,do_mean,val_times,10,0,100,0_baseline_LSTM
01475548,8.205741,-13.968318,11.688672,4.799888,2.248061,-7.936971,-11.677047,-4.763636,-530.629773,-72.864255,-85.107916,-0.400037,do_mean,val_times,10,0,100,0_baseline_LSTM
01480617,0.429137,0.930001,0.440814,0.645413,0.044484,-0.018272,-0.017089,0.595056,0.119207,-5.897621,0.921042,0.93907,do_mean,val_times,10,0,100,0_baseline_LSTM
01480870,0.480985,0.91385,0.583068,0.639616,0.049342,-0.039334,-0.46672400000000003,0.615272,-0.525974,-15.125123,0.908138,0.839418,do_mean,val_times,10,0,100,0_baseline_LSTM
01481000,0.563023,0.893898,0.811591,0.659163,0.056611,-0.11802700000000001,-0.556905,0.610065,-0.95014,-7.129961,0.888479,0.880757,do_mean,val_times,10,0,100,0_baseline_LSTM
01481500,0.488214,0.94503,0.785073,0.4665,0.045026,-0.16161,-0.672281,0.412764,-1.114829,-4.343361,0.944661,0.938938,do_mean,val_times,10,0,100,0_baseline_LSTM
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val_times,10,0,100,0_baseline_LSTM
01472104,1.705653,0.451104,3.953771,2.0014,0.144528,-0.016188,-3.610672,1.961972,-3.170904,-16.539606,0.442192,0.433432,do_max,val_times,10,0,100,0_baseline_LSTM
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val_times,10,0,100,0_baseline_LSTM
014721254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val_times,10,0,100,0_baseline_LSTM
014721259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val_times,10,0,100,0_baseline_LSTM
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val_times,10,0,100,0_baseline_LSTM
01473500,1.37836,0.628068,1.556935,1.930278,0.136143,0.847893,-0.791411,1.892782,-1.498631,-29.472611,0.596046,0.802674,do_max,val_times,10,0,100,0_baseline_LSTM
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val_times,10,0,100,0_baseline_LSTM
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val_times,10,0,100,0_baseline_LSTM
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val_times,10,0,100,0_baseline_LSTM
01475530,10.279733,-34.931549,13.84803,8.047198,2.916359,-10.141012,-13.838527,-8.040887,-739.773723,-744.077967,-366.462418,-0.50883,do_max,val_times,10,0,100,0_baseline_LSTM
01475548,9.733379,-13.738063,14.664638,5.711079,2.321345,-9.402866,-14.628815,-5.691834,-203.365188,-162.209606,-93.693585,-0.447264,do_max,val_times,10,0,100,0_baseline_LSTM
01480617,0.730585,0.838543,1.131363,1.139357,0.065704,0.13005,-0.79612,1.117895,-4.201738,-30.678443,0.829227,0.805268,do_max,val_times,10,0,100,0_baseline_LSTM
01480870,1.25562,0.658732,2.835222,1.331126,0.102598,-0.287301,-2.55311,1.304385,-12.265078,-22.395325,0.684094,0.597985,do_max,val_times,10,0,100,0_baseline_LSTM
01481000,0.890138,0.763984,1.531169,1.237818,0.080529,0.046235,-1.145849,1.186977,-3.312474,-12.491104,0.754857,0.771956,do_max,val_times,10,0,100,0_baseline_LSTM
01481500,0.584139,0.913763,0.787657,0.616812,0.051141,-0.186249,-0.623445,0.581712,-1.4857,-12.458078,0.912779,0.899054,do_max,val_times,10,0,100,0_baseline_LSTM
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,train,10,1,100,0_baseline_LSTM
01472104,0.915647,0.696545,1.189038,1.630401,0.132588,-0.04038,-0.639648,1.514368,-1.493411,-6.66364,0.607502,0.758196,do_min,train,10,1,100,0_baseline_LSTM
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,train,10,1,100,0_baseline_LSTM
014721254,0.461138,0.911547,0.262713,0.909612,0.066954,0.217007,0.002713,0.901119,0.930522,-54.74026,0.877441,0.898628,do_min,train,10,1,100,0_baseline_LSTM
014721259,0.636874,0.715833,0.62979,1.197266,0.072081,0.036487,-0.510512,0.873351,0.234074,-18.426834,0.684788,0.805132,do_min,train,10,1,100,0_baseline_LSTM
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,train,10,1,100,0_baseline_LSTM
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,train,10,1,100,0_baseline_LSTM
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,train,10,1,100,0_baseline_LSTM
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,train,10,1,100,0_baseline_LSTM
01480617,0.719439,0.842458,0.799728,0.795164,0.079126,-0.09423,-0.491894,0.627656,0.225028,-2.181872,0.819528,0.921298,do_min,train,10,1,100,0_baseline_LSTM
01480870,0.669439,0.829983,0.605773,0.933041,0.080117,-0.092071,-0.379496,0.81696,0.092536,-6.360226,0.800598,0.887553,do_min,train,10,1,100,0_baseline_LSTM
01481000,0.591475,0.889933,0.629165,0.756279,0.06888,-0.14243,-0.404691,0.659118,-0.327531,-3.993918,0.872673,0.929921,do_min,train,10,1,100,0_baseline_LSTM
01481500,0.542754,0.941906,0.706435,0.58029,0.053576,-0.077573,-0.526017,0.363056,-0.74467,-2.989079,0.938907,0.970489,do_min,train,10,1,100,0_baseline_LSTM
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,train,10,1,100,0_baseline_LSTM
01472104,1.010156,0.657235,1.472729,0.935233,0.110049,-0.367958,-0.931624,0.813994,-0.943786,-5.14577,0.618929,0.776088,do_mean,train,10,1,100,0_baseline_LSTM
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,train,10,1,100,0_baseline_LSTM
014721254,0.439625,0.914928,0.407474,0.427958,0.054362,-0.210755,-0.350038,0.405015,0.809985,-8.588893,0.900949,0.901405,do_mean,train,10,1,100,0_baseline_LSTM
014721259,0.647308,0.700221,0.992205,0.877018,0.067977,-0.25927,-0.938575,0.571969,-1.218266,-7.369531,0.682283,0.765228,do_mean,train,10,1,100,0_baseline_LSTM
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,train,10,1,100,0_baseline_LSTM
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,train,10,1,100,0_baseline_LSTM
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,train,10,1,100,0_baseline_LSTM
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,train,10,1,100,0_baseline_LSTM
01480617,0.549248,0.910164,0.783845,0.577113,0.052013,0.012591,-0.541854,0.519151,0.223782,-4.444313,0.906167,0.942133,do_mean,train,10,1,100,0_baseline_LSTM
01480870,0.523789,0.888166,0.551354,0.697651,0.054419,-0.032914,-0.324232,0.580225,-0.098612,-7.363753,0.874467,0.921184,do_mean,train,10,1,100,0_baseline_LSTM
01481000,0.569971,0.887188,0.686811,0.567202,0.058563,-0.124224,-0.317478,0.427227,-0.269768,-2.514088,0.876797,0.944226,do_mean,train,10,1,100,0_baseline_LSTM
01481500,0.477797,0.95147,0.618409,0.283459,0.042203,-0.021822,-0.412024,0.19158,-0.692021,-0.734967,0.954936,0.960921,do_mean,train,10,1,100,0_baseline_LSTM
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,train,10,1,100,0_baseline_LSTM
01472104,1.853389,0.387606,3.968373,1.410023,0.163377,-0.541664,-3.413114,1.348023,-6.574827,-12.620217,0.382634,0.518785,do_max,train,10,1,100,0_baseline_LSTM
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,train,10,1,100,0_baseline_LSTM
014721254,0.48488,0.895415,0.31764,0.768029,0.055479,-0.019444,-0.252223,0.736664,0.839381,-14.678004,0.877024,0.836573,do_max,train,10,1,100,0_baseline_LSTM
014721259,0.65662,0.705434,1.024777,1.236849,0.066279,0.11687,-0.972163,1.158262,-2.177858,-23.24937,0.682269,0.610434,do_max,train,10,1,100,0_baseline_LSTM
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,train,10,1,100,0_baseline_LSTM
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,train,10,1,100,0_baseline_LSTM
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,train,10,1,100,0_baseline_LSTM
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,train,10,1,100,0_baseline_LSTM
01480617,0.942599,0.794722,1.722642,0.985297,0.077998,-0.046949,-1.513314,0.915837,-2.952503,-9.394014,0.792769,0.780586,do_max,train,10,1,100,0_baseline_LSTM
01480870,1.023126,0.655848,1.822904,1.028432,0.088443,-0.207027,-1.383013,0.92443,-2.71197,-7.633608,0.647711,0.751129,do_max,train,10,1,100,0_baseline_LSTM
01481000,0.907549,0.708881,1.242089,0.947325,0.082475,0.010527,-0.603601,0.877916,-1.087281,-7.789229,0.699482,0.845774,do_max,train,10,1,100,0_baseline_LSTM
01481500,0.544545,0.929412,0.595482,0.531941,0.045239,0.117404,-0.31184,0.492464,-0.460737,-5.911089,0.935573,0.957933,do_max,train,10,1,100,0_baseline_LSTM
