site_id,rmse,nse,rmse_top10,rmse_bot10,rmse_logged,mean_bias,mean_bias_top10,mean_bias_bot10,nse_top10,nse_bot10,nse_logged,kge,variable,partition,nstates,rep_id,nepochs,model_id
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depth,val_times,10,3,100,1_metab_multitask
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depth,val_times,10,3,100,1_metab_multitask
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depth,val_times,10,3,100,1_metab_multitask
01475530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depth,val_times,10,3,100,1_metab_multitask
01475548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depth,val_times,10,3,100,1_metab_multitask
01480617,0.191627,-1.839692,0.115069,0.27727,0.433688,0.153075,-0.081637,0.276504,-0.847783,-640.076272,-1.928889,-0.388425,depth,val_times,10,3,100,1_metab_multitask
01480870,0.357329,-4.242786,0.177124,0.395787,0.576437,0.311889,0.095643,0.365055,-0.525497,-1557.109543,-3.371155,0.118728,depth,val_times,10,3,100,1_metab_multitask
01481000,0.331482,-0.678888,0.346446,0.436529,0.43075,0.219698,-0.275728,0.424325,-1.402359,-554.518831,-0.910105,0.001896,depth,val_times,10,3,100,1_metab_multitask
01481500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depth,val_times,10,3,100,1_metab_multitask
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,val_times,10,3,100,1_metab_multitask
01472104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,val_times,10,3,100,1_metab_multitask
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,val_times,10,3,100,1_metab_multitask
014721254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,val_times,10,3,100,1_metab_multitask
014721259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,val_times,10,3,100,1_metab_multitask
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,val_times,10,3,100,1_metab_multitask
01473500,3.510721,0.76191,6.684757,2.874257,0.202803,-0.005887,-6.611259,2.779639,-45.656139,-8.777972,0.790582,0.610562,temp.water,val_times,10,3,100,1_metab_multitask
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,val_times,10,3,100,1_metab_multitask
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,val_times,10,3,100,1_metab_multitask
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,val_times,10,3,100,1_metab_multitask
01475530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,val_times,10,3,100,1_metab_multitask
01475548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,val_times,10,3,100,1_metab_multitask
01480617,1.511557,0.930536,2.875118,2.611803,0.128965,-0.06036,-2.774437,2.48762,-11.284733,-6.469247,0.892731,0.817334,temp.water,val_times,10,3,100,1_metab_multitask
01480870,1.505819,0.931651,3.021251,1.048392,0.105524,-0.847091,-2.919133,0.720175,-13.906916,0.058662,0.928241,0.902057,temp.water,val_times,10,3,100,1_metab_multitask
01481000,2.27039,0.880439,5.159268,1.890029,0.144899,-0.904574,-5.091418,1.696614,-22.897076,-2.703799,0.900154,0.747651,temp.water,val_times,10,3,100,1_metab_multitask
01481500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,val_times,10,3,100,1_metab_multitask
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,train,10,4,100,1_metab_multitask
01472104,0.913709,0.697828,1.187466,1.620164,0.133294,-0.11601,-0.622568,1.504124,-1.486824,-6.567709,0.603315,0.753108,do_min,train,10,4,100,1_metab_multitask
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,train,10,4,100,1_metab_multitask
014721254,0.490524,0.899914,0.740596,0.534422,0.067702,-0.209074,-0.688066,0.482493,0.447867,-18.240863,0.874689,0.903394,do_min,train,10,4,100,1_metab_multitask
014721259,1.073336,0.19288,1.640028,0.907606,0.1274,-0.931673,-1.597814,-0.322713,-4.193945,-10.16389,0.015301,0.804404,do_min,train,10,4,100,1_metab_multitask
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,train,10,4,100,1_metab_multitask
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,train,10,4,100,1_metab_multitask
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,train,10,4,100,1_metab_multitask
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,train,10,4,100,1_metab_multitask
01480617,0.858497,0.775671,1.387786,1.028318,0.08945,-0.007364,-1.100279,0.913503,-1.333712,-4.321381,0.769363,0.87507,do_min,train,10,4,100,1_metab_multitask
01480870,0.771528,0.774175,0.67126,1.302582,0.093679,0.101346,-0.287998,1.211125,-0.114274,-13.344962,0.727372,0.850249,do_min,train,10,4,100,1_metab_multitask
01481000,0.811125,0.793005,1.503533,1.160722,0.091432,-0.215538,-1.421918,1.090372,-6.581261,-10.76342,0.775644,0.785438,do_min,train,10,4,100,1_metab_multitask
01481500,0.752344,0.888376,1.388483,0.472779,0.074056,-0.445767,-1.287471,0.124931,-5.739845,-1.647879,0.883274,0.932157,do_min,train,10,4,100,1_metab_multitask
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,train,10,4,100,1_metab_multitask
01472104,0.980632,0.676978,1.572728,1.111308,0.10612,-0.275211,-1.071007,1.034434,-1.216716,-7.677715,0.645659,0.729176,do_mean,train,10,4,100,1_metab_multitask
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,train,10,4,100,1_metab_multitask
014721254,0.393781,0.931745,0.303939,0.373079,0.050818,-0.051729,-0.180222,0.317978,0.89428,-6.287329,0.913442,0.956862,do_mean,train,10,4,100,1_metab_multitask
014721259,0.648374,0.699233,0.959323,0.971675,0.072097,-0.335494,-0.878053,0.089383,-1.073674,-9.2737,0.642601,0.871431,do_mean,train,10,4,100,1_metab_multitask
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,train,10,4,100,1_metab_multitask
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,train,10,4,100,1_metab_multitask
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,train,10,4,100,1_metab_multitask
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,train,10,4,100,1_metab_multitask
01480617,0.720007,0.845621,1.564948,0.716986,0.065341,-0.182818,-1.37915,0.666771,-2.094017,-7.403168,0.851917,0.841445,do_mean,train,10,4,100,1_metab_multitask
01480870,0.58709,0.859501,0.63242,0.860794,0.060682,0.069478,-0.34239000000000003,0.760916,-0.445423,-11.732798,0.843911,0.908334,do_mean,train,10,4,100,1_metab_multitask
01481000,0.768057,0.79515,1.579516,0.869288,0.074609,-0.240924,-1.480715,0.796331,-5.715811,-7.254008,0.800032,0.757857,do_mean,train,10,4,100,1_metab_multitask
01481500,0.541549,0.937655,1.055953,0.300754,0.047456,-0.162566,-0.950331,0.112257,-3.933371,-0.953136,0.943019,0.962143,do_mean,train,10,4,100,1_metab_multitask
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,train,10,4,100,1_metab_multitask
01472104,1.844926,0.393185,4.067997,1.6956,0.161426,-0.368356,-3.64806,1.649193,-6.959926,-18.696011,0.397286,0.447592,do_max,train,10,4,100,1_metab_multitask
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,train,10,4,100,1_metab_multitask
014721254,0.539343,0.870601,0.310596,0.673951,0.061407,0.111153,0.041577,0.534879,0.846425,-11.072359,0.849342,0.929284,do_max,train,10,4,100,1_metab_multitask
014721259,0.607377,0.747959,0.81711,1.033538,0.063456,-0.114889,-0.759627,0.091474,-1.020398,-15.932474,0.708758,0.873632,do_max,train,10,4,100,1_metab_multitask
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,train,10,4,100,1_metab_multitask
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,train,10,4,100,1_metab_multitask
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,train,10,4,100,1_metab_multitask
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,train,10,4,100,1_metab_multitask
01480617,1.234212,0.64806,2.722103,1.41884,0.099833,-0.108748,-2.595546,1.367406,-8.86941,-20.553389,0.660502,0.551322,do_max,train,10,4,100,1_metab_multitask
01480870,1.050834,0.636955,2.137325,1.077019,0.088764,-0.202041,-1.844289,0.983826,-4.102913,-8.468649,0.645147,0.668471,do_max,train,10,4,100,1_metab_multitask
01481000,1.115404,0.560261,2.504722,1.260975,0.097265,-0.290425,-2.351798,1.2224,-7.487792,-14.572771,0.58204,0.512603,do_max,train,10,4,100,1_metab_multitask
01481500,0.61656,0.909507,0.924413,0.79221,0.053573,0.227718,-0.785597,0.729031,-2.520203,-14.328528,0.909652,0.908601,do_max,train,10,4,100,1_metab_multitask
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,train,10,4,100,1_metab_multitask
01472104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,train,10,4,100,1_metab_multitask
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,train,10,4,100,1_metab_multitask
014721254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,train,10,4,100,1_metab_multitask
014721259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,train,10,4,100,1_metab_multitask
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,train,10,4,100,1_metab_multitask
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,train,10,4,100,1_metab_multitask
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,train,10,4,100,1_metab_multitask
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,train,10,4,100,1_metab_multitask
01480617,2.937501,-0.009587,7.678983,2.897493,0.793189,0.041055,-7.133458,2.856343,-6.096681,-80.008356,-0.084832,-0.333525,GPP,train,10,4,100,1_metab_multitask
01480870,2.151377,0.119449,5.493398,2.415539,0.621214,-0.269622,-5.118693,2.373298,-6.560467,-36.199899,0.121566,0.016381,GPP,train,10,4,100,1_metab_multitask
01481000,1.796731,0.216826,3.993215,2.087684,0.747245,-0.00934,-3.737025,2.018125,-7.162223,-90.106141,0.127363,0.160776,GPP,train,10,4,100,1_metab_multitask
01481500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,train,10,4,100,1_metab_multitask
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,train,10,4,100,1_metab_multitask
01472104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,train,10,4,100,1_metab_multitask
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,train,10,4,100,1_metab_multitask
014721254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,train,10,4,100,1_metab_multitask
014721259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,train,10,4,100,1_metab_multitask
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,train,10,4,100,1_metab_multitask
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,train,10,4,100,1_metab_multitask
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,train,10,4,100,1_metab_multitask
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,train,10,4,100,1_metab_multitask
01480617,2.059852,-0.089207,2.82,4.522957,NA,-0.221634,-2.693922,3.951937,-77.597836,-3.721772,NA,-0.14353,ER,train,10,4,100,1_metab_multitask
01480870,2.164598,0.02515,2.462398,5.2094,NA,0.565913,-2.251633,4.893716,-15.682813,-9.082253,NA,0.049668,ER,train,10,4,100,1_metab_multitask
01481000,1.610576,0.286135,2.173877,3.252176,NA,-0.347626,-2.101623,2.865773,-33.292382,-4.224956,NA,0.32522,ER,train,10,4,100,1_metab_multitask
01481500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,train,10,4,100,1_metab_multitask
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K600,train,10,4,100,1_metab_multitask
01472104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K600,train,10,4,100,1_metab_multitask
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K600,train,10,4,100,1_metab_multitask
014721254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K600,train,10,4,100,1_metab_multitask
014721259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K600,train,10,4,100,1_metab_multitask
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K600,train,10,4,100,1_metab_multitask
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K600,train,10,4,100,1_metab_multitask
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K600,train,10,4,100,1_metab_multitask
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K600,train,10,4,100,1_metab_multitask
01480617,3.689922,-0.165035,8.346713,4.17331,0.334333,-1.12235,-7.99602,3.981674,-11.465336,-9.007654,-0.072088,-0.510762,K600,train,10,4,100,1_metab_multitask
01480870,1.70494,0.038698,3.02688,2.319964,0.3468,-0.416322,-2.589257,1.765224,-9.565531,-1.783148,0.106602,0.383394,K600,train,10,4,100,1_metab_multitask
01481000,1.375064,-0.490326,1.256318,3.073011,0.676709,0.748784,-1.065779,2.911399,-5.813979,-8.745643,-0.139738,-0.113797,K600,train,10,4,100,1_metab_multitask
01481500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K600,train,10,4,100,1_metab_multitask
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depth,train,10,4,100,1_metab_multitask
01472104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depth,train,10,4,100,1_metab_multitask
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depth,train,10,4,100,1_metab_multitask
014721254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depth,train,10,4,100,1_metab_multitask
014721259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depth,train,10,4,100,1_metab_multitask
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depth,train,10,4,100,1_metab_multitask
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depth,train,10,4,100,1_metab_multitask
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depth,train,10,4,100,1_metab_multitask
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depth,train,10,4,100,1_metab_multitask
01480617,0.191067,0.141569,0.478701,0.109339,0.305772,-0.023565,-0.379472,0.099239,-1.367556,-68.80132,0.100573,0.288929,depth,train,10,4,100,1_metab_multitask
01480870,0.234614,0.030421,0.436185,0.297406,0.348981,0.066209,-0.351486,0.2913,-1.619666,-186.257981,-0.142592,0.148445,depth,train,10,4,100,1_metab_multitask
01481000,0.425227,0.112782,1.136792,0.25209,0.337655,-0.07629,-0.925632,0.227366,-1.8244339999999999,-54.052594,0.150256,0.117582,depth,train,10,4,100,1_metab_multitask
01481500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depth,train,10,4,100,1_metab_multitask
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,train,10,4,100,1_metab_multitask
01472104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,train,10,4,100,1_metab_multitask
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,train,10,4,100,1_metab_multitask
014721254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,train,10,4,100,1_metab_multitask
014721259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,train,10,4,100,1_metab_multitask
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,train,10,4,100,1_metab_multitask
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,train,10,4,100,1_metab_multitask
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,train,10,4,100,1_metab_multitask
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,train,10,4,100,1_metab_multitask
01480617,2.464254,0.822305,4.114357,5.051742,0.30192,0.203408,-4.016815,4.744813,-19.910724,-7.694552,0.642543,0.676256,temp.water,train,10,4,100,1_metab_multitask
01480870,2.012943,0.883025,2.916297,3.945974,0.250397,0.332233,-2.800399,3.741093,-10.16237,-7.175814,0.736941,0.809663,temp.water,train,10,4,100,1_metab_multitask
01481000,2.471326,0.855155,4.350416,4.658462,0.311821,0.053432,-4.228474,4.434813,-16.235467,-8.451247,0.674896,0.743302,temp.water,train,10,4,100,1_metab_multitask
01481500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,train,10,4,100,1_metab_multitask
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val,10,4,100,1_metab_multitask
01472104,0.820169,0.68806,0.736689,1.488613,0.119919,0.13107,-0.027466,1.454711,-0.35051,-20.375843,0.619896,0.738858,do_min,val,10,4,100,1_metab_multitask
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val,10,4,100,1_metab_multitask
014721254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val,10,4,100,1_metab_multitask
014721259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val,10,4,100,1_metab_multitask
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val,10,4,100,1_metab_multitask
01473500,0.957524,0.818531,1.426773,1.36228,0.121643,0.092011,-1.141054,1.252088,-2.096726,-6.894154,0.781956,0.863777,do_min,val,10,4,100,1_metab_multitask
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val,10,4,100,1_metab_multitask
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val,10,4,100,1_metab_multitask
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val,10,4,100,1_metab_multitask
01475530,7.60337,-36.476578,10.289541,5.529285,2.491037,-7.461667,-10.276366,-5.522677,-527.430902,-632.190559,-298.72744,-1.210343,do_min,val,10,4,100,1_metab_multitask
01475548,6.807703,-8.089213,10.459123,2.592468,1.897086,-6.416981,-10.441354,-2.518717,-297.341778,-16.898459,-33.746317,-1.087114,do_min,val,10,4,100,1_metab_multitask
01480617,0.656281,0.82738,0.580077,0.819632,0.07324,-0.025394,-0.246995,0.732847,-0.318993,-3.824933,0.811102,0.905393,do_min,val,10,4,100,1_metab_multitask
01480870,0.648562,0.816353,0.452231,0.974116,0.077457,0.167023,-0.040204,0.915609,0.138714,-27.851767,0.786169,0.905025,do_min,val,10,4,100,1_metab_multitask
01481000,0.785822,0.797181,1.558882,0.91615,0.086144,-0.215282,-1.434051,0.858246,-5.611342,-10.837269,0.788924,0.796239,do_min,val,10,4,100,1_metab_multitask
01481500,0.769625,0.871543,1.214279,0.403727,0.079124,-0.49564,-1.072134,0.257657,-3.077934,-0.736304,0.855392,0.935808,do_min,val,10,4,100,1_metab_multitask
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val,10,4,100,1_metab_multitask
01472104,0.942055,0.672434,2.217292,0.993275,0.093715,-0.107627,-1.852462,0.924221,-2.209859,-7.876835,0.68992,0.674262,do_mean,val,10,4,100,1_metab_multitask
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val,10,4,100,1_metab_multitask
014721254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val,10,4,100,1_metab_multitask
014721259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val,10,4,100,1_metab_multitask
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val,10,4,100,1_metab_multitask
01473500,1.010984,0.790101,1.925839,0.816952,0.105457,-0.036517,-1.44684,0.680501,-3.18173,-4.433122,0.782868,0.872278,do_mean,val,10,4,100,1_metab_multitask
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val,10,4,100,1_metab_multitask
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val,10,4,100,1_metab_multitask
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val,10,4,100,1_metab_multitask
01475530,8.647614,-41.563903,11.474665,6.586476,2.581736,-8.512092,-11.467577,-6.581478,-1163.877688,-2394.501484,-358.575594,-1.236071,do_mean,val,10,4,100,1_metab_multitask
01475548,8.083425,-13.451074,11.610046,4.552974,2.11703,-7.795587,-11.598746,-4.521642,-523.501638,-71.607629,-74.741417,-1.012751,do_mean,val,10,4,100,1_metab_multitask
01480617,0.509159,0.901461,0.627985,0.762566,0.052249,-0.046175,-0.435081,0.722998,-0.787563,-8.628947,0.891072,0.906792,do_mean,val,10,4,100,1_metab_multitask
01480870,0.540594,0.891174,0.577849,0.771176,0.056101,0.093772,-0.347224,0.721594,-0.498781,-22.440736,0.881244,0.886944,do_mean,val,10,4,100,1_metab_multitask
01481000,0.785828,0.793307,1.698156,0.790934,0.075049,-0.261757,-1.601893,0.733904,-7.537799,-10.705312,0.804002,0.739454,do_mean,val,10,4,100,1_metab_multitask
01481500,0.551654,0.929816,0.92393,0.340362,0.050638,-0.22805,-0.776293,0.188847,-1.929095,-1.844414,0.930005,0.962987,do_mean,val,10,4,100,1_metab_multitask
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,4,100,1_metab_multitask
01472104,1.777217,0.404078,4.255477,1.736762,0.148383,-0.250619,-3.889498,1.692119,-3.831741,-12.207863,0.412046,0.425675,do_max,val,10,4,100,1_metab_multitask
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,4,100,1_metab_multitask
014721254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,4,100,1_metab_multitask
014721259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,4,100,1_metab_multitask
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,4,100,1_metab_multitask
01473500,1.400408,0.655111,3.068535,1.210288,0.126542,0.087728,-2.463705,1.1274,-4.665663,-13.720403,0.669225,0.698342,do_max,val,10,4,100,1_metab_multitask
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,4,100,1_metab_multitask
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,4,100,1_metab_multitask
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,4,100,1_metab_multitask
01475530,9.896203,-32.423073,13.692011,7.314229,2.383415,-9.721964,-13.682541,-7.306102,-723.17592,-614.53041700000006,-245.349452,-1.122045,do_max,val,10,4,100,1_metab_multitask
01475548,9.506676,-13.029841,14.459178,5.482074,2.117316,-9.163641,-14.422963,-5.462195,-197.678756,-147.085835,-77.494083,-0.534921,do_max,val,10,4,100,1_metab_multitask
01480617,0.997365,0.6991,1.567509,1.608768,0.091006,0.300075,-1.449245,1.595392,-8.985382,-62.158356,0.672374,0.608163,do_max,val,10,4,100,1_metab_multitask
01480870,1.268619,0.65163,2.977631,1.251508,0.101785,-0.277092,-2.811376,1.217146,-13.631121,-19.680348,0.689084,0.569434,do_max,val,10,4,100,1_metab_multitask
01481000,1.208722,0.564809,2.833934,1.282539,0.103273,-0.335292,-2.740482,1.223874,-13.772705,-13.483547,0.596836,0.475452,do_max,val,10,4,100,1_metab_multitask
01481500,0.58828,0.912536,0.830559,0.758999,0.05124,0.131377,-0.684471,0.688204,-1.763855,-19.377873,0.912441,0.910674,do_max,val,10,4,100,1_metab_multitask
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,val,10,4,100,1_metab_multitask
01472104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,val,10,4,100,1_metab_multitask
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,val,10,4,100,1_metab_multitask
014721254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,val,10,4,100,1_metab_multitask
014721259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,val,10,4,100,1_metab_multitask
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,val,10,4,100,1_metab_multitask
01473500,2.843575,-0.004324,6.756444,3.033082,1.309842,0.528824,-5.782209,3.00989,-2.841056,-819.902366,-0.324609,-0.214424,GPP,val,10,4,100,1_metab_multitask
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,val,10,4,100,1_metab_multitask
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,val,10,4,100,1_metab_multitask
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,val,10,4,100,1_metab_multitask
01475530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,val,10,4,100,1_metab_multitask
01475548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,val,10,4,100,1_metab_multitask
01480617,2.161947,-0.076506,4.752898,2.788335,0.726006,0.676834,-4.270653,2.758957,-4.40218,-53.218415,-0.283791,-0.205864,GPP,val,10,4,100,1_metab_multitask
01480870,3.304456,0.03403,9.757259,1.959512,0.57009,-0.532958,-8.563501,1.928485,-3.06425,-21.523003,0.12265,-0.1264,GPP,val,10,4,100,1_metab_multitask
01481000,1.885075,0.184463,4.616437,1.743893,0.621182,-0.35016,-4.442658,1.705707,-16.161301,-32.508226,0.232605,0.146898,GPP,val,10,4,100,1_metab_multitask
01481500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,val,10,4,100,1_metab_multitask
