date,rmse,nse,rmse_top10,rmse_bot10,rmse_logged,mean_bias,mean_bias_top10,mean_bias_bot10,nse_top10,nse_bot10,nse_logged,kge,variable,partition,nstates,rep_id,nepochs,model_id
1,1.006755,0.119603,1.824659,0.70936,0.072329,-0.645292,-1.821872,0.556482,-377.815326,-2.319605,0.167826,0.3763,do_min,train,10,0,100,0_baseline_LSTM
2,0.66911,0.475376,1.35136,0.398967,0.049449,-0.258735,-1.306249,0.284973,-21.450013,-2.230326,0.495872,0.538715,do_min,train,10,0,100,0_baseline_LSTM
3,0.627154,0.692359,0.652309,1.01252,0.056275,0.05691,-0.388984,0.774483,-0.496957,-3.732319,0.689227,0.814731,do_min,train,10,0,100,0_baseline_LSTM
4,0.745494,0.527819,0.729109,1.462011,0.082837,0.195274,-0.173961,1.270391,-1.529728,-5.881598,0.491333,0.702314,do_min,train,10,0,100,0_baseline_LSTM
5,0.728519,0.3652,1.294867,0.857421,0.086689,-0.289187,-1.131995,0.644678,-20.634113,-2.705723,0.392231,0.55293,do_min,train,10,0,100,0_baseline_LSTM
6,0.611319,0.410546,1.115749,0.920925,0.081041,-0.214535,-1.044829,0.806242,-26.536495,-3.450187,0.424575,0.448404,do_min,train,10,0,100,0_baseline_LSTM
7,0.617516,0.369754,0.757645,1.420951,0.103059,0.127122,-0.695266,1.288202,-16.656997,-5.117379,0.294379,0.339098,do_min,train,10,0,100,0_baseline_LSTM
8,0.626611,0.345491,0.816384,1.371765,0.092182,0.087396,-0.759447,1.237746,-10.535289,-6.24896,0.317164,0.354077,do_min,train,10,0,100,0_baseline_LSTM
9,0.600358,0.564022,0.849683,1.120563,0.081421,-0.07735,-0.729917,0.988495,-10.274681,-3.883882,0.546069,0.533317,do_min,train,10,0,100,0_baseline_LSTM
10,0.66234,0.565946,0.839402,0.988866,0.075707,-0.168915,-0.607686,0.718698,-2.930929,-2.006798,0.551569,0.705892,do_min,train,10,0,100,0_baseline_LSTM
11,0.621152,0.655526,0.846052,0.647332,0.057067,-0.166976,-0.723483,0.451746,-3.516728,-1.139863,0.653972,0.768505,do_min,train,10,0,100,0_baseline_LSTM
12,0.650648,0.609229,1.064261,0.659913,0.05308,-0.324016,-1.006607,-0.031921,-12.385367,-1.344515,0.612286,0.771845,do_min,train,10,0,100,0_baseline_LSTM
1,0.814374,0.424086,1.325528,0.791473,0.05727,-0.405702,-1.320974,0.664052,-135.657488,-5.007464,0.454864,0.481848,do_mean,train,10,0,100,0_baseline_LSTM
2,0.710706,0.500414,1.406935,0.776516,0.050601,-0.144311,-1.39116,0.578457,-24.050887,-7.012442,0.513392,0.512529,do_mean,train,10,0,100,0_baseline_LSTM
3,0.573362,0.699893,0.904778,0.686138,0.045966,-0.01835,-0.556824,0.360273,-3.195754,-1.523209,0.709297,0.818208,do_mean,train,10,0,100,0_baseline_LSTM
4,0.745464,0.607242,1.360611,1.036109,0.068028,-0.16427,-1.055681,0.62523,-1.602917,-6.062855,0.599741,0.708893,do_mean,train,10,0,100,0_baseline_LSTM
5,0.609313,0.476072,1.076412,0.906195,0.06701,-0.149095,-0.94927,0.655091,-12.57321,-4.386234,0.482944,0.568395,do_mean,train,10,0,100,0_baseline_LSTM
6,0.547984,0.397109,1.120439,0.940061,0.064336,-0.038987,-0.887504,0.777122,-4.356594,-5.188245,0.412812,0.393612,do_mean,train,10,0,100,0_baseline_LSTM
7,0.512771,0.332054,0.972845,0.985226,0.064261,0.102769,-0.861908,0.864389,-7.542973,-4.36549,0.328901,0.347378,do_mean,train,10,0,100,0_baseline_LSTM
8,0.545403,0.266373,1.126519,0.91183,0.064956,0.031434,-0.954936,0.762304,-6.490195,-6.940569,0.292518,0.341635,do_mean,train,10,0,100,0_baseline_LSTM
9,0.581562,0.453696,1.207761,0.801085,0.065588,-0.135076,-1.0631,0.622663,-11.973788,-2.996347,0.474866,0.512345,do_mean,train,10,0,100,0_baseline_LSTM
10,0.558126,0.595984,0.795792,0.755558,0.05832,-0.135358,-0.589634,0.463533,-3.400682,-2.060469,0.586667,0.741546,do_mean,train,10,0,100,0_baseline_LSTM
11,0.569786,0.704479,0.876339,0.622489,0.048832,-0.123841,-0.756613,0.350071,-2.948888,-1.370993,0.710632,0.77958,do_mean,train,10,0,100,0_baseline_LSTM
12,0.588019,0.651664,0.905606,0.649975,0.046226,-0.217255,-0.796554,0.164995,-14.352181,-1.08673,0.655739,0.773407,do_mean,train,10,0,100,0_baseline_LSTM
1,0.771369,0.564552,1.46265,0.799548,0.052647,-0.251561,-1.435946,0.585358,-21.682216,-8.415072,0.582776,0.589174,do_max,train,10,0,100,0_baseline_LSTM
2,0.993917,0.410746,2.306511,1.055754,0.06578,-0.139378,-2.262292,0.827866,-11.996721,-10.488047,0.428534,0.433355,do_max,train,10,0,100,0_baseline_LSTM
3,1.09102,0.41114,2.437122,1.161906,0.07778,-0.08658,-2.327303,0.720272,-17.761518,-9.105032,0.438035,0.5144,do_max,train,10,0,100,0_baseline_LSTM
4,1.466688,0.39824,3.439232,1.340308,0.109173,-0.56181,-3.289122,0.922149,-7.214179,-9.011616,0.436294,0.483693,do_max,train,10,0,100,0_baseline_LSTM
5,0.832425,0.358958,1.262665,1.514757,0.083049,0.151257,-1.094627,1.393548,-2.259636,-13.736993,0.333871,0.414199,do_max,train,10,0,100,0_baseline_LSTM
6,0.92408,0.126164,1.961268,1.5694,0.093161,0.258971,-1.46044,1.489644,-1.588097,-18.245455,0.121123,0.154368,do_max,train,10,0,100,0_baseline_LSTM
7,0.982608,0.213049,2.098781,1.46679,0.099322,0.026914,-1.977431,1.394029,-9.256698,-14.898543,0.222646,0.139378,do_max,train,10,0,100,0_baseline_LSTM
8,1.160607,0.166286,3.061477,1.39913,0.110147,-0.10688,-2.757654,1.305809,-5.218562,-10.776789,0.203849,0.090727,do_max,train,10,0,100,0_baseline_LSTM
9,1.126805,0.247877,2.827971,1.280576,0.103661,-0.226784,-2.529018,1.170578,-4.722732,-6.760851,0.294051,0.217791,do_max,train,10,0,100,0_baseline_LSTM
10,0.760605,0.4679,1.444167,1.122887,0.070906,-0.057201,-1.209245,0.992468,-8.806803,-4.347944,0.475251,0.524337,do_max,train,10,0,100,0_baseline_LSTM
11,0.706813,0.643334,1.126352,0.919534,0.056689,0.006239,-0.996503,0.74815,-2.999447,-4.145622,0.649645,0.665234,do_max,train,10,0,100,0_baseline_LSTM
12,0.714881,0.545122,1.330012,0.922565,0.053548,-0.094597,-1.182798,0.564517,-12.505287,-4.225492,0.553244,0.655234,do_max,train,10,0,100,0_baseline_LSTM
1,0.809707,0.334817,1.54911,0.440715,0.058169,-0.519382,-1.537812,0.27713,-178.980687,-2.891029,0.372239,0.439809,do_min,val,10,0,100,0_baseline_LSTM
2,0.68394,0.684818,1.375092,1.04899,0.05475,-0.030316,-1.297313,0.818587,-5.397707,-2.475373,0.700169,0.636021,do_min,val,10,0,100,0_baseline_LSTM
3,2.343107,-2.501388,0.795781,4.280777,0.659429,-0.382579,-0.533964,-1.459894,-0.729967,-24.225616,-33.429111,-0.329916,do_min,val,10,0,100,0_baseline_LSTM
4,2.098767,-1.886545,0.725971,4.028059,0.613416,-0.242037,-0.068476,-1.157195,-2.743685,-54.529098,-20.047464,-0.156234,do_min,val,10,0,100,0_baseline_LSTM
5,2.036398,-2.22708,1.059204,2.746083,0.610226,-0.460839,-0.788301,0.689423,-7.624546,-23.513888,-16.585173,-0.061336,do_min,val,10,0,100,0_baseline_LSTM
6,1.822612,-2.704038,0.90525,2.338378,0.603588,-0.344468,-0.812087,0.58624,-15.671779,-15.87566,-18.396855,-0.158595,do_min,val,10,0,100,0_baseline_LSTM
7,1.746942,-2.458066,0.819194,2.138975,0.637416,-0.189355,-0.699819,1.274036,-8.760892,-8.343411,-16.304163,-0.119477,do_min,val,10,0,100,0_baseline_LSTM
8,1.699284,-2.959519,0.629399,2.170073,0.582388,-0.18604,-0.558457,0.8741,-8.558565,-16.757323,-19.027305,-0.240914,do_min,val,10,0,100,0_baseline_LSTM
9,1.682786,-1.699645,0.906674,2.743078,0.543338,-0.189065,-0.837594,0.13112,-13.290921,-12.842933,-12.432804,0.01204,do_min,val,10,0,100,0_baseline_LSTM
10,2.41292,-4.948134,1.322246,3.204252,0.680827,-0.438058,-0.354081,-0.60902,-23.118192,-26.490419,-34.556204,-0.674276,do_min,val,10,0,100,0_baseline_LSTM
11,2.881758,-5.618426,2.198885,3.703345,0.78944,-0.51132,-0.691444,-0.688887,-26.455387,-62.367161,-54.108575,-0.847609,do_min,val,10,0,100,0_baseline_LSTM
12,2.843301,-4.791125,1.13175,4.694309,0.731103,-0.796048,-1.032579,-1.757075,-3.408659,-158.223546,-54.508835,-0.642485,do_min,val,10,0,100,0_baseline_LSTM
1,0.630414,0.58286,1.114327,0.505662,0.044367,-0.358952,-1.100472,0.4376,-501.898581,-10.379803,0.606872,0.568198,do_mean,val,10,0,100,0_baseline_LSTM
2,0.693181,0.592661,1.496153,1.026232,0.05159,-0.027175,-1.318209,0.609078,-1.966145,-5.428624,0.602719,0.638111,do_mean,val,10,0,100,0_baseline_LSTM
3,2.81113,-5.366285,1.941044,4.33172,0.720676,-0.579725,-1.089229,-1.26946,-7.870343,-32.787399,-63.390443,-0.798496,do_mean,val,10,0,100,0_baseline_LSTM
4,2.597836,-2.7397,3.04527,4.436429,0.699271,-0.737664,-1.7294,-1.517765,-27.136234,-73.516523,-29.97539,-0.206657,do_mean,val,10,0,100,0_baseline_LSTM
5,2.328773,-3.368818,2.08315,2.462018,0.696899,-0.560083,-1.341347,0.824914,-2.872311,-39.781414,-31.831408,-0.285416,do_mean,val,10,0,100,0_baseline_LSTM
6,2.079758,-6.275323,0.955433,2.328392,0.727948,-0.399638,-0.789711,0.397234,-9.948399,-26.194935,-57.039851,-0.844781,do_mean,val,10,0,100,0_baseline_LSTM
7,2.039284,-6.096177,1.400662,2.214161,0.801661,-0.148037,-0.745807,0.942833,-6.623622,-32.411694,-60.589395,-0.833132,do_mean,val,10,0,100,0_baseline_LSTM
8,1.949755,-9.033136,2.023709,2.837247,0.693323,-0.162631,-0.697598,-0.069012,-173.779118,-51.119088,-73.87553,-1.343803,do_mean,val,10,0,100,0_baseline_LSTM
9,1.910349,-4.798687,0.718523,3.209235,0.628492,-0.317749,-0.622677,-0.756837,-16.144241,-20.805711,-37.666018,-0.717001,do_mean,val,10,0,100,0_baseline_LSTM
10,2.643589,-6.857787,3.629989,3.305851,0.734857,-0.516473,-1.392043,-0.617631,-258.418353,-44.273737,-53.407985,-0.970953,do_mean,val,10,0,100,0_baseline_LSTM
11,3.063115,-7.447615,2.404067,4.057404,0.822967,-0.584004,-0.625602,-0.908709,-26.262447,-116.25492,-76.34751,-1.157187,do_mean,val,10,0,100,0_baseline_LSTM
12,2.996636,-5.658256,1.005118,4.408398,0.767815,-0.766058,-0.922642,-1.295226,-3.622747,-156.320872,-67.220502,-0.80997,do_mean,val,10,0,100,0_baseline_LSTM
1,0.533245,0.712886,0.692961,0.368804,0.037011,-0.255307,-0.67474,0.304864,-19.82774,-5.667455,0.724623,0.729033,do_max,val,10,0,100,0_baseline_LSTM
2,0.932098,0.364358,1.992169,1.132793,0.065613,-0.129136,-1.753245,0.580079,-2.262203,-16.78583,0.360207,0.531577,do_max,val,10,0,100,0_baseline_LSTM
3,3.494534,-5.36131,4.365764,2.478742,0.700981,-0.825292,-2.950086,0.477924,-39.695371,-13.229349,-47.202948,-0.6035,do_max,val,10,0,100,0_baseline_LSTM
4,3.505637,-1.901221,6.912563,3.440646,0.721748,-1.289732,-5.295749,-0.022692,-38.690296,-48.848805,-18.748209,0.086867,do_max,val,10,0,100,0_baseline_LSTM
5,2.758208,-2.326254,3.472828,2.387898,0.688023,-0.511535,-2.386195,1.280621,-1.616932,-33.139467,-24.209158,-0.06585,do_max,val,10,0,100,0_baseline_LSTM
6,2.469806,-4.188109,2.834775,2.470382,0.70169,-0.346699,-2.058009,0.924508,-13.812462,-42.407855,-37.065829,-0.445768,do_max,val,10,0,100,0_baseline_LSTM
7,2.50263,-4.335612,4.291942,2.654122,0.742156,-0.003511,-2.692913,1.43333,-41.885653,-105.572397,-35.922063,-0.478355,do_max,val,10,0,100,0_baseline_LSTM
8,2.4036,-7.671067,4.825697,2.631844,0.681346,-0.094829,-2.708949,0.793213,-169.636161,-45.380645,-54.14333,-1.028851,do_max,val,10,0,100,0_baseline_LSTM
9,2.379774,-5.636621,4.159642,3.055692,0.647167,-0.438585,-2.409609,-0.010638,-105.925833,-20.34347,-40.633227,-0.722833,do_max,val,10,0,100,0_baseline_LSTM
10,3.039494,-5.659464,6.267562,2.8179,0.728344,-0.614834,-3.892972,0.31334,-159.760696,-49.2872,-41.403152,-0.682027,do_max,val,10,0,100,0_baseline_LSTM
11,3.281347,-5.932025,1.780887,4.105825,0.792248,-0.700095,-1.494075,-0.567604,-10.465095,-96.511332,-59.528639,-0.84002,do_max,val,10,0,100,0_baseline_LSTM
12,3.209288,-4.76413,1.619049,4.064447,0.694182,-0.790588,-1.509875,-0.618897,-22.856959,-154.592831,-45.611991,-0.59813,do_max,val,10,0,100,0_baseline_LSTM
1,0.809707,0.334817,1.54911,0.440715,0.058169,-0.519382,-1.537812,0.27713,-178.980687,-2.891029,0.372239,0.439809,do_min,val_times,10,0,100,0_baseline_LSTM
2,0.610273,0.727341,1.120771,1.04899,0.050222,-0.028083,-1.080192,0.818587,-8.436609,-2.475373,0.734657,0.674919,do_min,val_times,10,0,100,0_baseline_LSTM
3,2.499137,-3.901291,0.731088,4.70689,0.712136,-0.541358,-0.506071,-2.208891,-0.712567,-46.453419,-49.080528,-0.666256,do_min,val_times,10,0,100,0_baseline_LSTM
4,2.187697,-2.306873,0.560198,4.270322,0.659076,-0.447467,-0.10251,-1.835535,-1.248523,-79.983594,-24.909859,-0.283985,do_min,val_times,10,0,100,0_baseline_LSTM
5,2.104635,-2.893191,0.799655,2.778483,0.655779,-0.687681,-0.70068,0.013136,-9.673108,-16.340305,-22.002688,-0.223976,do_min,val_times,10,0,100,0_baseline_LSTM
6,1.919239,-3.314204,0.783781,2.435602,0.649096,-0.452593,-0.740854,0.174949,-13.091754,-16.458012,-22.889664,-0.291851,do_min,val_times,10,0,100,0_baseline_LSTM
7,1.825924,-3.287933,0.636841,2.126979,0.684634,-0.302842,-0.571385,0.818968,-8.825096,-6.082477,-21.338922,-0.315939,do_min,val_times,10,0,100,0_baseline_LSTM
8,1.778167,-3.792984,0.661982,2.450352,0.625337,-0.368595,-0.594252,0.198212,-11.971721,-16.014437,-24.52054,-0.431666,do_min,val_times,10,0,100,0_baseline_LSTM
9,1.757397,-1.930636,0.93844,2.952917,0.583543,-0.364328,-0.874133,-0.350404,-16.517057,-11.337288,-14.253334,-0.055019,do_min,val_times,10,0,100,0_baseline_LSTM
10,2.492812,-5.644439,1.322246,3.188556,0.715872,-0.66036,-0.354081,-0.753243,-23.118192,-37.620555,-41.649006,-0.780432,do_min,val_times,10,0,100,0_baseline_LSTM
11,3.021524,-6.660057,2.268063,3.775666,0.84116,-0.75159,-0.747561,-0.803125,-75.311984,-63.662834,-63.642648,-0.992659,do_min,val_times,10,0,100,0_baseline_LSTM
12,2.896451,-4.864539,1.138383,4.694309,0.745404,-0.837017,-1.035841,-1.757075,-3.451726,-158.223546,-55.334064,-0.647337,do_min,val_times,10,0,100,0_baseline_LSTM
1,0.630414,0.58286,1.114327,0.505662,0.044367,-0.358952,-1.100472,0.4376,-501.898581,-10.379803,0.606872,0.568198,do_mean,val_times,10,0,100,0_baseline_LSTM
2,0.571013,0.638598,0.922783,0.931684,0.04456,0.013136,-0.865624,0.516217,-9.017984,-4.432148,0.635096,0.723847,do_mean,val_times,10,0,100,0_baseline_LSTM
3,3.000435,-8.271423,1.983303,4.744456,0.77844,-0.758039,-1.034737,-1.794372,-11.843515,-236.199774,-97.570665,-1.269731,do_mean,val_times,10,0,100,0_baseline_LSTM
4,2.758227,-3.450183,3.297024,4.825355,0.753262,-0.95246,-1.914803,-2.245867,-32.213647,-120.908485,-37.345503,-0.344967,do_mean,val_times,10,0,100,0_baseline_LSTM
5,2.38483,-5.392162,1.063501,3.467961,0.750291,-0.756463,-0.89038,-0.739381,-8.951025,-43.936202,-49.311084,-0.713762,do_mean,val_times,10,0,100,0_baseline_LSTM
6,2.214241,-8.013744,0.735007,2.570336,0.785432,-0.515673,-0.649328,0.090999,-10.21712,-28.853671,-72.917918,-1.135316,do_mean,val_times,10,0,100,0_baseline_LSTM
7,2.150742,-9.293539,1.214763,2.697857,0.864395,-0.249104,-0.402358,0.254121,-109.714654,-38.749368,-89.620364,-1.377689,do_mean,val_times,10,0,100,0_baseline_LSTM
8,2.076831,-11.619908,2.054382,3.178786,0.747774,-0.297712,-0.680743,-0.648257,-184.738359,-46.506586,-96.193075,-1.737011,do_mean,val_times,10,0,100,0_baseline_LSTM
9,2.027981,-5.829888,0.710541,3.608729,0.677451,-0.473925,-0.628456,-1.424797,-16.524424,-20.068968,-45.275151,-0.923798,do_mean,val_times,10,0,100,0_baseline_LSTM
10,2.748381,-7.987738,3.742331,3.272141,0.772308,-0.730447,-1.505461,-0.832229,-333.143023,-66.51802,-64.400547,-1.122624,do_mean,val_times,10,0,100,0_baseline_LSTM
11,3.220621,-9.113739,2.329558,4.16575,0.877253,-0.829015,-0.675617,-1.167582,-94.027606,-115.140325,-91.950355,-1.373158,do_mean,val_times,10,0,100,0_baseline_LSTM
12,3.052395,-5.800034,1.008138,4.408398,0.782834,-0.806028,-0.922193,-1.295226,-3.524868,-156.320872,-68.795241,-0.825471,do_mean,val_times,10,0,100,0_baseline_LSTM
1,0.533245,0.712886,0.692961,0.368804,0.037011,-0.255307,-0.67474,0.304864,-19.82774,-5.667455,0.724623,0.729033,do_max,val_times,10,0,100,0_baseline_LSTM
2,0.773724,0.286995,1.377031,0.999818,0.057215,-0.062126,-1.188563,0.461879,-19.595127,-12.199418,0.279918,0.590175,do_max,val_times,10,0,100,0_baseline_LSTM
3,3.724193,-7.118802,5.125597,2.586544,0.756689,-1.021034,-3.349328,0.346078,-57.293037,-47.715874,-63.145904,-0.850002,do_max,val_times,10,0,100,0_baseline_LSTM
4,3.737592,-2.219526,7.212878,3.774716,0.777592,-1.53069,-5.628898,-0.451471,-40.161112,-60.589697,-21.617104,0.047415,do_max,val_times,10,0,100,0_baseline_LSTM
5,2.761356,-4.04295,2.167789,2.932058,0.739254,-0.683045,-1.791768,0.383938,-2.171094,-46.172413,-38.749873,-0.417664,do_max,val_times,10,0,100,0_baseline_LSTM
6,2.607399,-5.558321,2.769965,2.949424,0.756191,-0.489804,-1.93937,0.441152,-36.908652,-42.413447,-48.492196,-0.695355,do_max,val_times,10,0,100,0_baseline_LSTM
7,2.620945,-6.172799,4.581943,2.923968,0.798871,-0.120067,-2.693004,0.987245,-200.931656,-87.884819,-49.99181,-0.808394,do_max,val_times,10,0,100,0_baseline_LSTM
8,2.56191,-9.424752,4.937285,2.990216,0.734663,-0.218023,-2.763415,0.293017,-312.803665,-46.74951,-67.018527,-1.291192,do_max,val_times,10,0,100,0_baseline_LSTM
9,2.533089,-7.08066,4.240529,3.163254,0.697632,-0.600464,-2.430553,-0.329657,-414.387078,-18.070515,-50.61583,-0.960429,do_max,val_times,10,0,100,0_baseline_LSTM
10,3.163512,-6.474049,6.267562,2.880909,0.764228,-0.840969,-3.892972,0.033272,-159.760696,-50.540071,-48.228994,-0.787001,do_max,val_times,10,0,100,0_baseline_LSTM
11,3.448912,-6.897928,1.765777,4.207997,0.84405,-0.968168,-1.517065,-0.718437,-12.769217,-97.057863,-68.938902,-0.968309,do_max,val_times,10,0,100,0_baseline_LSTM
12,3.268248,-4.885579,1.634007,4.22039,0.707727,-0.834392,-1.523156,-0.715566,-22.770647,-192.40353,-46.694524,-0.611761,do_max,val_times,10,0,100,0_baseline_LSTM
1,0.807232,0.433985,1.294949,0.943802,0.058612,-0.282596,-1.280045,0.585336,-189.796177,-4.876449,0.453526,0.506205,do_min,train,10,1,100,0_baseline_LSTM
2,0.595508,0.584444,0.921537,0.400423,0.044494,0.034509,-0.81486,0.32552,-9.439993,-2.253958,0.59185,0.677319,do_min,train,10,1,100,0_baseline_LSTM
3,0.711502,0.604043,0.763683,1.213625,0.063509,0.165226,-0.469028,0.828173,-1.051771,-5.798855,0.60419,0.78174,do_min,train,10,1,100,0_baseline_LSTM
4,0.782376,0.479943,0.894991,1.496986,0.085672,0.142814,-0.458124,1.249412,-2.81176,-6.214789,0.455927,0.663345,do_min,train,10,1,100,0_baseline_LSTM
5,0.710629,0.395995,1.284901,0.836021,0.084674,-0.273144,-1.111781,0.648657,-20.302394,-2.523045,0.420148,0.560358,do_min,train,10,1,100,0_baseline_LSTM
6,0.645773,0.342231,1.170165,0.857426,0.085137,-0.27848,-1.081158,0.742027,-29.287928,-2.857653,0.364939,0.448877,do_min,train,10,1,100,0_baseline_LSTM
7,0.619182,0.366349,0.854441,1.35838,0.102473,0.050141,-0.791107,1.230261,-21.456886,-4.590495,0.302378,0.327812,do_min,train,10,1,100,0_baseline_LSTM
8,0.633475,0.331072,0.921039,1.276325,0.092253,-0.024675,-0.848538,1.154162,-13.682349,-5.275358,0.316103,0.360137,do_min,train,10,1,100,0_baseline_LSTM
9,0.644194,0.498031,0.948034,1.010121,0.085591,-0.194395,-0.809897,0.881933,-13.035819,-2.968626,0.498378,0.550937,do_min,train,10,1,100,0_baseline_LSTM
10,0.66525,0.562124,0.807431,1.001376,0.076194,-0.164218,-0.597288,0.709334,-2.63719,-2.083354,0.54578,0.711961,do_min,train,10,1,100,0_baseline_LSTM
11,0.626872,0.649152,0.853926,0.751176,0.057423,-0.085812,-0.649615,0.596969,-3.601194,-1.881472,0.649646,0.747971,do_min,train,10,1,100,0_baseline_LSTM
12,0.569448,0.700678,0.670782,0.611025,0.046968,-0.156554,-0.556693,0.113116,-4.317367,-1.010003,0.696427,0.856907,do_min,train,10,1,100,0_baseline_LSTM
1,0.784304,0.465831,1.082577,1.092017,0.055939,-0.138223,-1.063437,0.863441,-90.153504,-10.436101,0.479908,0.467868,do_mean,train,10,1,100,0_baseline_LSTM
2,0.71958,0.487861,1.166812,0.976682,0.051834,0.116671,-1.138656,0.807504,-16.229666,-11.675644,0.489377,0.508093,do_mean,train,10,1,100,0_baseline_LSTM
3,0.635821,0.630947,0.87531,0.814089,0.051461,0.152503,-0.598973,0.366124,-2.926898,-2.552014,0.635639,0.805863,do_mean,train,10,1,100,0_baseline_LSTM
4,0.762543,0.589039,1.407871,1.012732,0.06926,-0.148107,-1.047163,0.551195,-1.786882,-5.747736,0.585121,0.712989,do_mean,train,10,1,100,0_baseline_LSTM
5,0.587365,0.513136,1.009395,0.817434,0.064752,-0.091399,-0.833802,0.553718,-10.935694,-3.382748,0.517207,0.646277,do_mean,train,10,1,100,0_baseline_LSTM
6,0.565602,0.35772,1.192607,0.731828,0.065738,-0.170355,-0.931927,0.537619,-5.06885,-2.750369,0.386947,0.489173,do_mean,train,10,1,100,0_baseline_LSTM
7,0.501717,0.360542,1.110266,0.724836,0.061904,-0.082174,-0.978849,0.576943,-10.126946,-1.904137,0.377237,0.435859,do_mean,train,10,1,100,0_baseline_LSTM
8,0.577632,0.17711,1.278105,0.66985,0.068467,-0.165311,-1.080511,0.479486,-8.641603,-3.285275,0.213965,0.418525,do_mean,train,10,1,100,0_baseline_LSTM
9,0.657578,0.301548,1.385521,0.646589,0.074169,-0.271021,-1.183223,0.389766,-16.073833,-1.603536,0.328468,0.56201,do_mean,train,10,1,100,0_baseline_LSTM
10,0.563872,0.587621,0.685075,0.82239,0.059386,-0.048907,-0.421626,0.447082,-2.261348,-2.625838,0.571418,0.770243,do_mean,train,10,1,100,0_baseline_LSTM
11,0.586502,0.686886,0.877492,0.748501,0.050732,0.02209,-0.697299,0.517306,-2.959282,-2.428088,0.68768,0.753735,do_mean,train,10,1,100,0_baseline_LSTM
12,0.546991,0.698578,0.61975,0.666503,0.043256,-0.041554,-0.471793,0.192826,-6.189937,-1.194202,0.69856,0.842033,do_mean,train,10,1,100,0_baseline_LSTM
1,0.895849,0.412671,1.507976,1.393522,0.062144,0.008628,-1.482394,1.223949,-23.109791,-27.599763,0.41868,0.383418,do_max,train,10,1,100,0_baseline_LSTM
2,1.075733,0.309743,2.268961,1.550991,0.072438,0.191184,-2.213691,1.440466,-11.576999,-23.79359,0.307005,0.269232,do_max,train,10,1,100,0_baseline_LSTM
3,1.104101,0.396935,2.100162,1.291781,0.080082,0.14671,-1.988091,0.863344,-12.932188,-11.490333,0.40428,0.52974,do_max,train,10,1,100,0_baseline_LSTM
4,1.40632,0.446757,3.246258,1.157914,0.104623,-0.51242,-3.0554,0.763424,-6.31825,-6.472188,0.482305,0.52307,do_max,train,10,1,100,0_baseline_LSTM
5,0.783546,0.432029,1.239222,1.234452,0.077356,0.21733,-0.94474,1.071262,-2.139724,-8.787486,0.422069,0.548392,do_max,train,10,1,100,0_baseline_LSTM
6,0.862776,0.23826,2.134015,1.112731,0.084455,0.083279,-1.575782,0.985488,-2.064091,-8.674781,0.277716,0.278822,do_max,train,10,1,100,0_baseline_LSTM
7,0.996856,0.190061,2.34389,1.047826,0.098869,-0.215826,-2.208205,0.953886,-11.792281,-7.11334,0.229712,0.192124,do_max,train,10,1,100,0_baseline_LSTM
8,1.220384,0.078194,3.389724,0.951383,0.114392,-0.367729,-3.042842,0.810409,-6.62354,-4.4453,0.141293,0.126861,do_max,train,10,1,100,0_baseline_LSTM
9,1.240363,0.088643,3.254406,0.952258,0.11353100000000001,-0.415463,-2.891138,0.766796,-6.57874,-3.291483,0.153224,0.207999,do_max,train,10,1,100,0_baseline_LSTM
10,0.777613,0.443837,1.390676,1.053836,0.072338,0.057134,-1.041416,0.85115,-8.093774,-3.710431,0.453852,0.606693,do_max,train,10,1,100,0_baseline_LSTM
11,0.755033,0.593008,1.126486,1.077163,0.061352,0.165308,-1.014014,0.87406,-3.000402,-6.060985,0.589629,0.635977,do_max,train,10,1,100,0_baseline_LSTM
12,0.710071,0.551222,1.123346,1.003664,0.053589,0.150472,-0.961623,0.628159,-8.634297,-5.184569,0.55257,0.699811,do_max,train,10,1,100,0_baseline_LSTM
1,0.680861,0.52967,1.22047,0.475527,0.049519,-0.234983,-1.165721,0.213444,-110.716111,-3.530002,0.545064,0.586322,do_min,val,10,1,100,0_baseline_LSTM
2,0.723196,0.647599,0.908412,1.453711,0.060071,0.136134,-0.798906,1.177387,-1.792075,-5.674442,0.639062,0.709228,do_min,val,10,1,100,0_baseline_LSTM
3,2.61615,-3.364967,0.853555,4.852257,0.722483,-0.368517,-0.393898,-1.704253,-0.990276,-31.410379,-42.478136,-0.542777,do_min,val,10,1,100,0_baseline_LSTM
4,2.389345,-2.741173,0.888096,4.599221,0.877283,-0.330811,0.002713,-1.494523,-4.60249,-71.393183,-43.821008,-0.379741,do_min,val,10,1,100,0_baseline_LSTM
5,2.227796,-2.862203,1.040411,2.914612,0.881766,-0.567646,-0.782673,0.461658,-7.321231,-26.615078,-35.18843,-0.206547,do_min,val,10,1,100,0_baseline_LSTM
6,1.965784,-3.308821,0.974796,2.443684,0.914107,-0.491589,-0.865381,0.339588,-18.331813,-17.429832,-42.892398,-0.270624,do_min,val,10,1,100,0_baseline_LSTM
7,1.808674,-2.706783,0.920649,2.099008,0.791641,-0.314544,-0.78846,1.129803,-11.328332,-7.997503,-25.638576,-0.162812,do_min,val,10,1,100,0_baseline_LSTM
8,1.821063,-3.547369,0.738806,2.194379,0.792863,-0.367763,-0.673257,0.657296,-12.170477,-17.157335,-36.264562,-0.345336,do_min,val,10,1,100,0_baseline_LSTM
