date,rmse,nse,rmse_top10,rmse_bot10,rmse_logged,mean_bias,mean_bias_top10,mean_bias_bot10,nse_top10,nse_bot10,nse_logged,kge,variable,partition,nstates,rep_id,nepochs,model_id
12,0.897652,0.282795,1.04566,1.268493,0.074966,-0.122433,-0.965005,0.484771,-7.347822,-8.878916,0.124405,0.652093,do_max,train,10,1,100,2_multitask_dense
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,train,10,1,100,2_multitask_dense
2,3.735049,-5.844361,1.318035,5.52833,1.132994,3.437893,0.904272,5.500111,-0.323482,-369.462615,-1.765271,-0.491319,GPP,train,10,1,100,2_multitask_dense
3,3.403507,-0.466759,3.815511,5.400288,0.99741,2.11217,-3.12506,5.308523,-1.936879,-376.997819,-0.624223,-0.07214,GPP,train,10,1,100,2_multitask_dense
4,3.354912,0.121811,7.642651,2.912891,0.557229,-1.143316,-7.393,2.5681,-19.062102,-20.027996,0.189858,0.181936,GPP,train,10,1,100,2_multitask_dense
5,1.946194,-0.010292,4.146526,2.719255,0.644797,0.007008,-3.726051,2.504924,-7.037801,-45.122961,-0.033411,0.112344,GPP,train,10,1,100,2_multitask_dense
6,2.271086,-0.495711,5.200721,2.034708,0.761547,-0.921269,-4.919262,1.868933,-11.752177,-24.057251,-0.185787,-0.392626,GPP,train,10,1,100,2_multitask_dense
7,2.64138,-1.214553,5.62526,1.339871,0.717508,-1.803548,-5.388422,1.050256,-15.530996,-3.391231,-0.95301,-0.395795,GPP,train,10,1,100,2_multitask_dense
8,1.954478,-0.771125,3.870254,1.500252,0.631773,-1.11689,-3.774003,1.31237,-31.435491,-7.537553,-0.418555,-0.238937,GPP,train,10,1,100,2_multitask_dense
9,1.389871,-0.276863,2.894775,1.702301,0.600029,-0.109274,-2.719631,1.527391,-8.316423,-16.012688,-0.073745,-0.078181,GPP,train,10,1,100,2_multitask_dense
10,1.858109,-1.845027,1.122595,2.910434,0.939687,1.395658,-0.542694,2.80518,-2.871737,-137.105023,-0.8559,-0.088576,GPP,train,10,1,100,2_multitask_dense
11,3.568193,-13.681438,2.082189,4.166623,1.393543,3.428573,1.88519,4.100863,-21.58141,-765.401885,-3.867089,-1.120399,GPP,train,10,1,100,2_multitask_dense
12,4.249309,-11.378733,2.430302,4.648885,1.75397,4.13532,2.228177,4.623891,-5.042571,-1107.609602,-4.261723,-1.859597,GPP,train,10,1,100,2_multitask_dense
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,train,10,1,100,2_multitask_dense
2,1.416068,-0.105779,1.614637,2.312688,NA,-0.022039,-1.603194,2.254683,-499.951074,-49.173123,NA,-0.320954,ER,train,10,1,100,2_multitask_dense
3,1.776878,0.222192,2.071045,4.25435,NA,0.051758,-2.013588,3.749954,-89.955981,-4.341319,NA,0.199901,ER,train,10,1,100,2_multitask_dense
4,2.844221,-0.017074,1.96593,6.931193,NA,1.2622,-1.703643,6.577678,-14.490503,-8.124434,NA,0.06519,ER,train,10,1,100,2_multitask_dense
5,2.334121,0.01829,2.76051,5.133713,NA,0.725385,-2.69074,4.938177,-26.403593,-15.675051,NA,-0.011946,ER,train,10,1,100,2_multitask_dense
6,1.671762,0.164793,3.080162,2.860248,NA,-0.226155,-3.027471,2.657613,-38.685642,-5.484176,NA,0.087657,ER,train,10,1,100,2_multitask_dense
7,1.53058,0.08784,2.812734,2.952852,NA,-0.204254,-2.723355,2.674208,-15.610961,-5.608619,NA,-0.021149,ER,train,10,1,100,2_multitask_dense
8,1.592016,0.105196,2.750603,3.121874,NA,-0.352141,-2.669556,2.769886,-20.487569,-3.785621,NA,0.041682,ER,train,10,1,100,2_multitask_dense
9,1.384646,0.147928,2.42627,2.562238,NA,-0.225991,-2.335828,2.120616,-15.755378,-2.705124,NA,0.124048,ER,train,10,1,100,2_multitask_dense
10,1.801852,-0.001141,1.993023,4.205152,NA,0.696585,-1.908192,3.953518,-30.680951,-7.218378,NA,0.057213,ER,train,10,1,100,2_multitask_dense
11,1.363442,0.264064,1.681231,2.84379,NA,0.221883,-1.659583,2.624571,-66.115656,-6.328673,NA,0.196346,ER,train,10,1,100,2_multitask_dense
12,1.490723,0.056294,1.915793,3.09442,NA,0.100333,-1.909189,2.788688,-235.921448,-4.061718,NA,-0.040615,ER,train,10,1,100,2_multitask_dense
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K600,train,10,1,100,2_multitask_dense
2,7.621707,-0.82408,14.951689,0.656178,0.918416,-5.822733,-14.904097,-0.492396,-1186.902852,-1.038106,-0.987903,-0.04891,K600,train,10,1,100,2_multitask_dense
3,5.151216,-0.070076,12.546526,1.17572,0.628626,-3.31437,-12.0513,0.634182,-11.722143,-1.945808,0.178127,0.214507,K600,train,10,1,100,2_multitask_dense
4,3.686725,0.397404,9.369781,2.303313,0.467566,-1.73059,-9.042819,1.723193,-13.462754,-8.5254740000000009,0.538625,0.385022,K600,train,10,1,100,2_multitask_dense
5,2.727831,0.495801,6.12028,3.204813,0.444723,-0.088148,-5.941957,2.92903,-19.605719,-14.462081,0.413466,0.391501,K600,train,10,1,100,2_multitask_dense
6,3.023112,0.303182,5.500049,4.672644,0.691199,1.007273,-5.142992,4.501752,-9.376049,-16.390499,0.069233,0.274157,K600,train,10,1,100,2_multitask_dense
7,2.934706,0.044093,3.704803,4.772579,0.593664,1.768229,-3.238389,4.624098,-3.530372,-19.904796,-0.117552,0.248706,K600,train,10,1,100,2_multitask_dense
8,2.693026,0.048812,3.994451,3.895841,0.679456,1.568776,-3.322413,3.744909,-3.124323,-8.116424,-0.007562,0.294542,K600,train,10,1,100,2_multitask_dense
9,2.523991,0.37153,6.016777,3.079357,0.671069,-0.04014,-5.45478,2.799489,-6.005623,-3.857765,0.181944,0.338906,K600,train,10,1,100,2_multitask_dense
10,3.332137,0.07554,8.543707,1.720356,0.477668,-1.79931,-8.284504,0.865128,-22.055211,-1.130465,0.22437000000000001,0.278007,K600,train,10,1,100,2_multitask_dense
11,4.145887,-0.42118,9.32726,1.164802,0.586065,-3.212427,-9.187903,-0.494912,-40.692449,-1.030738,-0.430844,0.242702,K600,train,10,1,100,2_multitask_dense
12,5.069213,-0.258352,11.963089,2.751929,0.807486,-3.434835,-11.938679,1.16847,-459.752582,-2.990057,-0.098732,0.113244,K600,train,10,1,100,2_multitask_dense
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depth,train,10,1,100,2_multitask_dense
2,0.476265,-0.661244,0.86949,0.059543,0.676554,-0.378773,-0.836708,-0.050326,-21.336684,0.580992,-1.777158,0.414843,depth,train,10,1,100,2_multitask_dense
3,0.428775,0.080853,0.952534,0.149441,0.483453,-0.206851,-0.823254,0.097508,-3.279039,-24.468575,-0.299817,0.387354,depth,train,10,1,100,2_multitask_dense
4,0.317442,0.315157,0.730998,0.223531,0.316472,0.015531,-0.523553,0.161331,-1.046902,-151.227977,0.320197,0.490151,depth,train,10,1,100,2_multitask_dense
5,0.324968,0.214827,0.733022,0.181005,0.498741,-0.067334,-0.496549,-0.074335,-0.785572,-61.445248,-0.653965,0.55225900000000006,depth,train,10,1,100,2_multitask_dense
6,0.282086,0.230777,0.58528,0.159671,0.484172,-0.031369,-0.438287,-0.107811,-1.111098,-31.476355,-0.650921,0.591078,depth,train,10,1,100,2_multitask_dense
7,0.268561,-0.071826,0.38977,0.129488,0.422258,0.112872,-0.220799,0.095481,-0.559451,-44.806416,-0.287644,0.526125,depth,train,10,1,100,2_multitask_dense
8,0.35266,0.10669,0.769817,0.095752,0.46131,0.105818,-0.334364,-0.02072,-0.096467,-41.527447,-0.236042,0.443321,depth,train,10,1,100,2_multitask_dense
9,0.364025,0.123958,0.788637,0.170953,0.773828,0.008329,-0.485288,-0.06792,-0.364071,-125.644553,-2.084146,0.502645,depth,train,10,1,100,2_multitask_dense
10,0.415244,-0.254928,0.881586,0.257009,0.978464,-0.16327,-0.667631,-0.233613,-1.213444,-107.563209,-4.313233,0.3923,depth,train,10,1,100,2_multitask_dense
11,0.319714,-0.187396,0.601462,0.206604,0.693943,-0.153371,-0.421213,-0.107444,-1.008486,-92.477021,-2.685854,0.51014,depth,train,10,1,100,2_multitask_dense
12,0.541332,-0.309735,1.22288,0.149751,0.712738,-0.324411,-1.116213,0.062578,-2.981129,-24.653912,-1.903799,0.213479,depth,train,10,1,100,2_multitask_dense
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,train,10,1,100,2_multitask_dense
2,1.3191329999999999,0.364317,0.914317,2.026433,0.369318,1.035914,0.234654,2.01337,-11.4555,-125.572119,0.260452,0.668406,temp.water,train,10,1,100,2_multitask_dense
3,1.3551010000000001,0.77361,1.032071,2.281407,0.400873,0.62222,-0.340516,2.05475,0.551432,-2.413052,0.522357,0.804665,temp.water,train,10,1,100,2_multitask_dense
4,1.375663,0.684878,2.050231,1.043548,0.110772,-0.455072,-1.43703,0.334021,-2.327007,-1.128893,0.677468,0.822928,temp.water,train,10,1,100,2_multitask_dense
5,1.350016,0.703048,0.799895,1.97738,0.083517,0.705486,-0.26005,1.763893,0.358415,-6.854965,0.664951,0.846093,temp.water,train,10,1,100,2_multitask_dense
6,1.135629,0.714013,1.796075,1.502023,0.05494,0.290076,-1.677728,1.362712,-6.965589,-3.254769,0.713153,0.643951,temp.water,train,10,1,100,2_multitask_dense
7,1.442564,0.385544,3.196852,0.920773,0.059653,-0.745991,-3.090676,0.706093,-12.946931,-4.460454,0.423605,0.454895,temp.water,train,10,1,100,2_multitask_dense
8,1.058321,0.544183,2.162402,0.981308,0.046708,-0.447131,-2.051597,0.772471,-7.259108,-5.224592,0.555817,0.593434,temp.water,train,10,1,100,2_multitask_dense
9,0.954323,0.816418,1.422406,1.356897,0.050342,0.226582,-1.230608,1.20441,-4.448271,-10.780362,0.808592,0.733323,temp.water,train,10,1,100,2_multitask_dense
10,1.485455,0.666642,0.989072,2.410625,0.113282,0.951688,0.308299,1.695867,-0.388861,-6.49668,0.661947,0.868229,temp.water,train,10,1,100,2_multitask_dense
11,1.480987,0.667618,0.773464,2.428022,0.222062,0.907512,0.147989,2.334505,0.415339,-10.435413,0.618887,0.799144,temp.water,train,10,1,100,2_multitask_dense
12,1.204308,0.595229,0.906821,1.913912,0.197912,0.815359,-0.415979,1.788403,-2.351517,-13.229676,0.535441,0.781782,temp.water,train,10,1,100,2_multitask_dense
1,0.455621,0.789384,0.774259,0.506178,0.033328000000000003,0.002164,-0.751349,0.348664,-43.960781,-4.132807,0.793932,0.715429,do_min,val,10,1,100,2_multitask_dense
2,0.574277,0.777788,0.931866,0.758488,0.046098,0.094182,-0.588116,0.440786,-1.93811,-0.817004,0.787442,0.862268,do_min,val,10,1,100,2_multitask_dense
3,1.891101,-1.28079,0.892539,3.271076,0.321998,-0.412265,-0.463849,-1.114481,-1.17623,-13.729152,-7.209124,0.011179,do_min,val,10,1,100,2_multitask_dense
4,1.569361,-0.61397,0.803688,2.754365,0.278973,-0.255177,-0.40103,-0.502225,-3.588135,-24.964028,-3.353245,0.276287,do_min,val,10,1,100,2_multitask_dense
5,1.478151,-0.700285,0.968113,1.966345,0.26132,-0.173113,-0.544741,1.010007,-6.204929,-11.569103,-2.224848,0.326675,do_min,val,10,1,100,2_multitask_dense
6,1.257635,-0.763584,0.912428,1.58086,0.230017,-0.081181,-0.689674,0.871654,-15.937239,-6.712909,-1.816893,0.297411,do_min,val,10,1,100,2_multitask_dense
7,1.0839,-0.331235,0.813283,1.070098,0.205909,-0.101438,-0.607189,0.295901,-8.620546,-1.33852,-0.805736,0.43265,do_min,val,10,1,100,2_multitask_dense
8,1.161484,-0.849851,0.581807,1.241519,0.218405,-0.22035,-0.472172,0.227118,-7.167687,-4.812129,-1.816585,0.269133,do_min,val,10,1,100,2_multitask_dense
9,1.177454,-0.321713,0.683375,1.608742,0.214489,-0.168658,-0.521184,0.050659,-7.118515,-3.761291,-1.093329,0.422341,do_min,val,10,1,100,2_multitask_dense
10,1.815936,-2.368961,1.10612,2.132953,0.315968,-0.221701,-0.386525,-0.013471,-15.87815,-11.181219,-6.658201,-0.135702,do_min,val,10,1,100,2_multitask_dense
11,2.280519,-3.144833,1.912356,2.766726,0.3842,-0.329197,-0.69008,-0.242966,-19.76636,-34.367812,-12.089332,-0.344086,do_min,val,10,1,100,2_multitask_dense
12,2.303038,-2.799439,0.841173,3.64949,0.362574,-0.496729,-0.551748,-1.183363,-1.435432,-95.233962,-12.652049,-0.277576,do_min,val,10,1,100,2_multitask_dense
1,0.514086,0.722603,0.879489,0.395888,0.036283,-0.228635,-0.870029,0.333097,-312.268108,-5.975231,0.737071,0.713265,do_mean,val,10,1,100,2_multitask_dense
2,0.6958,0.589577,1.715251,0.652251,0.051305,-0.110109,-1.367636,0.377021,-2.898485,-1.596912,0.607094,0.696648,do_mean,val,10,1,100,2_multitask_dense
3,2.343401,-3.424024,2.133491,3.37097,0.360362,-0.748171,-1.527909,-1.185856,-9.716449,-19.461797,-15.099775,-0.334584,do_mean,val,10,1,100,2_multitask_dense
4,2.066879,-1.367244,3.010892,3.048401,0.323425,-0.781549,-2.233201,-1.077478,-26.50456,-34.182747,-5.626311,0.201108,do_mean,val,10,1,100,2_multitask_dense
5,1.678439,-1.269453,2.056926,1.689,0.27708,-0.341814,-1.121613,0.852949,-2.775429,-18.192835,-4.189902,0.184941,do_mean,val,10,1,100,2_multitask_dense
6,1.393698,-2.267111,0.960221,1.572251,0.245755,-0.221361,-0.746206,0.61359,-10.058401,-11.399937,-5.614993,-0.067116,do_mean,val,10,1,100,2_multitask_dense
7,1.307721,-1.918093,1.1892,1.322223,0.23323,-0.138901,-0.697769,0.111103,-4.495471,-10.914876,-4.213047,-0.026775,do_mean,val,10,1,100,2_multitask_dense
8,1.355529,-3.849465,1.534909,1.744522,0.238151,-0.267434,-0.70536,-0.436522,-99.544494,-18.704056,-7.834286,-0.472218,do_mean,val,10,1,100,2_multitask_dense
9,1.345691,-1.877367,0.844077,1.862083,0.233973,-0.437162,-0.638221,-0.818443,-22.659259,-6.341172,-4.358707,-0.025415,do_mean,val,10,1,100,2_multitask_dense
10,1.963607,-3.335326,2.93647,2.151234,0.328476,-0.524726,-1.401244,-0.368563,-168.762303,-18.171453,-9.870848,-0.284381,do_mean,val,10,1,100,2_multitask_dense
11,2.403944,-4.203029,2.223744,2.931481,0.390672,-0.648502,-1.194835,-0.755723,-22.326056,-60.208096,-16.452517,-0.515989,do_mean,val,10,1,100,2_multitask_dense
12,2.440902,-3.41767,0.968005,3.394132,0.373308,-0.664974,-0.814231,-0.997082,-3.287668,-92.257178,-15.126312,-0.370494,do_mean,val,10,1,100,2_multitask_dense
1,0.794267,0.363006,1.490947,0.603823,0.054743,-0.405793,-1.468917,0.560885,-95.415981,-16.872654,0.397555,0.429185,do_max,val,10,1,100,2_multitask_dense
2,1.061815,0.175127,2.844999,0.744074,0.073466,-0.136964,-2.565534,0.453008,-5.653083,-6.673703,0.197887,0.322168,do_max,val,10,1,100,2_multitask_dense
3,2.912214,-3.417887,4.177757,1.827891,0.344104,-0.922873,-3.303406,0.096439,-36.265824,-6.737903,-10.615561,-0.224587,do_max,val,10,1,100,2_multitask_dense
4,2.892232,-0.974755,6.012729,2.255572,0.331641,-1.139357,-4.879345,-0.109223,-29.029585,-20.423394,-3.169584,0.285278,do_max,val,10,1,100,2_multitask_dense
5,1.98398,-0.720981,3.322584,1.60324,0.257633,-0.296358,-2.001984,1.031279,-1.395398,-14.389425,-2.53472,0.287401,do_max,val,10,1,100,2_multitask_dense
6,1.622693,-1.239525,2.361156,1.744815,0.229186,-0.186928,-1.826616,0.968319,-9.276362,-20.654038,-3.060891,0.156018,do_max,val,10,1,100,2_multitask_dense
7,1.720196,-1.520847,2.903464,1.947408,0.246705,-0.025778,-2.049674,0.586057,-18.626241,-56.374214,-3.079926,0.097918,do_max,val,10,1,100,2_multitask_dense
8,1.802587,-3.876864,3.273913,1.927923,0.2575,-0.295837,-2.087203,0.020423,-77.538967,-23.888337,-6.876108,-0.38882100000000003,do_max,val,10,1,100,2_multitask_dense
9,1.781387,-2.718708,3.030078,1.998124,0.249005,-0.800067,-2.198502,-0.666658,-55.738546,-8.126213,-5.163424,-0.033778,do_max,val,10,1,100,2_multitask_dense
10,2.277493,-2.738959,5.010795,1.760498,0.308417,-1.003325,-3.675979,-0.092343,-101.753334,-18.628066,-6.603277,-0.025531,do_max,val,10,1,100,2_multitask_dense
11,2.490444,-2.993093,1.780859,2.75028,0.340409,-1.024102,-1.623476,-0.84729,-10.464726,-42.753023,-10.174821,-0.158125,do_max,val,10,1,100,2_multitask_dense
12,2.47309,-2.422917,1.6816,2.94675,0.322971,-0.714965,-1.632768,-0.367824,-24.735949,-80.784882,-9.089722,-0.08509,do_max,val,10,1,100,2_multitask_dense
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,val,10,1,100,2_multitask_dense
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GPP,val,10,1,100,2_multitask_dense
3,3.432679,-0.791054,2.347003,4.489984,1.435707,2.307866,-1.890559,4.4257,-2.581883,-748.053563,-0.611938,-0.156896,GPP,val,10,1,100,2_multitask_dense
4,4.480584,0.127471,10.962321,3.295689,1.005284,-1.855872,-10.145092,3.289583,-5.480936,-253.84533,0.207454,0.14623,GPP,val,10,1,100,2_multitask_dense
5,3.704124,-0.139276,9.131842,3.185848,1.224891,-0.49574,-8.327592,3.127566,-5.119769,-626.94864,-0.075878,-0.327771,GPP,val,10,1,100,2_multitask_dense
6,3.272004,-0.101588,8.765134,2.608395,0.964076,-0.65779,-6.82633,2.5999,-1.55009,-219.943784,-0.086579,-0.453575,GPP,val,10,1,100,2_multitask_dense
7,2.831398,-0.259698,6.59908,2.145194,0.943417,-1.355317,-6.394663,1.9911,-16.133425,-71.506919,-0.073574,-0.132564,GPP,val,10,1,100,2_multitask_dense
8,2.184415,-0.514101,4.674882,1.694386,0.934618,-1.049435,-4.489602,1.442592,-24.381413,-33.976401,-0.149593,-0.157962,GPP,val,10,1,100,2_multitask_dense
9,1.753217,-0.311514,3.926884,1.676522,0.792407,-0.350301,-3.584575,1.470572,-11.078933,-113.238807,-0.073073,-0.072805,GPP,val,10,1,100,2_multitask_dense
10,1.792403,-2.125548,1.290137,2.476242,0.939726,1.470935,-0.248901,2.398691,-1.98308,-196.158236,-1.025913,-0.050728,GPP,val,10,1,100,2_multitask_dense
11,2.900915,-7.080272,1.8743,3.857766,1.347011,2.713304,1.543806,3.8093,-23.730503,-562.280959,-1.64023,-0.541961,GPP,val,10,1,100,2_multitask_dense
12,3.417558,-10.340453,0.980343,4.763413,1.367498,3.140794,0.915986,4.641725,-5.514324,-5843.053751,-3.031412,-0.984982,GPP,val,10,1,100,2_multitask_dense
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,val,10,1,100,2_multitask_dense
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ER,val,10,1,100,2_multitask_dense
3,2.804115,-0.752009,1.316988,6.631434,NA,0.876189,-0.14359,5.969293,-57.525298,-17.174813,NA,0.012085,ER,val,10,1,100,2_multitask_dense
4,4.953799,-0.680704,1.73352,12.666573,NA,2.821013,-0.931232,11.413767,-11.920651,-7.148855,NA,-0.238896,ER,val,10,1,100,2_multitask_dense
5,5.062228,-1.071279,1.873747,11.792274,NA,3.194055,-1.445639,11.647038,-17.195981,-36.350671,NA,-0.406757,ER,val,10,1,100,2_multitask_dense
6,4.754211,-0.682028,1.042524,12.268543,NA,2.383474,-0.862544,10.933597,-4.719495,-4.261747,NA,-0.387746,ER,val,10,1,100,2_multitask_dense
7,5.145535,-2.058195,1.315599,11.180922,NA,3.084219,-0.466319,10.964944,-1.348188,-43.579061,NA,-0.571111,ER,val,10,1,100,2_multitask_dense
8,4.59872,-1.931531,1.143465,9.99388,NA,2.627792,0.582657,9.803889,-1.758588,-37.624352,NA,-0.384908,ER,val,10,1,100,2_multitask_dense
9,4.725485,-1.900276,1.292054,10.413606,NA,2.703118,-0.361973,10.261202,-11.304239,-58.60224,NA,-0.471537,ER,val,10,1,100,2_multitask_dense
10,3.047533,-1.758809,1.292793,6.684266,NA,1.535789,-0.962978,6.572211,-11.622341,-35.526621,NA,-0.511498,ER,val,10,1,100,2_multitask_dense
11,2.469022,-1.608673,1.391145,5.837344,NA,1.195991,-0.315502,5.351285,-17.050613,-11.775655,NA,-0.210857,ER,val,10,1,100,2_multitask_dense
12,3.514038,-1.059961,2.412541,7.537959,NA,2.060328,-2.411776,6.438753,-878.717363,-7.785841,NA,-0.424956,ER,val,10,1,100,2_multitask_dense
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K600,val,10,1,100,2_multitask_dense
2,6.023185,0.11076,11.772488,2.648674,0.846889,-4.789848,-11.747843,-2.568323,-5877.24621,-23.84516,-0.641663,0.072233,K600,val,10,1,100,2_multitask_dense
3,3.462287,0.402448,7.4776300000000004,1.664579,0.962247,-2.890249,-7.013398,-1.534508,-15.600499,-75.098413,-0.958021,0.368393,K600,val,10,1,100,2_multitask_dense
4,2.584854,0.628374,5.449726,1.440465,1.239857,-1.902897,-5.26382,-0.998389,-17.886867,-47.286138,-1.242646,0.533986,K600,val,10,1,100,2_multitask_dense
5,2.163118,0.703267,5.658285,1.564441,0.499381,-0.545854,-5.220141,0.912437,-6.790601,-33.977184,0.526621,0.644848,K600,val,10,1,100,2_multitask_dense
6,1.982546,0.567265,2.099629,2.62428,0.566466,1.312609,-1.318207,2.505678,-0.687141,-73.353309,0.269266,0.629649,K600,val,10,1,100,2_multitask_dense
7,2.03394,0.330167,2.090562,1.882943,0.456759,1.088676,-0.150653,1.731123,-0.179482,-35.990518,0.169078,0.65737,K600,val,10,1,100,2_multitask_dense
8,2.322448,-0.567198,2.899211,1.110965,0.521576,0.708013,0.777107,0.812685,-12.182019,-6.904106,-0.430121,0.257824,K600,val,10,1,100,2_multitask_dense
9,2.92996,-1.024591,3.639232,2.309626,1.086663,-0.987681,-0.868753,-0.321072,-33.122566,-12.083659,-4.002816,0.204718,K600,val,10,1,100,2_multitask_dense
10,2.589075,0.205421,4.529246,1.791307,1.250253,-1.892734,-3.991737,-1.67627,-4.716456,-15.129936,-4.839332,0.613317,K600,val,10,1,100,2_multitask_dense
11,3.652211,-0.82578,4.868802,3.229749,0.880888,-3.141773,-4.698267,-3.19936,-17.17877,-167.076158,-7.176082,0.389993,K600,val,10,1,100,2_multitask_dense
12,4.823917,0.011964,9.922364,2.287795,0.692042,-4.219554,-9.799572,-2.28041,-35.797803,-20704.384756,-1.053497,0.172769,K600,val,10,1,100,2_multitask_dense
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,depth,val,10,1,100,2_multitask_dense
2,2.245989,-16.532601,3.735465,0.01149,0.385468,-1.751238,-3.73369,-0.005456,-15306.800113,0.466189,-0.047854,-1.189807,depth,val,10,1,100,2_multitask_dense
3,2.607854,-7.360133,4.608854,0.155117,0.346704,-1.962766,-4.564935,0.094806,-52.686231,-30.17186,-0.280355,-1.088883,depth,val,10,1,100,2_multitask_dense
4,2.194599,-5.058748,3.965094,0.143362,0.29272,-1.653879,-3.810531,0.011766,-10.425798,-24.586524,-0.246786,-0.927004,depth,val,10,1,100,2_multitask_dense
5,2.151279,-3.898059,4.197748,0.230244,0.350006,-1.608906,-4.009629,-0.017987,-9.999939,-30.934776,-0.302752,-0.880133,depth,val,10,1,100,2_multitask_dense
6,1.950528,-4.458016,3.570971,0.188159,0.480239,-1.464409,-3.509913,-0.016236,-25.334089,-95.979887,-1.862729,-0.968748,depth,val,10,1,100,2_multitask_dense
7,2.120734,-8.244117,3.176192,0.237005,0.468856,-1.571388,-3.127367,0.139707,-29.740689,-122.02319,-1.395166,-0.984339,depth,val,10,1,100,2_multitask_dense
8,2.158242,-18.807494,2.82775,0.171155,0.518338,-1.555255,-2.736733,0.106835,-26.923112,-82.850454,-2.838363,-1.687111,depth,val,10,1,100,2_multitask_dense
9,2.301129,-20.826229,3.683556,0.143871,0.6934,-1.664382,-3.577177,-0.069334,-44.289751,-101.336067,-2.701799,-1.924166,depth,val,10,1,100,2_multitask_dense
10,1.749093,-5.020424,3.598771,0.296274,1.082283,-1.111943,-3.506934,-0.274477,-13.527474,-571.752197,-13.160562,-0.985518,depth,val,10,1,100,2_multitask_dense
11,1.682692,-7.953915,3.087449,0.162848,0.617209,-1.049093,-3.036306,-0.06995,-30.156674,-196.86582,-5.216606,-1.159792,depth,val,10,1,100,2_multitask_dense
12,2.111149,-12.59548,3.1053,0.068507,0.179239,-1.631561,-3.102277,-0.065084,-212.634398,-10.159867,0.666102,-1.207507,depth,val,10,1,100,2_multitask_dense
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,temp.water,val,10,1,100,2_multitask_dense
2,7.530888,-82.563273,1.154436,7.72097,0.183483,-4.965666,0.845747,-5.131375,-60.1274,-9897.59741,-0.356328,-5.046333,temp.water,val,10,1,100,2_multitask_dense
3,8.459124,-5.700191,12.365555,7.375102,1.346123,-6.212171,-11.292072,-6.570587,-51.9716,-38.599087,-18.175729,-0.320768,temp.water,val,10,1,100,2_multitask_dense
4,10.13717,-12.309,13.40421,7.080234,1.868457,-8.123786,-12.292109,-4.194534,-215.652291,-96.528863,-80.638736,-0.508327,temp.water,val,10,1,100,2_multitask_dense
5,11.257118,-8.377318,15.989493,4.731683,1.141493,-8.705115,-14.829404,-2.046724,-126.482781,-118.686804,-29.540311,-0.314375,temp.water,val,10,1,100,2_multitask_dense
6,13.451405,-29.722716,19.355285,8.760617,0.987544,-10.664842,-19.34906,-4.871715,-2820.958676,-208.637719,-85.083634,-1.371315,temp.water,val,10,1,100,2_multitask_dense
7,16.895428,-57.12397,24.583463,8.007667,1.420375,-13.753817,-24.472745,-4.499817,-1223.771116,-90.969255,-266.194786,-2.237204,temp.water,val,10,1,100,2_multitask_dense
8,17.613064,-83.428537,25.771904,8.39677,1.819363,-14.385353,-24.621478,-4.5981,-781.380329,-395.936361,-595.805805,-3.104631,temp.water,val,10,1,100,2_multitask_dense
9,16.676197,-37.562227,23.9464,9.807293,2.044226,-13.199511,-23.328601,-5.155281,-2513.424274,-73.297939,-254.130936,-1.799479,temp.water,val,10,1,100,2_multitask_dense
10,9.9066,-14.704961,15.34937,5.133962,1.888861,-5.924787,-13.799492,-0.314808,-134.459791,-84.989668,-120.998733,-1.225648,temp.water,val,10,1,100,2_multitask_dense
11,7.204429,-6.301486,9.458698,5.939954,1.022041,-4.085287,-6.435306,-4.409184,-111.027563,-56.280848,-12.878808,-0.60836,temp.water,val,10,1,100,2_multitask_dense
12,7.052194,-13.012811,7.181517,7.565702,0.107083,-5.15322,-5.058616,-7.492336,-11077.786658,-311.289397,0.264409,-1.246939,temp.water,val,10,1,100,2_multitask_dense
1,0.455621,0.789384,0.774259,0.506178,0.033328000000000003,0.002164,-0.751349,0.348664,-43.960781,-4.132807,0.793932,0.715429,do_min,val_times,10,1,100,2_multitask_dense
2,0.503654,0.81429,0.358879,0.758488,0.042105,0.121397,-0.241441,0.440786,0.032442,-0.817004,0.813495,0.909692,do_min,val_times,10,1,100,2_multitask_dense
3,2.018837,-2.198399,0.912766,3.597019,0.346896,-0.53939,-0.460725,-1.678195,-1.669482,-26.713081,-10.883428,-0.248538,do_min,val_times,10,1,100,2_multitask_dense
4,1.633768,-0.844267,0.729982,2.851158,0.29676399999999997,-0.366723,-0.428226,-1.004574,-2.818025,-35.100915,-4.253121,0.175811,do_min,val_times,10,1,100,2_multitask_dense
