rmse,nse,rmse_top10,rmse_bot10,rmse_logged,mean_bias,mean_bias_top10,mean_bias_bot10,nse_top10,nse_bot10,nse_logged,kge,variable,partition,nstates,rep_id,nepochs,model_id
2.126099,-0.108609,1.442549,2.575012,0.547923,-0.287939,-0.362883,0.16885,-2.290602,-11.784825,-4.925281,0.459553,do_min,val_times,10,2,100,1_metab_multitask
2.4394,-0.584656,1.851698,2.742297,0.642016,-0.413124,-0.469637,-0.222886,-5.635155,-22.812258,-10.045167,0.303015,do_mean,val_times,10,2,100,1_metab_multitask
2.940171,-0.96867,4.252117,2.642804,0.664675,-0.617234,-2.361423,0.177457,-20.478628,-23.837392,-11.582316,0.253536,do_max,val_times,10,2,100,1_metab_multitask
2.348789,0.148469,6.072789,1.696575,0.858143,-0.238288,-5.135758,1.258963,-2.016576,-37.125814,-0.217485,0.2198,GPP,val_times,10,2,100,1_metab_multitask
2.033373,0.051903,2.169878,4.929085,NA,0.041723,-2.086022,4.500837,-26.777497,-7.262235,NA,0.058088,ER,val_times,10,2,100,1_metab_multitask
2.718233,0.391581,3.563092,5.054775,0.614448,0.804054,-2.829138,4.993089,-2.317636,-213.151673,0.059815,0.528818,K600,val_times,10,2,100,1_metab_multitask
0.432861,0.095364,1.020813,0.213049,0.486306,1.07e-4,-0.940506,0.201877,-5.491462,-130.174102,0.153286,0.16011,depth,val_times,10,2,100,1_metab_multitask
3.034729,0.774317,7.472975,1.19517,0.183248,-1.319644,-6.720922,0.322064,-31.268026,-0.41235,0.814509,0.818192,temp.water,val_times,10,2,100,1_metab_multitask
0.846942,0.8266,1.297129,1.171127,0.097419,-0.067694,-1.042597,0.95847,-1.418649,-3.788848,0.797253,0.863212,do_min,train,10,3,100,1_metab_multitask
0.724351,0.856996,1.284505,0.815916,0.071348,-0.10293,-0.998327,0.64807,-1.760715,-2.621667,0.84982,0.890187,do_mean,train,10,3,100,1_metab_multitask
1.154293,0.670571,2.354488,1.099564,0.099721,-0.101983,-1.866447,0.97280199999999994,-4.683931,-5.422369,0.675923,0.739734,do_max,train,10,3,100,1_metab_multitask
2.282712,0.124537,5.734071,2.369959,0.712935,-0.179529,-5.195959,2.268709,-4.313602,-71.056267,0.105283,0.043895000000000003,GPP,train,10,3,100,1_metab_multitask
2.012864,0.087911,2.600069,4.617834,NA,0.079052,-2.501634,4.216691,-42.626939,-5.900632,NA,0.017834,ER,train,10,3,100,1_metab_multitask
2.824253,0.449978,6.548487,3.385388,0.534022,-0.399857,-6.067014,3.105507,-6.240461,-10.166267,0.312889,0.381345,K600,train,10,3,100,1_metab_multitask
0.326724,0.260511,0.782923,0.243368,0.370062,0.066234,-0.579736,0.236513,-1.160915,-59.233441,0.258771,0.313883,depth,train,10,3,100,1_metab_multitask
1.757948,0.917044,3.257322,3.042024,0.235695,-0.13907,-3.070742,2.513308,-8.095422,-2.941018,0.790597,0.850518,temp.water,train,10,3,100,1_metab_multitask
2.116613,-0.045867,1.570778,2.422394,0.689247,-0.402206,-0.855719,0.539729,-2.838365,-11.930155,-7.799434,0.520814,do_min,val,10,3,100,1_metab_multitask
2.323463,-0.355103,1.919046,2.418143,0.711935,-0.476054,-0.981814,0.348684,-5.113648,-20.830637,-11.706485,0.414984,do_mean,val,10,3,100,1_metab_multitask
2.885279,-0.78018,4.266751,2.712949,0.76304,-0.518257,-2.658831,0.965092,-16.136937,-31.645162,-14.469776,0.311426,do_max,val,10,3,100,1_metab_multitask
2.884758,-0.094836,6.419646,3.797596,1.122468,0.660243,-5.309962,3.736561,-2.247258,-444.596093,-0.351537,-0.219274,GPP,val,10,3,100,1_metab_multitask
2.836286,0.113829,3.146631,7.147484,NA,0.283351,-3.04645,6.497867,-64.82524,-4.843385,NA,0.004099,ER,val,10,3,100,1_metab_multitask
4.305187,-0.740134,3.56487,7.125721,0.947104,2.887325,-2.866891,7.026656,-1.58849,-406.128358,-1.053525,-0.145659,K600,val,10,3,100,1_metab_multitask
0.935866,-0.393495,2.297631,0.292434,0.772424,-0.463364,-2.14313,0.273567,-6.08273,-139.4782,-0.399396,-0.338148,depth,val,10,3,100,1_metab_multitask
2.708047,0.844307,5.519726,3.068663,0.210586,-0.205073,-5.410351,2.806298,-24.261964,-5.245504,0.812561,0.745029,temp.water,val,10,3,100,1_metab_multitask
2.221904,-0.210772,1.61766,2.581323,0.736018,-0.536455,-0.871743,0.047514,-3.137986,-11.847568,-9.675613,0.455406,do_min,val_times,10,3,100,1_metab_multitask
2.444673,-0.591513,1.937547,2.691591,0.761386,-0.609671,-0.97081,-0.172574,-6.264655,-21.939797,-14.531409,0.332642,do_mean,val_times,10,3,100,1_metab_multitask
3.025296,-1.084317,4.415149,2.891867,0.815393,-0.672647,-2.703174,0.529789,-22.157237,-28.739443,-17.93773,0.230891,do_max,val_times,10,3,100,1_metab_multitask
2.623903,-0.062693,6.290097,3.255515,0.879274,0.321244,-5.213891,3.124362,-2.236328,-139.382287,-0.219239,-0.176911,GPP,val_times,10,3,100,1_metab_multitask
1.937013,0.139633,2.878866,4.219763,NA,-0.253008,-2.775339,3.817991,-47.895123,-5.055374,NA,0.087964,ER,val_times,10,3,100,1_metab_multitask
3.302904,0.1017,4.451396,6.858135,0.692029,1.110114,-4.029113,6.772658,-4.17806,-393.212008,-0.192592,0.191838,K600,val_times,10,3,100,1_metab_multitask
0.475145,-0.090008,1.123099,0.268736,0.556846,0.005746,-1.059001,0.263574,-6.857541,-207.708462,-0.110165,-0.08048,depth,val_times,10,3,100,1_metab_multitask
2.334767,0.866418,5.17654,2.217618,0.149503,-0.450809,-5.022315,1.951248,-14.483332,-3.86246,0.876535,0.773683,temp.water,val_times,10,3,100,1_metab_multitask
0.814684,0.839557,1.182458,1.073904,0.094709,-0.174224,-0.898797,0.83372,-1.009917,-3.026748,0.808378,0.875852,do_min,train,10,4,100,1_metab_multitask
0.700919,0.866098,1.207927,0.775953,0.069292,-0.153408,-0.87127,0.564811,-1.441355,-2.275584,0.858352,0.889363,do_mean,train,10,4,100,1_metab_multitask
1.139816,0.678782,2.418594,1.157986,0.097679,-0.107564,-1.947206,0.956452,-4.997662,-6.12296,0.689063,0.69861,do_max,train,10,4,100,1_metab_multitask
2.306774,0.105984,5.81956,2.386066,0.721671,-0.082914,-5.263643,2.290085,-4.473223,-72.039023,0.083222,-0.006513,GPP,train,10,4,100,1_metab_multitask
1.946622,0.146956,2.462668,4.424814,NA,0.005434,-2.318175,3.978657,-38.137833,-5.335811,NA,0.140534,ER,train,10,4,100,1_metab_multitask
2.398986,0.603148,5.713759,2.615661,0.489414,-0.207989,-5.136957,2.267415,-4.51224,-5.665826,0.422885,0.591637,K600,train,10,4,100,1_metab_multitask
0.307976,0.342941,0.784516,0.180707,0.332399,-0.012145,-0.591374,0.139703,-1.169716,-32.20914,0.401972,0.403268,depth,train,10,4,100,1_metab_multitask
2.323795,0.855045,3.8437770000000002,4.55756,0.289308,0.192987,-3.685788,4.292918,-11.665373,-7.846019,0.684498,0.747111,temp.water,train,10,4,100,1_metab_multitask
2.047878,0.020957,1.625313,2.057616,0.587086,-0.549222,-0.927755,0.082269,-3.109513,-8.329167,-5.396146,0.556511,do_min,val,10,4,100,1_metab_multitask
2.320384,-0.351513,2.027227,2.171197,0.623265,-0.6514,-1.070941,-0.359117,-5.822357,-16.599512,-8.741476,0.428865,do_mean,val,10,4,100,1_metab_multitask
2.799596,-0.676018,4.365934,2.206328,0.600516,-0.659913,-2.865972,0.255488,-16.942909,-20.591152,-8.581406,0.352809,do_max,val,10,4,100,1_metab_multitask
2.682379,0.053391,6.773395,2.887788,1.020859,0.22517,-5.777585,2.853732,-2.614992,-256.664451,-0.117922,-0.108958,GPP,val,10,4,100,1_metab_multitask
2.903699,0.071203,2.729122,7.510034,NA,0.529694,-2.588804,6.897978,-48.516138,-5.451222,NA,-0.024339,ER,val,10,4,100,1_metab_multitask
3.023043,0.142,2.950362,5.006186,0.762858,1.882731,-1.921269,4.929781,-0.773003,-199.94982,-0.332268,0.352489,K600,val,10,4,100,1_metab_multitask
0.828069,-0.090965,2.145243,0.212561,0.605591,-0.398092,-1.974725,0.177395,-5.174374,-73.219754,0.139822,0.013119,depth,val,10,4,100,1_metab_multitask
3.460197,0.745809,7.533867,3.883161,0.247922,-1.042748,-7.429984,3.703327,-46.061743,-9.00092,0.740205,0.625548,temp.water,val,10,4,100,1_metab_multitask
2.158619,-0.142783,1.641498,2.301443,0.627642,-0.644903,-0.865198,-0.272811,-3.260836,-9.21261,-6.774882,0.491985,do_min,val_times,10,4,100,1_metab_multitask
2.44698,-0.594519,2.01351,2.526733,0.666766,-0.730076,-0.980107,-0.659911,-6.845454,-19.215762,-10.913802,0.345667,do_mean,val_times,10,4,100,1_metab_multitask
2.936041,-0.963144,4.474168,2.510101,0.641536,-0.747368,-2.864898,0.0879,-22.780482,-21.4057,-10.721518,0.275915,do_max,val_times,10,4,100,1_metab_multitask
2.435843,0.084178,6.264805,2.57512,0.807699,0.189043,-5.254572,2.519012,-2.210354,-86.835091,-0.028821,-0.039348,GPP,val_times,10,4,100,1_metab_multitask
1.892107,0.179062,2.473344,4.372957,NA,-0.160036,-2.328489,3.953115,-35.090376,-5.503023,NA,0.148747,ER,val_times,10,4,100,1_metab_multitask
2.523619,0.475582,3.770346,4.528704,0.564952,0.743231,-3.223707,4.48524,-2.714813,-170.895972,0.205185,0.55324,K600,val_times,10,4,100,1_metab_multitask
0.366274,0.352279,0.872279,0.180942,0.410545,-0.006158,-0.788621,0.157051,-3.739816,-93.616618,0.396553,0.360908,depth,val_times,10,4,100,1_metab_multitask
2.915445,0.791709,6.852852,3.045045,0.184044,-0.827285,-6.677075,2.925338,-26.134889,-8.167906,0.812894,0.674481,temp.water,val_times,10,4,100,1_metab_multitask
1.03832,0.739382,1.670713,1.496904,0.11541,0.144123,-1.46704,1.351524,-3.012457,-6.823685,0.715453,0.767713,do_min,train,10,5,100,1_metab_multitask
0.923009,0.767799,1.628605,1.105225,0.088869,0.099148,-1.415551,0.990271,-3.437938,-5.645379,0.767004,0.797042,do_mean,train,10,5,100,1_metab_multitask
1.248751,0.614449,2.506261,1.424011,0.107541,0.067131,-2.120722,1.235313,-5.440338,-9.771615,0.623103,0.660006,do_max,train,10,5,100,1_metab_multitask
2.366658,0.058964,5.954445,2.558743,0.744952,-0.048758,-5.392986,2.498539,-4.729879,-82.993068,0.023118,-0.092766,GPP,train,10,5,100,1_metab_multitask
2.009444,0.091008,2.538522,4.588354,NA,0.128133,-2.386749,4.191355,-40.585965,-5.812809,NA,0.066064,ER,train,10,5,100,1_metab_multitask
3.582524,0.114984,8.173061,4.472663,0.626192,-0.259537,-7.814249,4.357129,-10.278563,-18.490515,0.055235,0.00342,K600,train,10,5,100,1_metab_multitask
0.343595,0.182167,0.945669,0.212882,0.359052,-0.071147,-0.784347,0.206227,-2.152664,-45.08806,0.302221,0.142637,depth,train,10,5,100,1_metab_multitask
3.325033,0.703223,5.51808,6.558327,0.359941,0.043965,-5.40308,6.364855,-25.102226,-17.31763,0.511635,0.546822,temp.water,train,10,5,100,1_metab_multitask
2.387257,-0.33043,2.590328,2.73368,0.754359,-0.27091,-1.665408,0.84388,-9.438209,-15.4668,-9.493146,0.43885,do_min,val,10,5,100,1_metab_multitask
2.624329,-0.728769,2.918101,2.737398,0.752221,-0.357901,-1.760432,0.655348,-13.136119,-26.975513,-13.12705,0.315169,do_mean,val,10,5,100,1_metab_multitask
3.047804,-0.98638,4.838983,2.924355,0.736965,-0.397712,-3.245338,1.32811,-21.041787,-36.931136,-13.430227,0.241744,do_max,val,10,5,100,1_metab_multitask
2.747159,0.007118,6.607914,3.276584,1.064167,0.443819,-5.531343,3.205684,-2.440514,-330.716052,-0.215941,-0.149448,GPP,val,10,5,100,1_metab_multitask
2.896588,0.075747,2.872802,7.376124,NA,0.547621,-2.714241,6.740781,-53.867107,-5.223212,NA,0.001806,ER,val,10,5,100,1_metab_multitask
4.03024,-0.524967,4.7972,6.31163,0.899961,2.493428,-4.275849,6.238041,-3.687428,-318.416104,-0.853795,-0.212508,K600,val,10,5,100,1_metab_multitask
1.002006,-0.597418,2.425239,0.256844,0.89792400000000006,-0.574608,-2.269546,0.249251,-6.891308,-107.365873,-0.891077,-0.454155,depth,val,10,5,100,1_metab_multitask
4.37491,0.593654,8.900613,5.276335,0.297632,-1.249314,-8.812431,5.105015,-64.685863,-17.464343,0.625579,0.473876,temp.water,val,10,5,100,1_metab_multitask
2.42991,-0.448078,2.002319,2.855428,0.802199,-0.386862,-1.358154,0.309195,-5.339875,-14.720949,-11.605337,0.391527,do_min,val_times,10,5,100,1_metab_multitask
2.679765,-0.912328,2.265998,2.967196,0.798463,-0.472153,-1.404668,0.105927,-8.936412,-26.878158,-15.996243,0.250755,do_mean,val_times,10,5,100,1_metab_multitask
3.124101,-1.222686,4.666824,3.064089,0.784259,-0.533565,-3.040221,0.917236,-24.872526,-32.387128,-16.517027,0.189543,do_max,val_times,10,5,100,1_metab_multitask
2.528319,0.01332,6.388826,2.89872,0.843924,0.26831,-5.301743,2.83493,-2.338719,-110.297536,-0.123174,-0.157216,GPP,val_times,10,5,100,1_metab_multitask
1.95102,0.127145,2.67753,4.428401,NA,-0.068219,-2.550978,4.027062,-41.295197,-5.66897,NA,0.103991,ER,val_times,10,5,100,1_metab_multitask
3.486848,-0.001142,5.979386,6.200865,0.694971,0.962546,-5.661792,6.145518,-8.343031,-321.271798,-0.202753,-0.093814,K600,val_times,10,5,100,1_metab_multitask
0.489866,-0.158595,1.252791,0.263928,0.576629,-0.104864,-1.190434,0.259333,-8.777036,-200.307277,-0.190448,-0.261841,depth,val_times,10,5,100,1_metab_multitask
3.82067,0.642283,8.263263,4.826442,0.252407,-0.875628,-8.126316,4.721913,-38.453768,-22.032276,0.648077,0.508882,temp.water,val_times,10,5,100,1_metab_multitask
0.758143,0.861055,0.984339,0.897138,0.089251,-0.111707,-0.690056,0.622511,-0.392823,-1.810231,0.829826,0.924409,do_min,train,10,6,100,1_metab_multitask
0.68783,0.871052,0.991229,0.771396,0.069675,-0.104919,-0.642547,0.553914,-0.643985,-2.237227,0.856782,0.93207,do_mean,train,10,6,100,1_metab_multitask
1.076959,0.713233,2.08556,1.03112,0.09329,-0.094336,-1.518804,0.795253,-3.459658,-4.647709,0.716379,0.797138,do_max,train,10,6,100,1_metab_multitask
2.306792,0.10597,5.65222,2.565649,0.739787,0.061487,-5.088068,2.493172,-4.162987,-83.447074,0.036616,-0.01284,GPP,train,10,6,100,1_metab_multitask
1.925117,0.1657,2.542328,4.37015,NA,-0.002906,-2.42157,3.923425,-40.71075,-5.180235,NA,0.129935,ER,train,10,6,100,1_metab_multitask
2.194442,0.667936,5.158683,2.36921,0.465919,-0.177859,-4.565563,1.983416,-3.493264,-4.468876,0.476967,0.640508,K600,train,10,6,100,1_metab_multitask
0.293771,0.402158,0.76711,0.125401,0.295129,-0.019304,-0.553042,0.115514,-1.074508,-14.992344,0.528561,0.467563,depth,train,10,6,100,1_metab_multitask
1.432748,0.944897,1.77348,2.014151,0.199594,0.503972,-1.476608,1.49986,-1.696212,-0.727695,0.849832,0.94291,temp.water,train,10,6,100,1_metab_multitask
1.937458,0.123689,1.547508,1.911429,0.465995,-0.49419,-0.61536,0.05517,-2.725481,-7.050635,-3.02973,0.570235,do_min,val,10,6,100,1_metab_multitask
2.211754,-0.227931,1.919503,2.089937,0.507175,-0.550391,-0.811674,-0.135188,-5.11656,-15.306804,-5.450226,0.450158,do_mean,val,10,6,100,1_metab_multitask
2.726831,-0.590027,4.220795,2.091637,0.555303,-0.691796,-2.543133,0.10978,-15.769768,-18.404761,-7.192939,0.378881,do_max,val,10,6,100,1_metab_multitask
2.835045,-0.057426,7.422971,2.208461,0.994126,-0.242297,-6.482031,2.103562,-3.341603,-149.696617,-0.060139,-0.108912,GPP,val,10,6,100,1_metab_multitask
3.291081,-0.193148,2.029019,8.54605,NA,1.093982,-1.972216,7.983248,-26.369886,-7.353896,NA,-0.270978,ER,val,10,6,100,1_metab_multitask
2.260066,0.520442,2.611104,3.498786,0.601252,0.558313,-1.496485,3.022241,-0.388697,-97.154083,0.172405,0.712737,K600,val,10,6,100,1_metab_multitask
0.908736,-0.313873,2.295747,0.160155,0.707121,-0.479834,-2.128475,0.146652,-6.071119,-41.134130999999996,-0.172783,-0.163015,depth,val,10,6,100,1_metab_multitask
5.759573,0.295731,12.276083,2.201585,0.331719,-3.190211,-11.88723,1.907537,-123.954441,-2.214697,0.534905,0.502788,temp.water,val,10,6,100,1_metab_multitask
2.030019,-0.010676,1.468654,2.13244,0.496959,-0.578968,-0.582698,-0.307181,-2.410776,-7.767789,-3.874284,0.51012,do_min,val_times,10,6,100,1_metab_multitask
2.323082,-0.437136,1.842278,2.410909,0.541739,-0.643393,-0.738484,-0.503663,-5.567818,-17.404887,-6.864323,0.371135,do_mean,val_times,10,6,100,1_metab_multitask
2.85067,-0.850639,4.263448,2.392612,0.592677,-0.760095,-2.471034,-0.093215,-20.593246,-19.357331,-9.004086,0.30018,do_max,val_times,10,6,100,1_metab_multitask
2.44367,0.078283,6.242104,2.226887,0.787957,0.139552,-5.266831,2.098643,-2.18713,-64.685512,0.020859,0.013699,GPP,val_times,10,6,100,1_metab_multitask
2.015453,0.06854,2.089834,4.892466,NA,-0.010725,-2.032353,4.478352,-24.765953,-7.139927,NA,0.050442,ER,val_times,10,6,100,1_metab_multitask
2.199491,0.601641,3.225884,3.104927,0.492324,0.317685,-2.627106,2.67678,-1.719395,-79.801691,0.396405,0.727026,K600,val_times,10,6,100,1_metab_multitask
0.420976,0.144362,1.060377,0.153074,0.446696,-0.052319,-0.983271,0.146064,-6.0044,-66.716437,0.2856,0.194791,depth,val_times,10,6,100,1_metab_multitask
3.876076,0.631833,10.33949,1.541972,0.213735,-1.252524,-9.192081,1.284818,-60.770838,-1.350909,0.747655,0.718166,temp.water,val_times,10,6,100,1_metab_multitask
0.84335,0.828068,1.158831,1.084725,0.096505,-0.047982,-0.858062,0.853062,-0.930397,-3.108305,0.80104,0.89406,do_min,train,10,7,100,1_metab_multitask
0.719572,0.858876,1.006002,0.837556,0.072391,-0.076788,-0.668561,0.62609,-0.693352,-2.816328,0.845397,0.924628,do_mean,train,10,7,100,1_metab_multitask
1.152034,0.671859,2.129478,1.152093,0.100773,-0.08902,-1.531376,0.989556,-3.649459,-6.050652,0.669052,0.782981,do_max,train,10,7,100,1_metab_multitask
2.366933,0.058745,5.864732,2.669358,0.754566,6.5e-5,-5.307563,2.605966,-4.55852,-90.412114,-0.00226,-0.114964,GPP,train,10,7,100,1_metab_multitask
1.929801,0.161635,2.516711,4.444435,NA,0.014889,-2.405196,4.009725,-39.874433,-5.392126,NA,0.11231,ER,train,10,7,100,1_metab_multitask
2.382568,0.608561,5.561632,2.953387,0.4989,-0.167468,-5.021539,2.700973,-4.222625,-7.498293,0.400297,0.53811,K600,train,10,7,100,1_metab_multitask
0.313768,0.317996,0.830715,0.168734,0.330788,-0.021015,-0.636521,0.138535,-1.432781,-27.954322,0.407753,0.357228,depth,train,10,7,100,1_metab_multitask
1.654444,0.926525,1.912449,1.94818,0.2028,0.746007,-1.635294,1.43537,-2.135317,-0.616372,0.844969,0.935072,temp.water,train,10,7,100,1_metab_multitask
2.620904,-0.603599,1.881519,3.378708,0.846286,-0.896846,-0.999611,-2.219381,-4.507236,-24.154478,-12.372653,0.262009,do_min,val,10,7,100,1_metab_multitask
2.812317,-0.985314,2.170711,3.786536,0.787284,-0.92761,-0.911325,-2.823912,-6.822287,-52.528687,-14.546084,0.149749,do_mean,val,10,7,100,1_metab_multitask
3.172907,-1.152796,4.372943,3.330077,0.773005,-0.921401,-2.476528,-2.160308,-17.000564,-48.186294,-14.876101,0.184968,do_max,val,10,7,100,1_metab_multitask
2.837795,-0.059478,7.370749,2.5271149999999998,1.015613,-0.089851,-6.397188,2.432041,-3.28073,-196.321238,-0.106461,-0.195002,GPP,val,10,7,100,1_metab_multitask
3.361987,-0.245115,2.2877710000000002,8.733909,NA,1.071048,-2.206604,8.18167,-33.795706,-7.725201,NA,-0.368861,ER,val,10,7,100,1_metab_multitask
2.688193,0.321547,2.942556,4.124069,1.113746,0.406113,-1.973173,3.292057,-0.763634,-135.372135,-1.834429,0.651363,K600,val,10,7,100,1_metab_multitask
0.799715,-0.017533,2.121292,0.199473,0.548814,-0.361875,-1.94622,0.173947,-5.037273,-64.361521,0.293551,0.044716,depth,val,10,7,100,1_metab_multitask
6.159501,0.194531,11.649913,1.345483,0.375025,-3.789923,-11.33325,0.85289,-111.532371,-0.200676,0.405541,0.547474,temp.water,val,10,7,100,1_metab_multitask
2.531771,-0.572029,1.679966,3.413588,0.871186,-0.828906,-0.861731,-1.973387,-3.46288,-21.467695,-14.110689,0.280676,do_min,val_times,10,7,100,1_metab_multitask
2.738067,-0.996443,1.902015,3.760272,0.817745,-0.878972,-0.754394,-2.461556,-6.000654,-43.772374,-16.924718,0.153036,do_mean,val_times,10,7,100,1_metab_multitask
3.164075,-1.279929,4.325814,3.354008,0.814167,-0.91826,-2.426227,-1.787559,-21.229606,-39.00409,-17.878551,0.155397,do_max,val_times,10,7,100,1_metab_multitask
2.505584,0.030986,6.432052,2.512068,0.815602,0.174205,-5.402101,2.410492,-2.384051,-82.586408,-0.049051,-0.105469,GPP,val_times,10,7,100,1_metab_multitask
2.063473,0.023626,2.361358,5.018909,NA,-0.022587,-2.289766,4.569225,-31.896233,-7.566108,NA,-0.024369,ER,val_times,10,7,100,1_metab_multitask
2.473234,0.496314,3.672536,3.925748,0.797141,0.294031,-3.172838,3.061375,-2.524576,-128.170309,-0.582392,0.654911,K600,val_times,10,7,100,1_metab_multitask
0.369451,0.340991,0.928114,0.172795,0.405048,0.001366,-0.844154,0.155726,-4.366032,-85.288563,0.412606,0.319353,depth,val_times,10,7,100,1_metab_multitask
4.163438,0.57522,9.898059,1.337077,0.259721,-1.433794,-8.910057,0.78744,-55.608982,-0.767647,0.627389,0.740518,temp.water,val_times,10,7,100,1_metab_multitask
0.916419,0.796984,1.515915,1.289023,0.103068,0.021381,-1.248199,1.147971,-2.303362,-4.80156,0.773061,0.816763,do_min,train,10,8,100,1_metab_multitask
0.855905,0.800335,1.471252,0.977097,0.083337,0.045919,-1.163175,0.823702,-2.621796,-4.193897,0.79511,0.837266,do_mean,train,10,8,100,1_metab_multitask
1.262839,0.6057,2.542794,1.311652,0.109349,0.05908,-2.03675,1.137236,-5.62946,-8.13885,0.610326,0.674667,do_max,train,10,8,100,1_metab_multitask
2.39127,0.03929,6.005799,2.605157,0.752764,-0.04595,-5.441212,2.544858,-4.82914,-86.067908,0.00252,-0.124846,GPP,train,10,8,100,1_metab_multitask
1.996945,0.102281,2.539071,4.538551,NA,0.046897,-2.400976,4.120705,-40.603969,-5.665714,NA,0.081699,ER,train,10,8,100,1_metab_multitask
3.470982,0.169235,8.052326,4.208465,0.610705,-0.307323,-7.687089,4.089045,-9.947804,-16.255933,0.101389,0.086333,K600,train,10,8,100,1_metab_multitask
0.319882,0.291158,0.816514,0.244241,0.359076,-0.007905,-0.63335,0.226197,-1.350317,-59.665962,0.302127,0.315751,depth,train,10,8,100,1_metab_multitask
2.620535,0.815661,4.509989,4.901209,0.304169,0.015389,-4.383162,4.584097,-16.436226,-9.230329,0.651251,0.703646,temp.water,train,10,8,100,1_metab_multitask
2.215223,-0.145588,1.946859,2.407736,0.731125,-0.386487,-1.314801,0.413564,-4.896378,-11.77414,-8.924032,0.497152,do_min,val,10,8,100,1_metab_multitask
2.454465,-0.512218,2.231839,2.416375,0.721081,-0.425774,-1.363397,0.132144,-7.269047,-20.798727,-12.039632,0.373366,do_mean,val,10,8,100,1_metab_multitask
2.942849,-0.851928,4.461814,2.485547,0.686476,-0.459436,-2.967351,0.65522,-17.739648,-26.401831,-11.520741,0.287313,do_max,val,10,8,100,1_metab_multitask
2.778513,-0.015676,6.625932,3.373344,1.076085,0.498928,-5.544697,3.321124,-2.459302,-350.597034,-0.242148,-0.190518,GPP,val,10,8,100,1_metab_multitask
2.973948,0.025719,2.570246,7.677596,NA,0.714478,-2.462008,7.070814,-42.918753,-5.742309,NA,-0.055366,ER,val,10,8,100,1_metab_multitask
3.890315,-0.420916,4.735638,6.348982,0.879179,2.308818,-4.222683,6.241096,-3.567894,-322.207815,-0.769532,-0.139449,K600,val,10,8,100,1_metab_multitask
1.133001,-1.04239,2.588089,0.254304,1.482023,-0.668428,-2.434635,0.230874,-7.98666,-105.233158,-4.08401,-0.506395,depth,val,10,8,100,1_metab_multitask
4.499584,0.570164,9.542557,3.491542,0.281948,-2.080171,-9.442866,3.24019,-74.502552,-7.085441,0.664,0.52892,temp.water,val,10,8,100,1_metab_multitask
2.306897,-0.305173,1.875905,2.606186,0.781285,-0.493662,-1.177637,-0.026634,-4.564628,-12.096252,-11.061389,0.433489,do_min,val_times,10,8,100,1_metab_multitask
2.565645,-0.752919,2.146626,2.750541,0.771016,-0.522267,-1.194245,-0.295886,-7.917097,-22.955646,-14.932184,0.290072,do_mean,val_times,10,8,100,1_metab_multitask
3.071696,-1.148742,4.55213,2.769711,0.733231,-0.563845,-2.931862,0.408588,-23.616441,-26.280051,-14.311689,0.209998,do_max,val_times,10,8,100,1_metab_multitask
2.559507,-0.011172,6.450929,2.967922,0.853816,0.290094,-5.351718,2.904646,-2.403944,-115.675036,-0.149661,-0.198906,GPP,val_times,10,8,100,1_metab_multitask
1.949509,0.128496,2.452836,4.559777,NA,-0.050378,-2.350931,4.147544,-34.49438,-6.070531,NA,0.101148,ER,val_times,10,8,100,1_metab_multitask
3.395431,0.050665,5.905652,6.208427,0.681727,0.841164,-5.587553,6.095641,-8.114026,-322.058339,-0.157348,-0.025335,K600,val_times,10,8,100,1_metab_multitask
0.575082,-0.596745,1.34939,0.238091,0.91062,-0.113746,-1.272901,0.218212,-10.342921,-162.82374,-1.981893,-0.253449,depth,val_times,10,8,100,1_metab_multitask
3.617836,0.679257,8.595589,3.135665,0.218916,-1.318217,-8.353621,2.878726,-41.691021,-8.7216919999999991,0.735274,0.617969,temp.water,val_times,10,8,100,1_metab_multitask
0.791814,0.848438,1.075792,0.896883,0.089765,-0.095538,-0.816372,0.640681,-0.663656,-1.80863,0.827861,0.902397,do_min,train,10,9,100,1_metab_multitask
0.675071,0.875792,1.059478,0.776859,0.066906,-0.073454,-0.750643,0.64163,-0.878165,-2.283238,0.867941,0.906848,do_mean,train,10,9,100,1_metab_multitask
1.081726,0.710689,2.042778,1.26049,0.094919,-0.069002,-1.502639,1.097835,-3.278569,-7.439822,0.706386,0.759744,do_max,train,10,9,100,1_metab_multitask
2.19955,0.187164,5.348601,2.346469,0.700491,-0.014671,-4.816654,2.186679,-3.623207,-69.634979,0.136244,0.138401,GPP,train,10,9,100,1_metab_multitask
2.022081,0.07954,2.686163,4.587064,NA,-0.021461,-2.567338,4.170307,-45.563925,-5.808979,NA,0.00999,ER,train,10,9,100,1_metab_multitask
2.418779,0.596573,6.009074,2.681525,0.490388,-0.276784,-5.47511,2.36848,-5.096765,-6.005751,0.420586,0.536334,K600,train,10,9,100,1_metab_multitask
0.310477,0.332228,0.794551,0.199368,0.336997,0.007378,-0.590488,0.164884,-1.225577,-39.422071,0.385312,0.384735,depth,train,10,9,100,1_metab_multitask
1.304934,0.95429,1.963087,1.48739,0.18007600000000001,0.048863,-1.703871,0.777333,-2.303549,0.057823,0.877765,0.973519,temp.water,train,10,9,100,1_metab_multitask
2.033239,0.034904,1.589299,2.292586,0.536441,-0.454518,-0.896471,0.44143,-2.929413,-10.581514,-4.340196,0.564241,do_min,val,10,9,100,1_metab_multitask
