rmse,nse,rmse_top10,rmse_bot10,rmse_logged,mean_bias,mean_bias_top10,mean_bias_bot10,nse_top10,nse_bot10,nse_logged,kge,variable,partition,nstates,rep_id,nepochs,model_id
2.306571,-0.335471,1.987366,2.423436,0.586208,-0.514157,-1.028646,0.328642,-5.556699,-20.926294,-7.617137,0.435991,do_mean,val,10,9,100,1_metab_multitask
2.8062,-0.683935,4.248891,2.621159,0.598729,-0.540358,-2.624906,1.020936,-15.993767,-29.473504,-8.524471,0.341608,do_max,val,10,9,100,1_metab_multitask
2.690617,0.047568,6.367546,3.20355,1.042446,0.434647,-5.302705,3.085679,-2.194763,-316.093091,-0.165702,-0.024906,GPP,val,10,9,100,1_metab_multitask
2.866833,0.094638,2.889203,7.297475,NA,0.379454,-2.787984,6.648915,-54.495382,-5.091208,NA,-0.016724,ER,val,10,9,100,1_metab_multitask
2.628478,0.351355,3.168916,4.433494,0.697492,1.475076,-2.328239,4.38143,-1.04541,-156.603535,-0.113736,0.417435,K600,val,10,9,100,1_metab_multitask
0.828713,-0.092664,2.162962,0.237343,0.595559,-0.371864,-1.990526,0.209488,-5.276792,-91.535492,0.168084,-0.032857,depth,val,10,9,100,1_metab_multitask
2.213338,0.895995,4.913753,1.16259,0.165815,-1.02418,-4.792159,0.156211,-19.019751,0.103558,0.883788,0.876912,temp.water,val,10,9,100,1_metab_multitask
2.129987,-0.112668,1.589145,2.42664,0.572077,-0.570187,-0.817106,-0.073341,-2.993384,-10.353946,-5.459198,0.499154,do_min,val_times,10,9,100,1_metab_multitask
2.423327,-0.563842,1.943128,2.67491,0.626355,-0.633996,-0.902759,-0.184289,-6.306572,-21.656351,-9.51287,0.352563,do_mean,val_times,10,9,100,1_metab_multitask
2.934644,-0.961276,4.357701,2.785296,0.638956,-0.685073,-2.594385,0.632198,-21.558533,-26.587918,-10.627415,0.270446,do_max,val_times,10,9,100,1_metab_multitask
2.459734,0.066126,6.060528,2.772527,0.817089,0.253943,-5.008724,2.606764,-2.004407,-100.818009,-0.05288,0.019153,GPP,val_times,10,9,100,1_metab_multitask
1.95374,0.124709,2.738537,4.300458,NA,-0.313777,-2.653134,3.886151,-43.244551,-5.289184,NA,0.064095,ER,val_times,10,9,100,1_metab_multitask
2.371114,0.53705,4.056201,4.191726,0.535883,0.507546,-3.54079,4.123849,-3.299456,-146.266373,0.284873,0.545102,K600,val_times,10,9,100,1_metab_multitask
0.3895,0.267526,0.945721,0.214259,0.441326,0.019304,-0.867557,0.191036,-4.571557,-131.668507,0.302673,0.278326,depth,val_times,10,9,100,1_metab_multitask
1.937508,0.908009,4.416598,1.140783,0.131072,-0.73102,-4.210211,0.341064,-10.270961,-0.286734,0.905101,0.892048,temp.water,val_times,10,9,100,1_metab_multitask
0.73764,0.868468,0.872936,1.055058,0.088485,-0.105649,-0.562028,0.887657,-0.095398,-2.886657,0.832736,0.906675,do_min,train,10,0,100,1a_multitask_do_gpp_er
0.670238,0.877564,0.954087,0.817671,0.067776,-0.123336,-0.628529,0.681277,-0.52309,-2.637266,0.864484,0.895903,do_mean,train,10,0,100,1a_multitask_do_gpp_er
1.15051,0.672726,2.366326,1.16774,0.099415,-0.167738,-1.721082,1.03176,-4.741233,-6.243469,0.677911,0.726944,do_max,train,10,0,100,1a_multitask_do_gpp_er
2.213213,0.177035,5.73786,2.0085479999999998,0.670088,-0.160123,-5.147985,1.862748,-4.320627,-50.755286,0.209594,0.12697,GPP,train,10,0,100,1a_multitask_do_gpp_er
1.867073,0.215251,2.284681,4.386201,NA,0.160474,-2.106691,3.978764,-32.684981,-5.225716,NA,0.184919,ER,train,10,0,100,1a_multitask_do_gpp_er
8.191345,-3.62683,15.738548,2.573684,2.858442,-7.192949,-15.537029,-2.30463,-40.822849,-5.453592,-18.405636,-0.833354,K600,train,10,0,100,1a_multitask_do_gpp_er
0.486551,-0.639939,1.239359,0.186419,0.654662,-0.273186,-1.098395,0.142388,-4.41494,-34.341745,-1.319728,-0.310298,depth,train,10,0,100,1a_multitask_do_gpp_er
18.758738,-8.445938,26.26106,7.273522,NA,-17.758153,-26.239434,-7.127699,-590.188577,-21.530594,NA,-0.549815,temp.water,train,10,0,100,1a_multitask_do_gpp_er
2.299648,-0.234572,1.546041,2.33254,0.551032,-0.453108,-0.496569,0.132743,-2.71842,-10.988705,-4.543059,0.429894,do_min,val,10,0,100,1a_multitask_do_gpp_er
2.533701,-0.61143,1.924877,2.468515,0.677596,-0.467588,-0.649913,0.119491,-5.150859,-21.749605,-10.391717,0.321228,do_mean,val,10,0,100,1a_multitask_do_gpp_er
3.035044,-0.969782,4.397711,2.655878,0.878021,-0.507872,-2.468518,0.838723,-17.205051,-30.286129,-19.442874,0.255022,do_max,val,10,0,100,1a_multitask_do_gpp_er
2.598814,0.111452,6.484744,2.914057,0.998864,0.221017,-5.445594,2.816494,-2.313448,-261.373431,-0.070268,0.025138,GPP,val,10,0,100,1a_multitask_do_gpp_er
3.190004,-0.120985,1.966525,8.194928,NA,1.154513,-1.797478,7.598956,-24.709851,-6.681543,NA,-0.103274,ER,val,10,0,100,1a_multitask_do_gpp_er
5.649547,-1.99658,12.199814,1.472787,2.721738,-4.656431,-11.979453,-1.373174,-29.315550000000002,-16.392155,-19.184914,-0.512072,K600,val,10,0,100,1a_multitask_do_gpp_er
0.936993,-0.396853,2.3681,0.183036,0.772862,-0.59039,-2.183474,0.151894,-6.523852,-54.033417,-0.400984,-0.070285,depth,val,10,0,100,1a_multitask_do_gpp_er
20.164071,-7.632056,29.173366,8.067197,NA,-19.001078,-29.153652,-7.97994,-704.675734,-42.16328,NA,-0.506031,temp.water,val,10,0,100,1a_multitask_do_gpp_er
2.408456,-0.42262,1.609167,2.579113,0.589565,-0.609245,-0.500842,-0.302828,-3.094647,-11.825581,-5.746227,0.363527,do_min,val_times,10,0,100,1a_multitask_do_gpp_er
2.655786,-0.878257,1.955371,2.796434,0.726481,-0.645283,-0.621411,-0.369093,-6.398933,-23.761714,-12.999244,0.239109,do_mean,val_times,10,0,100,1a_multitask_do_gpp_er
3.170723,-1.28952,4.584661,2.872137,0.939594,-0.723495,-2.572053,0.463696,-23.969534,-28.335029,-24.105881,0.178061,do_max,val_times,10,0,100,1a_multitask_do_gpp_er
2.343039,0.152633,6.066885,2.484364,0.769938,0.079005,-5.030197,2.356252,-2.010713,-80.752952,0.065128,0.094562,GPP,val_times,10,0,100,1a_multitask_do_gpp_er
1.956477,0.122255,1.938826,4.798131,NA,0.161737,-1.7948,4.396988,-21.17687,-6.82905,NA,0.136958,ER,val_times,10,0,100,1a_multitask_do_gpp_er
7.103208,-3.154692,13.619242,1.56744,2.98037,-6.1960750000000004,-13.463412,-1.490197,-47.470837,-19.592038,-31.612725,-0.592636,K600,val_times,10,0,100,1a_multitask_do_gpp_er
0.454126,0.004297,1.125698,0.206084,0.537257,-0.23682,-1.040979,0.190379,-6.893943,-121.738371,-0.03343,0.152302,depth,val_times,10,0,100,1a_multitask_do_gpp_er
19.147314,-7.984121,28.689621,8.774258,NA,-18.073145,-28.661036,-8.720605,-474.592424,-75.120821,NA,-0.555711,temp.water,val_times,10,0,100,1a_multitask_do_gpp_er
0.742545,0.866713,0.911293,1.100401,0.087943,0.018317,-0.564924,0.92447,-0.193774,-3.227901,0.834779,0.901249,do_min,train,10,1,100,1a_multitask_do_gpp_er
0.708142,0.863324,1.003953,0.873773,0.070811,0.022381,-0.625726,0.730918,-0.686462,-3.15351,0.852072,0.901992,do_mean,train,10,1,100,1a_multitask_do_gpp_er
1.168946,0.662153,2.337299,1.210938,0.101332,0.00325,-1.731791,1.090561,-4.601244,-6.789294,0.665371,0.734778,do_max,train,10,1,100,1a_multitask_do_gpp_er
2.082432,0.271421,5.186883,2.008657,0.652127,-0.012356,-4.596421,1.830947,-3.347863,-50.760905,0.251398,0.240652,GPP,train,10,1,100,1a_multitask_do_gpp_er
1.883866,0.201071,2.487353,4.245463,NA,-0.0076,-2.304118,3.83898,-38.926368,-4.832603,NA,0.164894,ER,train,10,1,100,1a_multitask_do_gpp_er
8.714819,-4.237088,16.069368,3.180113,5.593728,-7.852894,-15.884244,-3.016071,-42.599538,-8.853174,-329.257539,-0.598317,K600,train,10,1,100,1a_multitask_do_gpp_er
0.5065,-0.777172,1.301306,0.103562,0.714879,-0.312248,-1.172136,0.005601,-4.96978,-9.907113,-1.766096,-0.319838,depth,train,10,1,100,1a_multitask_do_gpp_er
17.122177,-6.869657,24.643916,5.526366,5.336623,-16.005133,-24.619773,-5.317566,-519.620171,-12.006561,-274.521817,-0.638206,temp.water,train,10,1,100,1a_multitask_do_gpp_er
2.253705,-0.185735,1.417872,2.437631,0.811185,-0.227962,-0.342586,0.420631,-2.12745,-12.093328,-11.129012,0.440864,do_min,val,10,1,100,1a_multitask_do_gpp_er
2.466144,-0.526643,1.818099,2.443818,0.765157,-0.27678,-0.560792,0.263008,-4.487377,-21.29667,-13.662708,0.336556,do_mean,val,10,1,100,1a_multitask_do_gpp_er
2.969576,-0.885718,4.273753,2.581947,0.785099,-0.356471,-2.42527,0.811445,-16.193226,-28.568574,-15.363704,0.27098,do_max,val,10,1,100,1a_multitask_do_gpp_er
2.587318,0.119296,5.991648,3.234895,1.025655,0.447772,-4.881076,3.069064,-1.828701,-322.32861,-0.128451,0.081785,GPP,val,10,1,100,1a_multitask_do_gpp_er
2.958768,0.03564,2.612123,7.566081,NA,0.649928,-2.446181,6.932463,-44.36156,-5.547871,NA,-0.035979,ER,val,10,1,100,1a_multitask_do_gpp_er
6.073195,-2.462846,12.521291,1.666042,5.880887,-5.165551,-12.31987,-1.62073,-30.934288,-21.255924,-775.40746,-0.504624,K600,val,10,1,100,1a_multitask_do_gpp_er
1.094364,-0.905468,2.602445,0.092194,1.10528,-0.764359,-2.448965,-0.002333,-8.086635,-12.962382,-1.865328,-0.378699,depth,val,10,1,100,1a_multitask_do_gpp_er
18.672726,-6.402412,27.896583,6.294415,5.545487,-17.353188,-27.873273,-6.181874,-644.259066,-25.277244,-269.519986,-0.807781,temp.water,val,10,1,100,1a_multitask_do_gpp_er
2.338086,-0.340704,1.485216,2.615787,0.86731,-0.403125,-0.367336,-0.067192,-2.488138,-12.192919,-13.741234,0.379213,do_min,val_times,10,1,100,1a_multitask_do_gpp_er
2.567622,-0.755621,1.84054,2.735114,0.81822,-0.4463,-0.539217,-0.21905,-5.555432,-22.68768,-16.914334,0.258631,do_mean,val_times,10,1,100,1a_multitask_do_gpp_er
3.092755,-1.178307,4.437907,2.808747,0.839191,-0.538109,-2.493813,0.481804,-22.396586,-27.054433,-19.039038,0.193298,do_max,val_times,10,1,100,1a_multitask_do_gpp_er
2.252059,0.217162,5.465998,2.670553,0.771573,0.231756,-4.401528,2.439992,-1.443863,-93.465983,0.061152,0.193656,GPP,val_times,10,1,100,1a_multitask_do_gpp_er
1.922706,0.152295,2.479767,4.358427,NA,-0.13715,-2.331674,3.97161,-35.278071,-5.45988,NA,0.129743,ER,val_times,10,1,100,1a_multitask_do_gpp_er
7.564953,-3.7124,13.909128,1.818364,5.880887,-6.74869,-13.766689,-1.777627,-49.5562,-26.712721,-775.40746,-0.505377,K600,val_times,10,1,100,1a_multitask_do_gpp_er
0.564369,-0.537812,1.395154,0.065808,0.742014,-0.346347,-1.33209,-0.006921,-11.12536,-11.515446,-0.971248,-0.200328,depth,val_times,10,1,100,1a_multitask_do_gpp_er
17.574678,-6.568933,27.292876,7.010554,5.392995,-16.359748,-27.257358,-6.941667,-429.411534,-47.59452,-264.257466,-0.819147,temp.water,val_times,10,1,100,1a_multitask_do_gpp_er
0.718406,0.875238,0.840002,1.059473,0.085675,-0.036273,-0.530316,0.851811,-0.014301,-2.919249,0.84319,0.910497,do_min,train,10,2,100,1a_multitask_do_gpp_er
0.63583,0.889812,0.951931,0.822265,0.06401,-0.012102,-0.673964,0.658496,-0.516214,-2.678251,0.879123,0.906433,do_mean,train,10,2,100,1a_multitask_do_gpp_er
1.027854,0.738788,1.964486,1.182009,0.089947,0.012788,-1.45902,1.042179,-2.956891,-6.421576,0.736342,0.761935,do_max,train,10,2,100,1a_multitask_do_gpp_er
2.101795,0.257808,5.365774,1.959611,0.64792,-0.047114,-4.762499,1.803744,-3.652942,-48.264052,0.261027,0.213737,GPP,train,10,2,100,1a_multitask_do_gpp_er
1.88516,0.199973,2.296538,4.371611,NA,0.152766,-2.099533,3.938452,-33.035523,-5.184367,NA,0.194053,ER,train,10,2,100,1a_multitask_do_gpp_er
7.522465,-2.902056,14.730916,1.963032,1.883145,-6.514989,-14.53032,-1.711605,-35.639017,-2.754447,-7.544295,-0.470715,K600,train,10,2,100,1a_multitask_do_gpp_er
0.436094,-0.317437,1.004553,0.407077,0.538565,0.026508,-0.846197,0.364398,-2.5575,-167.523924,-0.569923,-0.118455,depth,train,10,2,100,1a_multitask_do_gpp_er
17.030176,-6.785313,24.57273,5.131868,4.786488,-15.864834,-24.54888,-4.903379,-516.616798,-10.215897,-78.504084,-1.128147,temp.water,train,10,2,100,1a_multitask_do_gpp_er
2.164933,-0.094164,1.341511,2.39805,0.720265,-0.348146,-0.389837,0.375779,-1.799659,-11.671568,-8.573742,0.481161,do_min,val,10,2,100,1a_multitask_do_gpp_er
2.387442,-0.430758,1.765351,2.435771,0.782707,-0.380394,-0.680286,0.252088,-4.173588,-21.150077,-14.349133,0.375977,do_mean,val,10,2,100,1a_multitask_do_gpp_er
2.874483,-0.766882,4.115951,2.59163,0.759082,-0.411735,-2.287918,0.854152,-14.947001,-28.790765,-14.27825,0.307986,do_max,val,10,2,100,1a_multitask_do_gpp_er
2.532577,0.156169,6.275484,2.804613,0.97030400000000006,0.211062,-5.19013,2.634802,-2.103051,-242.035542,-0.00994,0.102457,GPP,val,10,2,100,1a_multitask_do_gpp_er
2.926908,0.056296,2.52197,7.559563,NA,0.691144,-2.343042,6.937804,-41.284445,-5.536595,NA,7.12e-4,ER,val,10,2,100,1a_multitask_do_gpp_er
4.967719,-1.316929,11.227442,0.463893,1.442478,-3.743791,-11.005941,-0.045541,-24.675605,-0.72548,-3.763463,-0.556122,K600,val,10,2,100,1a_multitask_do_gpp_er
0.918993,-0.343702,2.315323,0.375137,0.750509,-0.431339,-2.152682,0.326206,-6.192225,-230.171402,-0.321119,-0.326567,depth,val,10,2,100,1a_multitask_do_gpp_er
18.445408,-6.223278,27.579289,5.823638,4.813689,-17.085798,-27.556953,-5.695706,-629.664256,-21.493542,-98.143079,-1.166806,temp.water,val,10,2,100,1a_multitask_do_gpp_er
2.269168,-0.26283,1.397082,2.588734,0.768782,-0.498399,-0.396527,-0.10496,-2.086441,-11.921451,-10.610043,0.414038,do_min,val_times,10,2,100,1a_multitask_do_gpp_er
2.507464,-0.674319,1.781558,2.745238,0.83769,-0.531653,-0.664745,-0.245445,-5.142012,-22.863361,-17.793441,0.292707,do_mean,val_times,10,2,100,1a_multitask_do_gpp_er
3.008906,-1.061793,4.277382,2.801495,0.811742,-0.587835,-2.364337,0.478987,-20.734626,-26.909745,-17.727764,0.228279,do_max,val_times,10,2,100,1a_multitask_do_gpp_er
2.257645,0.213274,5.733184,2.370603,0.745388,0.1315,-4.694711,2.172828,-1.688621,-73.437313,0.123795,0.175932,GPP,val_times,10,2,100,1a_multitask_do_gpp_er
1.865261,0.202193,2.282432,4.365813,NA,-0.033339,-2.129709,3.969976,-29.73394,-5.4817920000000004,NA,0.184455,ER,val_times,10,2,100,1a_multitask_do_gpp_er
6.39411,-2.366588,12.591851,0.50729900000000006,1.710784,-5.369127,-12.435299,-0.25227,-40.433706,-1.156976,-6.288425,-0.548859,K600,val_times,10,2,100,1a_multitask_do_gpp_er
0.504171,-0.227249,1.188514,0.323456,0.608018,-0.016259,-1.111838,0.287181,-7.799524,-301.357976,-0.323577,-0.232477,depth,val_times,10,2,100,1a_multitask_do_gpp_er
17.421222,-6.437332,27.052433,6.644986,4.697947,-16.171705,-27.020231,-6.569541,-421.861308,-42.658693,-135.341472,-1.184809,temp.water,val_times,10,2,100,1a_multitask_do_gpp_er
0.740988,0.867271,0.8966,1.048391,0.088377,-0.140261,-0.618286,0.8632,-0.155591,-2.837689,0.833142,0.882692,do_min,train,10,3,100,1a_multitask_do_gpp_er
0.718201,0.859413,0.982753,0.855175,0.072875,-0.185295,-0.64657,0.750361,-0.61599,-2.978578,0.843323,0.871898,do_mean,train,10,3,100,1a_multitask_do_gpp_er
1.104603,0.698323,2.202712,1.133989,0.096014,-0.181448,-1.599372,1.031516,-3.974751,-5.8308,0.699573,0.747447,do_max,train,10,3,100,1a_multitask_do_gpp_er
2.032396,0.306012,5.090118,2.014834,0.640232,-0.040962,-4.500013,1.822621,-3.187151,-51.079716,0.278459,0.256336,GPP,train,10,3,100,1a_multitask_do_gpp_er
1.930417,0.1611,2.678514,4.260564,NA,-0.126164,-2.526728,3.854432,-45.299144,-4.874168,NA,0.107253,ER,train,10,3,100,1a_multitask_do_gpp_er
9.207696,-4.846218,16.700771,3.606679,NA,-8.366922,-16.522523,-3.472793,-46.093109,-11.673774,NA,-0.975985,K600,train,10,3,100,1a_multitask_do_gpp_er
0.441728,-0.351699,1.146986,0.226279,0.651555,-0.168512,-1.007544,0.20289,-3.63784,-51.071469,-1.297758,-0.162329,depth,train,10,3,100,1a_multitask_do_gpp_er
17.771716,-7.478062,25.331304,5.719389,NA,-16.647216,-25.308276,-5.490704,-549.068336,-12.931003,NA,-1.193777,temp.water,train,10,3,100,1a_multitask_do_gpp_er
2.260232,-0.192613,1.485286,2.43044,0.608174,-0.406138,-0.475898,0.395475,-2.431918,-12.01619,-5.766827,0.45669,do_min,val,10,3,100,1a_multitask_do_gpp_er
2.502476,-0.571956,1.917085,2.529384,0.812374,-0.475541,-0.654878,0.360055,-5.101156,-22.885364,-15.46524,0.344455,do_mean,val,10,3,100,1a_multitask_do_gpp_er
2.932326,-0.838707,4.24602,2.572887,0.780728,-0.510207,-2.368348,0.861391,-15.970809,-28.361417,-15.189232,0.29269,do_max,val,10,3,100,1a_multitask_do_gpp_er
2.485976,0.186938,6.166589,2.811344,0.970657,0.16686,-5.113526,2.653046,-1.996295,-243.203443,-0.010674,0.126797,GPP,val,10,3,100,1a_multitask_do_gpp_er
2.988384,0.016238,2.654835,7.616882,NA,0.57341,-2.501116,6.976641,-45.857138,-5.636095,NA,-0.079541,ER,val,10,3,100,1a_multitask_do_gpp_er
6.518429,-2.989189,13.162593,2.165559,NA,-5.658048,-12.97143,-2.133863,-34.289211,-36.602233,NA,-0.68266,K600,val,10,3,100,1a_multitask_do_gpp_er
1.11107,-0.964087,2.664927,0.243619,1.326822,-0.676041,-2.518001,0.233172,-8.528197,-96.493984,-3.128981,-0.713948,depth,val,10,3,100,1a_multitask_do_gpp_er
19.104564,-6.748757,28.238134,6.327474,NA,-17.784598,-28.217044,-6.19091,-660.156204,-25.553992,NA,-1.108939,temp.water,val,10,3,100,1a_multitask_do_gpp_er
2.36607,-0.372988,1.555815,2.622193,0.650716,-0.575726,-0.496309,-0.100586,-2.827635,-12.257617,-7.237943,0.391471,do_min,val_times,10,3,100,1a_multitask_do_gpp_er
2.625366,-0.835475,1.962198,2.808239,0.86979,-0.660107,-0.650196,-0.167395,-6.450691,-23.971217,-19.161167,0.265191,do_mean,val_times,10,3,100,1a_multitask_do_gpp_er
3.065013,-1.139403,4.418286,2.780082,0.834931,-0.709691,-2.458608,0.504773,-22.190162,-26.484728,-18.845483,0.217813,do_max,val_times,10,3,100,1a_multitask_do_gpp_er
2.142587,0.291419,5.430591,2.373735,0.72975,0.079645,-4.456609,2.192177,-1.412303,-73.634141,0.160174,0.241994,GPP,val_times,10,3,100,1a_multitask_do_gpp_er
1.986752,0.094881,2.595871,4.426763,NA,-0.276307,-2.471114,4.016718,-38.754726,-5.664036,NA,0.061276,ER,val_times,10,3,100,1a_multitask_do_gpp_er
8.044276,-4.3284840000000004,14.555978,2.29777,NA,-7.251171,-14.420283,-2.27035,-54.367815,-43.251796,NA,-0.76515,K600,val_times,10,3,100,1a_multitask_do_gpp_er
0.57772,-0.61143,1.501521,0.249276,0.863467,-0.197506,-1.431928,0.239785,-13.044713,-178.577606,-1.669366,-0.59544,depth,val_times,10,3,100,1a_multitask_do_gpp_er
18.128999,-7.053925,27.743564,7.313747,NA,-16.937129,-27.713105,-7.234262,-443.743707,-51.888651,NA,-1.02017,temp.water,val_times,10,3,100,1a_multitask_do_gpp_er
0.699803,0.881616,0.771866,0.866433,0.083507,-0.187865,-0.393518,0.633747,0.143573,-1.621157,0.851026,0.938374,do_min,train,10,4,100,1a_multitask_do_gpp_er
0.64475,0.886699,0.852733,0.713259,0.065249,-0.13899,-0.462758,0.563161,-0.216677,-1.767656,0.8744,0.93385,do_mean,train,10,4,100,1a_multitask_do_gpp_er
1.06138,0.72147,2.028258,1.186355,0.093112,-0.109765,-1.374789,1.068784,-3.217961,-6.476251,0.717455,0.776545,do_max,train,10,4,100,1a_multitask_do_gpp_er
1.859729,0.418922,4.241323,2.012267,0.615622,0.191505,-3.596878,1.584788,-1.907138,-50.947127,0.332863,0.416622,GPP,train,10,4,100,1a_multitask_do_gpp_er
1.824114,0.250948,2.317032,4.008189,NA,-0.061603,-2.070405,3.568884,-33.645667,-4.198868,NA,0.265586,ER,train,10,4,100,1a_multitask_do_gpp_er
7.630152,-3.014574,14.922301,1.833366,1.960629,-6.577383,-14.725262,-1.557733,-36.597233,-2.274834,-8.261892,-0.898789,K600,train,10,4,100,1a_multitask_do_gpp_er
0.729015,-2.681656,1.559853,0.188782,2.084579,-0.580733,-1.455719,-0.116494,-7.577615,-35.243472,-22.321935,-0.560247,depth,train,10,4,100,1a_multitask_do_gpp_er
16.980913,-6.740338,24.286519,5.789971,4.665924,-15.933353,-24.263036,-5.601929,-504.629143,-13.276966,-306.807753,-0.394636,temp.water,train,10,4,100,1a_multitask_do_gpp_er
2.070982,-0.001258,1.39767,2.318418,0.692615,-0.50804,-0.474826,0.244913,-2.038964,-10.843974,-7.902183,0.527505,do_min,val,10,4,100,1a_multitask_do_gpp_er
2.398096,-0.443556,1.871172,2.50708,0.820307,-0.556064,-0.705512,0.100761,-4.812421,-22.465984,-15.851237,0.383199,do_mean,val,10,4,100,1a_multitask_do_gpp_er
2.898651,-0.796718,4.308042,2.589228,0.832522,-0.652556,-2.414948,0.685196,-16.470218,-28.735557,-17.414326,0.314276,do_max,val,10,4,100,1a_multitask_do_gpp_er
2.365753,0.263676,5.865108,2.422135,0.929795,0.08539,-4.664402,2.123584,-1.710482,-180.267791,0.064201,0.286323,GPP,val,10,4,100,1a_multitask_do_gpp_er
3.110509,-0.065811,2.161797,7.916773,NA,0.930528,-1.912019,7.263754,-30.06924,-6.168933,NA,-0.033167,ER,val,10,4,100,1a_multitask_do_gpp_er
5.008795,-1.355403,11.378167,0.409572,1.457327,-3.755247,-11.164079,-0.082659,-25.369607,-0.345035,-3.862041,-0.784053,K600,val,10,4,100,1a_multitask_do_gpp_er
1.303587,-1.703701,2.853405,0.163219,2.356777,-1.027805,-2.712246,-0.095401,-9.92363,-42.762009,-11.705783,-0.575187,depth,val,10,4,100,1a_multitask_do_gpp_er
18.39226,-6.181712,27.290254,6.41949,4.749755,-17.148672,-27.268182,-6.3103,-616.514644,-26.331922,-235.068574,-0.400406,temp.water,val,10,4,100,1a_multitask_do_gpp_er
2.178762,-0.164209,1.434791,2.527991,0.740447,-0.658031,-0.431897,-0.244933,-2.255303,-11.322174,-9.820754,0.46066,do_min,val_times,10,4,100,1a_multitask_do_gpp_er
2.530939,-0.705816,1.888641,2.832931,0.878318,-0.703944,-0.642277,-0.409954,-5.902547,-24.412272,-19.646543,0.29493,do_mean,val_times,10,4,100,1a_multitask_do_gpp_er
3.050076,-1.118601,4.452175,2.845398,0.891131,-0.793749,-2.410072,0.338867,-22.547266,-27.79137,-21.621204,0.228299,do_max,val_times,10,4,100,1a_multitask_do_gpp_er
2.014506,0.373603,4.794943,2.230483,0.722399,0.205755,-3.627576,1.860628,-0.880636,-64.897777,0.154173,0.40952,GPP,val_times,10,4,100,1a_multitask_do_gpp_er
1.959439,0.119596,2.113778,4.522503,NA,-0.043343,-1.902601,4.056763,-25.359747,-5.955407,NA,0.206894,ER,val_times,10,4,100,1a_multitask_do_gpp_er
6.46239,-2.438872,12.73404,0.475474,1.759188,-5.407044,-12.583807,-0.247757,-41.374739,-0.894835,-6.706694,-0.840454,K600,val_times,10,4,100,1a_multitask_do_gpp_er
0.772422,-1.880619,1.674007,0.124507,2.027486,-0.598659,-1.623705,-0.061583,-16.456811,-43.7997,-12.430702,-0.549481,depth,val_times,10,4,100,1a_multitask_do_gpp_er
17.385365,-6.406747,26.770824,7.140325,4.784285,-16.240112,-26.738655,-7.071784,-413.103382,-49.410223,-190.22946,-0.4101,temp.water,val_times,10,4,100,1a_multitask_do_gpp_er
0.710466,0.877981,0.847786,1.029406,0.084414,0.008004,-0.540202,0.819874,-0.033187,-2.699954,0.847774,0.908946,do_min,train,10,5,100,1a_multitask_do_gpp_er
0.634639,0.890225,0.912485,0.848199,0.064049,0.012973,-0.510062,0.71551,-0.39316,-2.913935,0.878976,0.915897,do_mean,train,10,5,100,1a_multitask_do_gpp_er
1.056948,0.723791,1.988636,1.333637,0.093034,0.036636,-1.400322,1.189805,-3.054772,-8.447768,0.71793,0.755066,do_max,train,10,5,100,1a_multitask_do_gpp_er
2.136543,0.233065,5.447641,2.060302,0.661409,-0.058997,-4.859111,1.893785,-3.796008,-53.456763,0.229938,0.181354,GPP,train,10,5,100,1a_multitask_do_gpp_er
1.922229,0.1682,2.516735,4.277146,NA,-0.052351,-2.282906,3.86129,-39.875195,-4.919983,NA,0.158285,ER,train,10,5,100,1a_multitask_do_gpp_er
7.328167,-2.703086,14.584817,1.859696,1.72572,-6.281849,-14.376907,-1.561263,-34.915862,-2.369575,-6.175456,-0.496681,K600,train,10,5,100,1a_multitask_do_gpp_er
0.73644,-2.757032,1.549649,0.326591,2.206686,-0.612024,-1.44308,-0.294714,-7.465758,-107.472268,-27.953936,-0.395766,depth,train,10,5,100,1a_multitask_do_gpp_er
17.454593,-7.178192,24.900944,5.731282,2.855437,-16.359978,-24.877535,-5.513924,-530.536604,-12.989001,-Inf,-0.654699,temp.water,train,10,5,100,1a_multitask_do_gpp_er
2.148861,-0.077979,1.486454,2.150567,0.766206,-0.499373,-0.621375,-0.181448,-2.437316,-9.191077,-9.834523,0.491395,do_min,val,10,5,100,1a_multitask_do_gpp_er
2.347046,-0.382751,1.863601,2.270761,0.687609,-0.485415,-0.732409,-0.10239,-4.765482,-18.250639,-10.856406,0.397127,do_mean,val,10,5,100,1a_multitask_do_gpp_er
2.844969,-0.730785,4.190469,2.545531,0.669225,-0.441865,-2.377045,0.817588,-15.529657,-27.740369,-10.899364,0.321792,do_max,val,10,5,100,1a_multitask_do_gpp_er
2.570901,0.130438,6.85608,2.170386,0.916827,-0.195577,-5.857885,2.06779,-2.703789,-144.545216,0.098315,0.072178,GPP,val,10,5,100,1a_multitask_do_gpp_er
3.480111,-0.334147,1.885276,8.911085,NA,1.318721,-1.692546,8.362535,-22.629286,-8.082791,NA,-0.259427,ER,val,10,5,100,1a_multitask_do_gpp_er
4.978042,-1.326568,11.081366,0.676734,1.650533,-3.936668,-10.849409,-0.512361,-24.011838,-2.672061,-5.232167,-0.263857,K600,val,10,5,100,1a_multitask_do_gpp_er
1.273497,-1.580324,2.816393,0.27791,2.298686,-1.013499,-2.660107,-0.234382,-9.64208,-125.870891,-12.220929,-0.396467,depth,val,10,5,100,1a_multitask_do_gpp_er
18.43252,-6.213188,27.113172,6.057031,4.055321,-17.170893,-27.09105,-5.897642,-608.526717,-23.332611,-56.323653,-0.491744,temp.water,val,10,5,100,1a_multitask_do_gpp_er
